control_extraction_success_random_within_arm,treatment_extraction_success_random_within_arm,raw_control_accuracy,raw_treatment_accuracy,raw_effect,derived_control_accuracy_failure_to_zero,derived_treatment_accuracy_failure_to_zero,derived_effect,distortion,sign_reversed_relative_to_raw,true_null_apparent_effect_if_p0_equals_p1,zero_effect_boundary_residual_r1p1_minus_r0p0
0,0.5,0.7482949549720432,0.7952747143846032,0.04697975941255994,0,0.3976373571923016,0.3976373571923016,0.3506575977797416,False,0.3741474774860216,0.3976373571923016
0,0.55,0.7482949549720432,0.7952747143846032,0.04697975941255994,0,0.4374010929115318,0.4374010929115318,0.3904213334989718,False,0.4115622252346238,0.4374010929115318
0,0.6000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0,0.477164828630762,0.477164828630762,0.430185069218202,False,0.448976972983226,0.477164828630762
0,0.65,0.7482949549720432,0.7952747143846032,0.04697975941255994,0,0.5169285643499921,0.5169285643499921,0.4699488049374322,False,0.4863917207318281,0.5169285643499921
0,0.7000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0,0.5566923000692223,0.5566923000692223,0.5097125406566624,False,0.5238064684804303,0.5566923000692223
0,0.75,0.7482949549720432,0.7952747143846032,0.04697975941255994,0,0.5964560357884524,0.5964560357884524,0.5494762763758925,False,0.5612212162290324,0.5964560357884524
0,0.8,0.7482949549720432,0.7952747143846032,0.04697975941255994,0,0.6362197715076826,0.6362197715076826,0.5892400120951227,False,0.5986359639776346,0.6362197715076826
0,0.8500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0,0.6759835072269128,0.6759835072269128,0.6290037478143529,False,0.6360507117262368,0.6759835072269128
0,0.9,0.7482949549720432,0.7952747143846032,0.04697975941255994,0,0.7157472429461429,0.7157472429461429,0.668767483533583,False,0.6734654594748389,0.7157472429461429
0,0.9500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0,0.7555109786653731,0.7555109786653731,0.7085312192528131,False,0.7108802072234411,0.7555109786653731
0,1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0,0.7952747143846032,0.7952747143846032,0.7482949549720432,False,0.7482949549720432,0.7952747143846032
0.05,0,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0,-0.03741474774860216,-0.08439450716116211,True,-0.03741474774860216,-0.03741474774860216
0.05,0.05,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.03976373571923016,0.002348987970627998,-0.04463077144193194,False,0,0.002348987970627998
0.05,0.1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.07952747143846033,0.04211272368985816,-0.004867035722701779,False,0.03741474774860216,0.04211272368985816
0.05,0.15,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.1192912071576905,0.08187645940908833,0.03489669999652839,False,0.07482949549720434,0.08187645940908833
0.05,0.2,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.1590549428769207,0.1216401951283185,0.07466043571575855,False,0.1122442432458065,0.1216401951283185
0.05,0.25,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.1988186785961508,0.1614039308475486,0.1144241714349887,False,0.1496589909944087,0.1614039308475486
0.05,0.3,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.238582414315381,0.2011676665667788,0.1541879071542189,False,0.1870737387430108,0.2011676665667788
0.05,0.35,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.2783461500346112,0.240931402286009,0.1939516428734491,False,0.224488486491613,0.240931402286009
0.05,0.4,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.3181098857538413,0.2806951380052392,0.2337153785926792,False,0.2619032342402152,0.2806951380052392
0.05,0.45,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.3578736214730714,0.3204588737244693,0.2734791143119094,False,0.2993179819888173,0.3204588737244693
0.05,0.5,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.3976373571923016,0.3602226094436994,0.3132428500311395,False,0.3367327297374195,0.3602226094436994
0.05,0.55,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.4374010929115318,0.3999863451629296,0.3530065857503697,False,0.3741474774860216,0.3999863451629296
0.05,0.6000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.477164828630762,0.4397500808821598,0.3927703214695999,False,0.4115622252346238,0.4397500808821598
0.05,0.65,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.5169285643499921,0.47951381660139,0.43253405718883,False,0.4489769729832259,0.47951381660139
0.05,0.7000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.5566923000692223,0.5192775523206201,0.4722977929080602,False,0.4863917207318281,0.5192775523206201
0.05,0.75,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.5964560357884524,0.5590412880398502,0.5120615286272903,False,0.5238064684804302,0.5590412880398502
0.05,0.8,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.6362197715076826,0.5988050237590804,0.5518252643465205,False,0.5612212162290324,0.5988050237590804
0.05,0.8500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.6759835072269128,0.6385687594783106,0.5915890000657507,False,0.5986359639776346,0.6385687594783106
0.05,0.9,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.7157472429461429,0.6783324951975407,0.6313527357849807,False,0.6360507117262367,0.6783324951975407
0.05,0.9500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.7555109786653731,0.7180962309167709,0.6711164715042109,False,0.6734654594748389,0.7180962309167709
0.05,1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.03741474774860216,0.7952747143846032,0.757859966636001,0.710880207223441,False,0.710880207223441,0.757859966636001
0.1,0,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0,-0.07482949549720433,-0.1218092549097643,True,-0.07482949549720433,-0.07482949549720433
0.1,0.05,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.03976373571923016,-0.03506575977797417,-0.0820455191905341,True,-0.03741474774860216,-0.03506575977797417
0.1,0.1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.07952747143846033,0.004697975941255997,-0.04228178347130394,False,0,0.004697975941255997
0.1,0.15,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.1192912071576905,0.04446171166048617,-0.002518047752073774,False,0.03741474774860217,0.04446171166048617
0.1,0.2,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.1590549428769207,0.08422544737971632,0.03724568796715638,False,0.07482949549720433,0.08422544737971632
0.1,0.25,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.1988186785961508,0.1239891830989465,0.07700942368638652,False,0.1122442432458065,0.1239891830989465
0.1,0.3,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.238582414315381,0.1637529188181767,0.1167731594056167,False,0.1496589909944087,0.1637529188181767
0.1,0.35,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.2783461500346112,0.2035166545374068,0.1565368951248469,False,0.1870737387430108,0.2035166545374068
0.1,0.4,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.3181098857538413,0.243280390256637,0.196300630844077,False,0.224488486491613,0.243280390256637
0.1,0.45,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.3578736214730714,0.2830441259758671,0.2360643665633072,False,0.2619032342402151,0.2830441259758671
0.1,0.5,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.3976373571923016,0.3228078616950972,0.2758281022825373,False,0.2993179819888173,0.3228078616950972
0.1,0.55,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.4374010929115318,0.3625715974143274,0.3155918380017675,False,0.3367327297374195,0.3625715974143274
0.1,0.6000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.477164828630762,0.4023353331335576,0.3553555737209977,False,0.3741474774860217,0.4023353331335576
0.1,0.65,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.5169285643499921,0.4420990688527878,0.3951193094402279,False,0.4115622252346238,0.4420990688527878
0.1,0.7000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.5566923000692223,0.481862804572018,0.4348830451594581,False,0.448976972983226,0.481862804572018
0.1,0.75,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.5964560357884524,0.5216265402912481,0.4746467808786882,False,0.4863917207318281,0.5216265402912481
0.1,0.8,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.6362197715076826,0.5613902760104783,0.5144105165979184,False,0.5238064684804303,0.5613902760104783
0.1,0.8500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.6759835072269128,0.6011540117297085,0.5541742523171486,False,0.5612212162290325,0.6011540117297085
0.1,0.9,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.7157472429461429,0.6409177474489386,0.5939379880363787,False,0.5986359639776346,0.6409177474489386
0.1,0.9500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.7555109786653731,0.6806814831681688,0.6337017237556088,False,0.6360507117262368,0.6806814831681688
0.1,1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.07482949549720433,0.7952747143846032,0.7204452188873989,0.6734654594748389,False,0.6734654594748389,0.7204452188873989
0.15,0,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0,-0.1122442432458065,-0.1592240026583664,True,-0.1122442432458065,-0.1122442432458065
0.15,0.05,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.03976373571923016,-0.07248050752657634,-0.1194602669391363,True,-0.07482949549720434,-0.07248050752657634
0.15,0.1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.07952747143846033,-0.03271677180734618,-0.07969653121990612,True,-0.03741474774860217,-0.03271677180734618
0.15,0.15,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.1192912071576905,0.007046963911883988,-0.03993279550067595,False,0,0.007046963911883988
0.15,0.2,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.1590549428769207,0.04681069963111414,-0.0001690597814457961,False,0.03741474774860215,0.04681069963111414
0.15,0.25,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.1988186785961508,0.08657443535034429,0.03959467593778435,False,0.0748294954972043,0.08657443535034429
0.15,0.3,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.238582414315381,0.1263381710695745,0.07935841165701454,False,0.1122442432458065,0.1263381710695745
0.15,0.35,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.2783461500346112,0.1661019067888047,0.1191221473762447,False,0.1496589909944087,0.1661019067888047
0.15,0.4,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.3181098857538413,0.2058656425080348,0.1588858830954749,False,0.1870737387430108,0.2058656425080348
0.15,0.45,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.3578736214730714,0.2456293782272649,0.198649618814705,False,0.224488486491613,0.2456293782272649
0.15,0.5,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.3976373571923016,0.2853931139464951,0.2384133545339351,False,0.2619032342402151,0.2853931139464951
0.15,0.55,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.4374010929115318,0.3251568496657253,0.2781770902531653,False,0.2993179819888173,0.3251568496657253
0.15,0.6000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.477164828630762,0.3649205853849555,0.3179408259723955,False,0.3367327297374195,0.3649205853849555
0.15,0.65,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.5169285643499921,0.4046843211041856,0.3577045616916257,False,0.3741474774860216,0.4046843211041856
0.15,0.7000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.5566923000692223,0.4444480568234158,0.3974682974108559,False,0.4115622252346238,0.4444480568234158
0.15,0.75,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.5964560357884524,0.4842117925426459,0.437232033130086,False,0.4489769729832259,0.4842117925426459
0.15,0.8,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.6362197715076826,0.5239755282618761,0.4769957688493162,False,0.4863917207318281,0.5239755282618761
0.15,0.8500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.6759835072269128,0.5637392639811063,0.5167595045685464,False,0.5238064684804303,0.5637392639811063
0.15,0.9,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.7157472429461429,0.6035029997003364,0.5565232402877764,False,0.5612212162290324,0.6035029997003364
0.15,0.9500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.7555109786653731,0.6432667354195666,0.5962869760070066,False,0.5986359639776346,0.6432667354195666
0.15,1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1122442432458065,0.7952747143846032,0.6830304711387967,0.6360507117262367,False,0.6360507117262367,0.6830304711387967
0.2,0,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0,-0.1496589909944087,-0.1966387504069686,True,-0.1496589909944087,-0.1496589909944087
0.2,0.05,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.03976373571923016,-0.1098952552751785,-0.1568750146877384,True,-0.1122442432458065,-0.1098952552751785
0.2,0.1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.07952747143846033,-0.07013151955594833,-0.1171112789685083,True,-0.07482949549720433,-0.07013151955594833
0.2,0.15,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.1192912071576905,-0.03036778383671816,-0.0773475432492781,True,-0.03741474774860215,-0.03036778383671816
0.2,0.2,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.1590549428769207,0.009395951882511994,-0.03758380753004795,False,0,0.009395951882511994
0.2,0.25,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.1988186785961508,0.04915968760174214,0.002179928189182195,False,0.03741474774860215,0.04915968760174214
0.2,0.3,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.238582414315381,0.08892342332097233,0.04194366390841239,False,0.07482949549720434,0.08892342332097233
0.2,0.35,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.2783461500346112,0.1286871590402025,0.08170739962764256,False,0.1122442432458065,0.1286871590402025
0.2,0.4,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.3181098857538413,0.1684508947594326,0.1214711353468727,False,0.1496589909944087,0.1684508947594326
0.2,0.45,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.3578736214730714,0.2082146304786628,0.1612348710661028,False,0.1870737387430108,0.2082146304786628
0.2,0.5,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.3976373571923016,0.2479783661978929,0.200998606785333,False,0.224488486491613,0.2479783661978929
0.2,0.55,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.4374010929115318,0.2877421019171231,0.2407623425045632,False,0.2619032342402152,0.2877421019171231
0.2,0.6000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.477164828630762,0.3275058376363533,0.2805260782237934,False,0.2993179819888174,0.3275058376363533
0.2,0.65,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.5169285643499921,0.3672695733555835,0.3202898139430235,False,0.3367327297374195,0.3672695733555835
0.2,0.7000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.5566923000692223,0.4070333090748137,0.3600535496622537,False,0.3741474774860216,0.4070333090748137
0.2,0.75,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.5964560357884524,0.4467970447940438,0.3998172853814838,False,0.4115622252346238,0.4467970447940438
0.2,0.8,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.6362197715076826,0.4865607805132739,0.439581021100714,False,0.448976972983226,0.4865607805132739
0.2,0.8500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.6759835072269128,0.5263245162325041,0.4793447568199442,False,0.4863917207318282,0.5263245162325041
0.2,0.9,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.7157472429461429,0.5660882519517343,0.5191084925391743,False,0.5238064684804302,0.5660882519517343
0.2,0.9500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.7555109786653731,0.6058519876709645,0.5588722282584045,False,0.5612212162290324,0.6058519876709645
0.2,1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1496589909944087,0.7952747143846032,0.6456157233901945,0.5986359639776345,False,0.5986359639776346,0.6456157233901945
0.25,0,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0,-0.1870737387430108,-0.2340534981555707,True,-0.1870737387430108,-0.1870737387430108
0.25,0.05,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.03976373571923016,-0.1473100030237806,-0.1942897624363406,True,-0.1496589909944087,-0.1473100030237806
0.25,0.1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.07952747143846033,-0.1075462673045505,-0.1545260267171104,True,-0.1122442432458065,-0.1075462673045505
0.25,0.15,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.1192912071576905,-0.06778253158532031,-0.1147622909978803,True,-0.0748294954972043,-0.06778253158532031
0.25,0.2,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.1590549428769207,-0.02801879586609016,-0.0749985552786501,True,-0.03741474774860215,-0.02801879586609016
0.25,0.25,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.1988186785961508,0.01174493985313999,-0.03523481955941996,False,0,0.01174493985313999
0.25,0.3,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.238582414315381,0.05150867557237018,0.004528916159810242,False,0.03741474774860219,0.05150867557237018
0.25,0.35,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.2783461500346112,0.09127241129160035,0.04429265187904041,False,0.07482949549720434,0.09127241129160035
0.25,0.4,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.3181098857538413,0.1310361470108305,0.08405638759827055,False,0.1122442432458065,0.1310361470108305
0.25,0.45,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.3578736214730714,0.1707998827300606,0.1238201233175007,False,0.1496589909944087,0.1707998827300606
0.25,0.5,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.3976373571923016,0.2105636184492908,0.1635838590367308,False,0.1870737387430108,0.2105636184492908
0.25,0.55,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.4374010929115318,0.250327354168521,0.203347594755961,False,0.224488486491613,0.250327354168521
0.25,0.6000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.477164828630762,0.2900910898877512,0.2431113304751912,False,0.2619032342402152,0.2900910898877512
0.25,0.65,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.5169285643499921,0.3298548256069813,0.2828750661944214,False,0.2993179819888173,0.3298548256069813
0.25,0.7000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.5566923000692223,0.3696185613262115,0.3226388019136516,False,0.3367327297374195,0.3696185613262115
0.25,0.75,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.5964560357884524,0.4093822970454416,0.3624025376328817,False,0.3741474774860216,0.4093822970454416
0.25,0.8,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.6362197715076826,0.4491460327646718,0.4021662733521119,False,0.4115622252346238,0.4491460327646718
0.25,0.8500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.6759835072269128,0.488909768483902,0.4419300090713421,False,0.448976972983226,0.488909768483902
0.25,0.9,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.7157472429461429,0.5286735042031321,0.4816937447905721,False,0.4863917207318281,0.5286735042031321
0.25,0.9500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.7555109786653731,0.5684372399223623,0.5214574805098023,False,0.5238064684804303,0.5684372399223623
0.25,1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.1870737387430108,0.7952747143846032,0.6082009756415924,0.5612212162290324,False,0.5612212162290324,0.6082009756415924
0.3,0,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0,-0.224488486491613,-0.271468245904173,True,-0.224488486491613,-0.224488486491613
0.3,0.05,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.03976373571923016,-0.1847247507723828,-0.2317045101849428,True,-0.1870737387430108,-0.1847247507723828
0.3,0.1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.07952747143846033,-0.1449610150531527,-0.1919407744657126,True,-0.1496589909944087,-0.1449610150531527
0.3,0.15,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.1192912071576905,-0.1051972793339225,-0.1521770387464825,True,-0.1122442432458065,-0.1051972793339225
0.3,0.2,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.1590549428769207,-0.06543354361469236,-0.1124133030272523,True,-0.07482949549720434,-0.06543354361469236
0.3,0.25,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.1988186785961508,-0.02566980789546222,-0.07264956730802216,True,-0.03741474774860219,-0.02566980789546222
0.3,0.3,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.238582414315381,0.01409392782376798,-0.03288583158879196,False,0,0.01409392782376798
0.3,0.35,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.2783461500346112,0.05385766354299815,0.006877904130438206,False,0.03741474774860215,0.05385766354299815
0.3,0.4,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.3181098857538413,0.09362139926222829,0.04664163984966835,False,0.0748294954972043,0.09362139926222829
0.3,0.45,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.3578736214730714,0.1333851349814584,0.08640537556889849,False,0.1122442432458065,0.1333851349814584
0.3,0.5,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.3976373571923016,0.1731488707006886,0.1261691112881286,False,0.1496589909944086,0.1731488707006886
0.3,0.55,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.4374010929115318,0.2129126064199188,0.1659328470073588,False,0.1870737387430108,0.2129126064199188
0.3,0.6000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.477164828630762,0.252676342139149,0.205696582726589,False,0.224488486491613,0.252676342139149
0.3,0.65,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.5169285643499921,0.2924400778583791,0.2454603184458192,False,0.2619032342402151,0.2924400778583791
0.3,0.7000000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.5566923000692223,0.3322038135776093,0.2852240541650494,False,0.2993179819888173,0.3322038135776093
0.3,0.75,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.5964560357884524,0.3719675492968394,0.3249877898842795,False,0.3367327297374194,0.3719675492968394
0.3,0.8,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.6362197715076826,0.4117312850160696,0.3647515256035097,False,0.3741474774860216,0.4117312850160696
0.3,0.8500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.6759835072269128,0.4514950207352998,0.4045152613227398,False,0.4115622252346238,0.4514950207352998
0.3,0.9,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.7157472429461429,0.4912587564545299,0.4442789970419699,False,0.4489769729832259,0.4912587564545299
0.3,0.9500000000000001,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.7555109786653731,0.5310224921737601,0.4840427327612001,False,0.4863917207318281,0.5310224921737601
0.3,1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.224488486491613,0.7952747143846032,0.5707862278929902,0.5238064684804302,False,0.5238064684804302,0.5707862278929902
0.35,0,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.2619032342402152,0,-0.2619032342402152,-0.3088829936527751,True,-0.2619032342402152,-0.2619032342402152
0.35,0.05,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.2619032342402152,0.03976373571923016,-0.222139498520985,-0.269119257933545,True,-0.224488486491613,-0.222139498520985
0.35,0.1,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.2619032342402152,0.07952747143846033,-0.1823757628017548,-0.2293555222143148,True,-0.1870737387430108,-0.1823757628017548
0.35,0.15,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.2619032342402152,0.1192912071576905,-0.1426120270825247,-0.1895917864950846,True,-0.1496589909944087,-0.1426120270825247
