calls_per_instance_K,icc_rho,design_effect,naive_to_correct_se_ratio,nominal_alpha,normal_approx_actual_alpha_if_calls_treated_independent,alpha_inflation_ratio,omi_K6_scale_marker
6,0.8,5,0.4472135954999579,0.05,0.3807459526180152,7.614919052360305,True
6,0.8500000000000001,5.25,0.4364357804719848,0.05,0.3923305331867237,7.846610663734475,True
6,0.9,5.5,0.4264014327112208,0.05,0.4033058959368443,8.066117918736886,True
7,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
7,0.05,1.3,0.8770580193070292,0.05,0.0856139153002442,1.712278306004884,False
7,0.1,1.6,0.7905694150420948,0.05,0.1212645848057807,2.425291696115615,False
7,0.15,1.9,0.7254762501100116,0.05,0.1550532571780083,3.101065143560167,False
7,0.2,2.2,0.674199862463242,0.05,0.1863656761879051,3.727313523758102,False
7,0.25,2.5,0.6324555320336759,0.05,0.215127193628027,4.30254387256054,False
7,0.3,2.8,0.5976143046671968,0.05,0.2414773226538149,4.829546453076299,False
7,0.35,3.1,0.5679618342470648,0.05,0.2656291910977941,5.312583821955883,False
7,0.4,3.4,0.5423261445466404,0.05,0.2878093582999166,5.756187165998332,False
7,0.45,3.7,0.5198752449100363,0.05,0.3082330264468733,6.164660528937467,False
7,0.5,4,0.5,0.05,0.3270950118383713,6.541900236767426,False
7,0.55,4.300000000000001,0.482242822170412,0.05,0.3445676981730212,6.891353963460425,False
7,0.6000000000000001,4.600000000000001,0.4662524041201569,0.05,0.3608019700290117,7.216039400580234,False
7,0.65,4.9,0.4517539514526256,0.05,0.3759292852622831,7.518585705245662,False
7,0.7000000000000001,5.2,0.4385290096535146,0.05,0.3900640456481435,7.801280912962869,False
7,0.75,5.5,0.4264014327112208,0.05,0.4033058959368443,8.066117918736886,False
7,0.8,5.800000000000001,0.4152273992686998,0.05,0.4157418042295498,8.314836084590995,False
7,0.8500000000000001,6.100000000000001,0.404888165089458,0.05,0.4274478808607223,8.548957617214445,False
7,0.9,6.4,0.3952847075210474,0.05,0.4384909400284349,8.769818800568698,False
8,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
8,0.05,1.35,0.8606629658238704,0.05,0.09162860470108658,1.832572094021732,False
8,0.1,1.7,0.7669649888473704,0.05,0.1327814111979457,2.655628223958915,False
8,0.15,2.05,0.6984302957695782,0.05,0.1710312109631973,3.420624219263946,False
8,0.2,2.4,0.6454972243679028,0.05,0.2058172295080114,4.116344590160228,False
8,0.25,2.75,0.6030226891555273,0.05,0.2372444143799679,4.744888287599358,False
8,0.3,3.100000000000001,0.5679618342470647,0.05,0.2656291910977941,5.312583821955883,False
8,0.35,3.45,0.5383819020581655,0.05,0.2913297461361344,5.826594922722688,False
8,0.4,3.8,0.512989176042577,0.05,0.3146849021569804,6.293698043139608,False
8,0.45,4.15,0.490880693673816,0.05,0.3359951046849534,6.719902093699068,False
8,0.5,4.5,0.4714045207910317,0.05,0.3555196591274623,7.110393182549246,False
8,0.55,4.850000000000001,0.4540766091864998,0.05,0.3734798885020201,7.469597770040401,False
8,0.6000000000000001,5.200000000000001,0.4385290096535146,0.05,0.3900640456481435,7.801280912962869,False
8,0.65,5.55,0.4244763599780089,0.05,0.4054323346754538,8.108646693509076,False
8,0.7000000000000001,5.9,0.4116934847963091,0.05,0.4197214451252211,8.394428902504423,False
8,0.75,6.25,0.4,0.05,0.4330484370899619,8.660968741799238,False
8,0.8,6.600000000000001,0.3892494720807615,0.05,0.445513988964918,8.91027977929836,False
8,0.8500000000000001,6.950000000000001,0.3793216209054408,0.05,0.4572050810254882,9.144101620509764,False
8,0.9,7.3,0.3701166050988026,0.05,0.468197202381778,9.36394404763556,False
9,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
9,0.05,1.4,0.8451542547285166,0.05,0.09762625634874089,1.952525126974818,False
9,0.1,1.8,0.7453559924999299,0.05,0.1440509545252051,2.881019090504102,False
9,0.15,2.2,0.674199862463242,0.05,0.1863656761879051,3.727313523758102,False
9,0.2,2.6,0.6201736729460422,0.05,0.2241686966455303,4.483373932910606,False
9,0.25,3,0.5773502691896258,0.05,0.2578087456035754,5.156174912071507,False
9,0.3,3.4,0.5423261445466404,0.05,0.2878093582999166,5.756187165998332,False
9,0.35,3.8,0.512989176042577,0.05,0.3146849021569804,6.293698043139608,False
9,0.4,4.2,0.4879500364742665,0.05,0.3388881000813446,6.777762001626892,False
9,0.45,4.6,0.4662524041201569,0.05,0.3608019700290117,7.216039400580234,False
9,0.5,5,0.4472135954999579,0.05,0.3807459526180152,7.614919052360305,False
9,0.55,5.4,0.4303314829119352,0.05,0.3989855499291024,7.979710998582048,False
9,0.6000000000000001,5.800000000000001,0.4152273992686998,0.05,0.4157418042295498,8.314836084590995,False
9,0.65,6.2,0.4016096644512495,0.05,0.4311995108607409,8.623990217214818,False
9,0.7000000000000001,6.600000000000001,0.3892494720807615,0.05,0.445513988964918,8.91027977929836,False
9,0.75,7,0.3779644730092272,0.05,0.4588165460129665,9.17633092025933,False
9,0.8,7.4,0.3676073110469039,0.05,0.4712188518816995,9.42437703763399,False
9,0.8500000000000001,7.800000000000001,0.3580574370197164,0.05,0.4828164342253092,9.656328684506184,False
9,0.9,8.199999999999999,0.3492151478847891,0.05,0.4936914768490079,9.873829536980159,False
10,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
10,0.05,1.45,0.8304547985373997,0.05,0.103596664180841,2.07193328361682,False
10,0.1,1.9,0.7254762501100117,0.05,0.1550532571780083,3.101065143560167,False
10,0.15,2.35,0.6523280730534422,0.05,0.2010593934995093,4.021187869990186,False
10,0.2,2.8,0.5976143046671968,0.05,0.2414773226538149,4.829546453076299,False
10,0.25,3.25,0.5547001962252291,0.05,0.2769518668612743,5.539037337225485,False
10,0.3,3.7,0.5198752449100363,0.05,0.3082330264468733,6.164660528937467,False
10,0.35,4.15,0.490880693673816,0.05,0.3359951046849534,6.719902093699068,False
10,0.4,4.6,0.4662524041201569,0.05,0.3608019700290117,7.216039400580234,False
10,0.45,5.05,0.4449941594899848,0.05,0.3831141867693597,7.662283735387194,False
10,0.5,5.5,0.4264014327112208,0.05,0.4033058959368443,8.066117918736886,False
10,0.55,5.95,0.4099600308453939,0.05,0.4216816943699504,8.433633887399008,False
10,0.6000000000000001,6.4,0.3952847075210474,0.05,0.4384909400284349,8.769818800568698,False
10,0.65,6.850000000000001,0.382080359950435,0.05,0.4539391982698047,9.078783965396093,False
10,0.7000000000000001,7.300000000000001,0.3701166050988026,0.05,0.468197202381778,9.36394404763556,False
10,0.75,7.75,0.3592106040535498,0.05,0.48140782082651,9.628156416530199,False
10,0.8,8.199999999999999,0.3492151478847891,0.05,0.4936914768490079,9.873829536980159,False
10,0.8500000000000001,8.65,0.340010200459023,0.05,0.5051503812515579,10.10300762503116,False
10,0.9,9.1,0.3314967720658979,0.05,0.5158718576783756,10.31743715356751,False
11,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
11,0.05,1.5,0.8164965809277261,0.05,0.1095311828767882,2.190623657535764,False
11,0.1,2,0.7071067811865475,0.05,0.1657763874398479,3.315527748796958,False
11,0.15,2.5,0.6324555320336759,0.05,0.215127193628027,4.30254387256054,False
11,0.2,3,0.5773502691896258,0.05,0.2578087456035754,5.156174912071507,False
11,0.25,3.5,0.5345224838248488,0.05,0.2948023357434657,5.896046714869314,False
11,0.3,4,0.5,0.05,0.3270950118383713,6.541900236767426,False
11,0.35,4.5,0.4714045207910317,0.05,0.3555196591274623,7.110393182549246,False
11,0.4,5,0.4472135954999579,0.05,0.3807459526180152,7.614919052360305,False
11,0.45,5.5,0.4264014327112208,0.05,0.4033058959368443,8.066117918736886,False
11,0.5,6,0.4082482904638631,0.05,0.4236226476177167,8.472452952354335,False
11,0.55,6.5,0.3922322702763681,0.05,0.4420350004186762,8.840700008373522,False
11,0.6000000000000001,7.000000000000001,0.3779644730092272,0.05,0.4588165460129665,9.17633092025933,False
11,0.65,7.5,0.3651483716701107,0.05,0.4741902709678323,9.483805419356646,False
11,0.7000000000000001,8,0.3535533905932737,0.05,0.4883395930601317,9.766791861202634,False
11,0.75,8.5,0.3429971702850176,0.05,0.5014167202801771,10.02833440560354,False
11,0.8,9,0.3333333333333333,0.05,0.5135490193221279,10.27098038644256,False
11,0.8500000000000001,9.5,0.3244428422615251,0.05,0.5248439056086633,10.49687811217327,False
11,0.9,10,0.3162277660168379,0.05,0.5353926305884074,10.70785261176815,False
12,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
12,0.05,1.55,0.8032193289024989,0.05,0.1154225253776526,2.308450507553053,False
12,0.1,2.1,0.6900655593423541,0.05,0.1762143794068693,3.524287588137387,False
12,0.15,2.65,0.6142951168339511,0.05,0.2285911373004907,4.571822746009815,False
12,0.2,3.2,0.5590169943749475,0.05,0.2732306673433611,5.464613346867222,False
12,0.25,3.75,0.5163977794943222,0.05,0.3114802081274202,6.229604162548403,False
12,0.3,4.300000000000001,0.482242822170412,0.05,0.3445676981730212,6.891353963460425,False
12,0.35,4.850000000000001,0.4540766091864998,0.05,0.3734798885020201,7.469597770040401,False
12,0.4,5.4,0.4303314829119352,0.05,0.3989855499291024,7.979710998582048,False
12,0.45,5.95,0.4099600308453939,0.05,0.4216816943699504,8.433633887399008,False
12,0.5,6.5,0.3922322702763681,0.05,0.4420350004186762,8.840700008373522,False
12,0.55,7.050000000000001,0.3766217885773547,0.05,0.4604139651481869,9.208279302963737,False
12,0.6000000000000001,7.600000000000001,0.3627381250550058,0.05,0.4771128129819173,9.542256259638346,False
12,0.65,8.15,0.3502847220520294,0.05,0.4923690847387725,9.84738169477545,False
12,0.7000000000000001,8.700000000000001,0.3390317518104052,0.05,0.5063766022560456,10.12753204512091,False
12,0.75,9.25,0.3287979746107146,0.05,0.51929509516581,10.3859019033162,False
12,0.8,9.800000000000001,0.31943828249997,0.05,0.5312574188651908,10.62514837730382,False
12,0.8500000000000001,10.35,0.3108349360801046,0.05,0.5423750237987894,10.84750047597579,False
12,0.9,10.9,0.3028912664076913,0.05,0.5527421441352316,11.05484288270463,False
13,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
13,0.05,1.6,0.7905694150420948,0.05,0.1212645848057807,2.425291696115615,False
13,0.1,2.2,0.674199862463242,0.05,0.1863656761879051,3.727313523758102,False
13,0.15,2.8,0.5976143046671968,0.05,0.2414773226538149,4.829546453076299,False
13,0.2,3.4,0.5423261445466404,0.05,0.2878093582999166,5.756187165998332,False
13,0.25,4,0.5,0.05,0.3270950118383713,6.541900236767426,False
13,0.3,4.600000000000001,0.4662524041201569,0.05,0.3608019700290117,7.216039400580234,False
13,0.35,5.2,0.4385290096535146,0.05,0.3900640456481435,7.801280912962869,False
13,0.4,5.800000000000001,0.4152273992686998,0.05,0.4157418042295498,8.314836084590995,False
13,0.45,6.4,0.3952847075210474,0.05,0.4384909400284349,8.769818800568698,False
13,0.5,7,0.3779644730092272,0.05,0.4588165460129665,9.17633092025933,False
13,0.55,7.600000000000001,0.3627381250550058,0.05,0.4771128129819173,9.542256259638346,False
13,0.6000000000000001,8.200000000000001,0.3492151478847891,0.05,0.4936914768490079,9.873829536980159,False
13,0.65,8.800000000000001,0.337099931231621,0.05,0.508802206098526,10.17604412197052,False
13,0.7000000000000001,9.4,0.3261640365267211,0.05,0.5226473344905842,10.45294668981168,False
13,0.75,10,0.3162277660168379,0.05,0.5353926305884074,10.70785261176815,False
13,0.8,10.6,0.3071475584169756,0.05,0.5471752698066927,10.94350539613385,False
13,0.8500000000000001,11.2,0.2988071523335984,0.05,0.5581098107509705,11.16219621501941,False
13,0.9,11.8,0.291111254869791,0.05,0.5682927306962529,11.36585461392506,False
14,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
14,0.05,1.65,0.778498944161523,0.05,0.127052278413472,2.54104556826944,False
14,0.1,2.3,0.6593804733957871,0.05,0.1962319533610017,3.924639067220035,False
14,0.15,2.95,0.582222509739582,0.05,0.2538137953347799,5.076275906695598,False
14,0.2,3.6,0.5270462766947299,0.05,0.3016078179126334,6.032156358252667,False
14,0.25,4.25,0.4850712500726659,0.05,0.3417454066554189,6.834908133108377,False
14,0.3,4.9,0.4517539514526256,0.05,0.3759292852622831,7.518585705245662,False
14,0.35,5.550000000000001,0.4244763599780088,0.05,0.405432334675454,8.10864669350908,False
14,0.4,6.2,0.4016096644512495,0.05,0.4311995108607409,8.623990217214818,False
14,0.45,6.850000000000001,0.382080359950435,0.05,0.4539391982698047,9.078783965396093,False
14,0.5,7.5,0.3651483716701107,0.05,0.4741902709678323,9.483805419356646,False
14,0.55,8.15,0.3502847220520294,0.05,0.4923690847387725,9.84738169477545,False
14,0.6000000000000001,8.800000000000001,0.337099931231621,0.05,0.508802206098526,10.17604412197052,False
14,0.65,9.450000000000001,0.3253000243161777,0.05,0.5237493877727426,10.47498775545485,False
14,0.7000000000000001,10.1,0.3146583877637762,0.05,0.5374199086839355,10.74839817367871,False
14,0.75,10.75,0.3049971406652093,0.05,0.5499843665778128,10.99968733155626,False
14,0.8,11.4,0.2961744388795461,0.05,0.5615833159043626,11.23166631808725,False
14,0.8500000000000001,12.05,0.2880756009578387,0.05,0.5723336861581068,11.44667372316214,False
14,0.9,12.7,0.2806067666331569,0.05,0.5823336160123107,11.64667232024621,False
15,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
15,0.05,1.7,0.7669649888473704,0.05,0.1327814111979457,2.655628223958915,False
15,0.1,2.4,0.6454972243679028,0.05,0.2058172295080114,4.116344590160228,False
15,0.15,3.100000000000001,0.5679618342470647,0.05,0.2656291910977941,5.312583821955883,False
15,0.2,3.8,0.512989176042577,0.05,0.3146849021569804,6.293698043139608,False
15,0.25,4.5,0.4714045207910317,0.05,0.3555196591274623,7.110393182549246,False
15,0.3,5.200000000000001,0.4385290096535146,0.05,0.3900640456481435,7.801280912962869,False
15,0.35,5.9,0.4116934847963091,0.05,0.4197214451252211,8.394428902504423,False
15,0.4,6.600000000000001,0.3892494720807615,0.05,0.445513988964918,8.91027977929836,False
15,0.45,7.3,0.3701166050988026,0.05,0.468197202381778,9.36394404763556,False
15,0.5,8,0.3535533905932737,0.05,0.4883395930601317,9.766791861202634,False
15,0.55,8.700000000000001,0.3390317518104052,0.05,0.5063766022560456,10.12753204512091,False
15,0.6000000000000001,9.400000000000002,0.3261640365267211,0.05,0.5226473344905842,10.45294668981168,False
15,0.65,10.1,0.3146583877637763,0.05,0.5374199086839353,10.74839817367871,False
15,0.7000000000000001,10.8,0.3042903097250922,0.05,0.5509092508647373,11.01818501729475,False
15,0.75,11.5,0.2948839123097943,0.05,0.5632897987275185,11.26579597455037,False
15,0.8,12.2,0.2862991671569341,0.05,0.5747047254314339,11.49409450862868,False
15,0.8500000000000001,12.9,0.2784230231948522,0.05,0.5852727422160124,11.70545484432025,False
15,0.9,13.6,0.2711630722733202,0.05,0.5950931891846172,11.90186378369234,False
16,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
16,0.05,1.75,0.7559289460184544,0.05,0.1384485569317762,2.768971138635523,False
16,0.1,2.5,0.6324555320336759,0.05,0.215127193628027,4.30254387256054,False
16,0.15,3.25,0.554700196225229,0.05,0.2769518668612745,5.53903733722549,False
16,0.2,4,0.5,0.05,0.3270950118383713,6.541900236767426,False
16,0.25,4.75,0.4588314677411235,0.05,0.3684964751658852,7.369929503317705,False
16,0.3,5.500000000000001,0.4264014327112208,0.05,0.4033058959368443,8.066117918736886,False
16,0.35,6.250000000000001,0.4,0.05,0.4330484370899619,8.660968741799238,False
16,0.4,7,0.3779644730092272,0.05,0.4588165460129665,9.17633092025933,False
16,0.45,7.75,0.3592106040535498,0.05,0.48140782082651,9.628156416530199,False
16,0.5,8.5,0.3429971702850176,0.05,0.5014167202801771,10.02833440560354,False
16,0.55,9.25,0.3287979746107146,0.05,0.51929509516581,10.3859019033162,False
16,0.6000000000000001,10,0.3162277660168379,0.05,0.5353926305884074,10.70785261176815,False
16,0.65,10.75,0.3049971406652093,0.05,0.5499843665778128,10.99968733155626,False
16,0.7000000000000001,11.5,0.2948839123097942,0.05,0.5632897987275185,11.26579597455037,False
16,0.75,12.25,0.2857142857142857,0.05,0.5754863932216696,11.50972786443339,False
16,0.8,13,0.2773500981126146,0.05,0.5867193250833602,11.7343865016672,False
16,0.8500000000000001,13.75,0.2696799449852968,0.05,0.5971086142923872,11.94217228584774,False
16,0.9,14.5,0.2626128657194451,0.05,0.6067544367845259,12.13508873569052,False
17,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
17,0.05,1.8,0.7453559924999299,0.05,0.1440509545252051,2.881019090504102,False
17,0.1,2.6,0.6201736729460422,0.05,0.2241686966455303,4.483373932910606,False
17,0.15,3.4,0.5423261445466404,0.05,0.2878093582999166,5.756187165998332,False
17,0.2,4.2,0.4879500364742665,0.05,0.3388881000813446,6.777762001626892,False
17,0.25,5,0.4472135954999579,0.05,0.3807459526180152,7.614919052360305,False
17,0.3,5.800000000000001,0.4152273992686998,0.05,0.4157418042295498,8.314836084590995,False
17,0.35,6.600000000000001,0.3892494720807615,0.05,0.445513988964918,8.91027977929836,False
17,0.4,7.4,0.3676073110469039,0.05,0.4712188518816995,9.42437703763399,False
17,0.45,8.199999999999999,0.3492151478847891,0.05,0.4936914768490079,9.873829536980159,False
17,0.5,9,0.3333333333333333,0.05,0.5135490193221279,10.27098038644256,False
17,0.55,9.800000000000001,0.31943828249997,0.05,0.5312574188651908,10.62514837730382,False
17,0.6000000000000001,10.6,0.3071475584169756,0.05,0.5471752698066927,10.94350539613385,False
17,0.65,11.4,0.2961744388795461,0.05,0.5615833159043626,11.23166631808725,False
17,0.7000000000000001,12.2,0.2862991671569341,0.05,0.5747047254314339,11.49409450862868,False
17,0.75,13,0.2773500981126146,0.05,0.5867193250833602,11.7343865016672,False
17,0.8,13.8,0.2691909510290827,0.05,0.5977737892369805,11.95547578473961,False
17,0.8500000000000001,14.6,0.2617119612951068,0.05,0.6079890651272652,12.1597813025453,False
17,0.9,15.4,0.2548235957188127,0.05,0.6174658725514695,12.34931745102939,False
18,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
18,0.05,1.85,0.7352146220938078,0.05,0.1495864178283179,2.991728356566359,False
18,0.1,2.7,0.6085806194501845,0.05,0.2329493673186231,4.658987346372463,False
18,0.15,3.55,0.5307448924342753,0.05,0.2982280558432842,5.964561116865683,False
18,0.2,4.4,0.4767312946227961,0.05,0.3501098547926058,7.002197095852116,False
18,0.25,5.25,0.4364357804719848,0.05,0.3923305331867237,7.846610663734475,False
18,0.3,6.100000000000001,0.404888165089458,0.05,0.4274478808607223,8.548957617214445,False
18,0.35,6.95,0.3793216209054408,0.05,0.4572050810254882,9.144101620509764,False
