treatment_correct_extraction_retention,treatment_incorrect_extraction_retention,control_correct_extraction_retention,control_incorrect_extraction_retention,latent_accuracy_both_arms,complete_case_control_accuracy,complete_case_treatment_accuracy,complete_case_apparent_effect,boundary_margin_correct_minus_incorrect_retention,sign
0.1,0.45,1,1,0.7482949549720432,0.7482949549720432,0.3978244665448835,-0.3504704884271597,-0.35,negative
0.1,0.5,1,1,0.7482949549720432,0.7482949549720432,0.3728759369613004,-0.3754190180107428,-0.4,negative
0.1,0.55,1,1,0.7482949549720432,0.7482949549720432,0.3508719148750401,-0.3974230400970031,-0.4500000000000001,negative
0.1,0.6000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.3313201670907749,-0.4169747878812683,-0.5000000000000001,negative
0.1,0.65,1,1,0.7482949549720432,0.7482949549720432,0.3138323848678627,-0.4344625701041805,-0.55,negative
0.1,0.7000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.298098132217185,-0.4501968227548582,-0.6000000000000001,negative
0.1,0.75,1,1,0.7482949549720432,0.7482949549720432,0.2838662567994664,-0.4644286981725769,-0.65,negative
0.1,0.8,1,1,0.7482949549720432,0.7482949549720432,0.2709313830975881,-0.4773635718744551,-0.7000000000000001,negative
0.1,0.8500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.2591239374307778,-0.4891710175412654,-0.7500000000000001,negative
0.1,0.9,1,1,0.7482949549720432,0.7482949549720432,0.2483026723588575,-0.4999922826131857,-0.8,negative
0.1,0.9500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.2383489891270374,-0.5099459658450058,-0.8500000000000001,negative
0.1,1,1,1,0.7482949549720432,0.7482949549720432,0.2291625730523242,-0.5191323819197191,-0.9,negative
0.15,0.05,1,1,0.7482949549720432,0.7482949549720432,0.8991804605051881,0.1508855055331448,0.1,positive
0.15,0.1,1,1,0.7482949549720432,0.7482949549720432,0.8168282159288706,0.06853326095682732,0.05000000000000002,positive
0.15,0.15,1,1,0.7482949549720432,0.7482949549720432,0.7482949549720432,0,0,zero
0.15,0.2,1,1,0.7482949549720432,0.7482949549720432,0.6903716154540792,-0.05792333951796402,-0.04999999999999999,negative
0.15,0.25,1,1,0.7482949549720432,0.7482949549720432,0.6407713648162445,-0.1075235901557987,-0.09999999999999998,negative
0.15,0.3,1,1,0.7482949549720432,0.7482949549720432,0.5978205152599111,-0.1504744397121321,-0.15,negative
0.15,0.35,1,1,0.7482949549720432,0.7482949549720432,0.5602659375778318,-0.1880290173942114,-0.2,negative
0.15,0.4,1,1,0.7482949549720432,0.7482949549720432,0.5271507731511542,-0.221144181820889,-0.25,negative
0.15,0.45,1,1,0.7482949549720432,0.7482949549720432,0.4977317632238409,-0.2505631917482023,-0.3,negative
0.15,0.5,1,1,0.7482949549720432,0.7482949549720432,0.4714227968936352,-0.276872158078408,-0.35,negative
0.15,0.55,1,1,0.7482949549720432,0.7482949549720432,0.4477554638195045,-0.3005394911525387,-0.4,negative
0.15,0.6000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.4263509213805994,-0.3219440335914438,-0.4500000000000001,negative
0.15,0.65,1,1,0.7482949549720432,0.7482949549720432,0.4068994628828116,-0.3413954920892316,-0.5,negative
0.15,0.7000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.3891454347028896,-0.3591495202691536,-0.55,negative
0.15,0.75,1,1,0.7482949549720432,0.7482949549720432,0.3728759369613005,-0.3754190180107427,-0.6,negative
0.15,0.8,1,1,0.7482949549720432,0.7482949549720432,0.3579122448799398,-0.3903827100921034,-0.65,negative
0.15,0.8500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.3441032160353323,-0.4041917389367109,-0.7000000000000001,negative
0.15,0.9,1,1,0.7482949549720432,0.7482949549720432,0.331320167090775,-0.4169747878812682,-0.75,negative
0.15,0.9500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.319452851568058,-0.4288421034039852,-0.8,negative
0.15,1,1,1,0.7482949549720432,0.7482949549720432,0.3084062721435416,-0.4398886828285016,-0.85,negative
0.2,0.05,1,1,0.7482949549720432,0.7482949549720432,0.922430207694145,0.1741352527221017,0.15,positive
0.2,0.1,1,1,0.7482949549720432,0.7482949549720432,0.8560282723964151,0.1077333174243719,0.1,positive
0.2,0.15,1,1,0.7482949549720432,0.7482949549720432,0.7985443663972538,0.05024941142521056,0.04999999999999999,positive
0.2,0.2,1,1,0.7482949549720432,0.7482949549720432,0.7482949549720432,0,0,zero
0.2,0.25,1,1,0.7482949549720432,0.7482949549720432,0.7039951709228907,-0.04429978404915258,-0.04999999999999999,negative
0.2,0.3,1,1,0.7482949549720432,0.7482949549720432,0.6646474027531901,-0.08364755221885312,-0.1,negative
0.2,0.35,1,1,0.7482949549720432,0.7482949549720432,0.6294652673715712,-0.1188296876004721,-0.15,negative
0.2,0.4,1,1,0.7482949549720432,0.7482949549720432,0.5978205152599111,-0.1504744397121321,-0.2,negative
0.2,0.45,1,1,0.7482949549720432,0.7482949549720432,0.5692051842935882,-0.179089770678455,-0.25,negative
0.2,0.5,1,1,0.7482949549720432,0.7482949549720432,0.5432041263489803,-0.2050908286230629,-0.3,negative
0.2,0.55,1,1,0.7482949549720432,0.7482949549720432,0.51947473481599,-0.2288202201560532,-0.35,negative
0.2,0.6000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.4977317632238408,-0.2505631917482025,-0.4000000000000001,negative
0.2,0.65,1,1,0.7482949549720432,0.7482949549720432,0.4777358032614276,-0.2705591517106156,-0.45,negative
0.2,0.7000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.4592844328464223,-0.2890105221256209,-0.5,negative
0.2,0.75,1,1,0.7482949549720432,0.7482949549720432,0.4422053392182966,-0.3060896157537467,-0.55,negative
0.2,0.8,1,1,0.7482949549720432,0.7482949549720432,0.4263509213805994,-0.3219440335914439,-0.6000000000000001,negative
0.2,0.8500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.4115940134686281,-0.3367009415034151,-0.6500000000000001,negative
0.2,0.9,1,1,0.7482949549720432,0.7482949549720432,0.3978244665448835,-0.3504704884271597,-0.7,negative
0.2,0.9500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.3849463943036918,-0.3633485606683514,-0.75,negative
0.2,1,1,1,0.7482949549720432,0.7482949549720432,0.3728759369613004,-0.3754190180107428,-0.8,negative
0.25,0.05,1,1,0.7482949549720432,0.7482949549720432,0.9369662633837998,0.1886713084117566,0.2,positive
0.25,0.1,1,1,0.7482949549720432,0.7482949549720432,0.8814078341166363,0.133112879144593,0.15,positive
0.25,0.15,1,1,0.7482949549720432,0.7482949549720432,0.8320693791946752,0.08377442422263193,0.09999999999999998,positive
0.25,0.2,1,1,0.7482949549720432,0.7482949549720432,0.7879617442346197,0.0396667892625765,0.04999999999999999,positive
0.25,0.25,1,1,0.7482949549720432,0.7482949549720432,0.7482949549720432,0,0,zero
0.25,0.3,1,1,0.7482949549720432,0.7482949549720432,0.7124304854863186,-0.03586446948572464,-0.05000000000000004,negative
0.25,0.35,1,1,0.7482949549720432,0.7482949549720432,0.6798466248445977,-0.06844833012744556,-0.1,negative
0.25,0.4,1,1,0.7482949549720432,0.7482949549720432,0.6501129320683332,-0.09818202290371003,-0.15,negative
0.25,0.45,1,1,0.7482949549720432,0.7482949549720432,0.6228711136131534,-0.1254238413588898,-0.2,negative
0.25,0.5,1,1,0.7482949549720432,0.7482949549720432,0.597820515259911,-0.1504744397121323,-0.25,negative
0.25,0.55,1,1,0.7482949549720432,0.7482949549720432,0.5747069795679922,-0.173587975404051,-0.3,negative
0.25,0.6000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.5533141919373616,-0.1949807630346816,-0.3500000000000001,negative
0.25,0.65,1,1,0.7482949549720432,0.7482949549720432,0.5334568901022045,-0.2148380648698387,-0.4,negative
0.25,0.7000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.5149754851511623,-0.2333194698208809,-0.4500000000000001,negative
0.25,0.75,1,1,0.7482949549720432,0.7482949549720432,0.4977317632238409,-0.2505631917482024,-0.5,negative
0.25,0.8,1,1,0.7482949549720432,0.7482949549720432,0.4816054227887772,-0.2666895321832661,-0.55,negative
0.25,0.8500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.466491263942272,-0.2818036910297713,-0.6000000000000001,negative
0.25,0.9,1,1,0.7482949549720432,0.7482949549720432,0.4522968908504791,-0.2959980641215642,-0.65,negative
0.25,0.9500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.4389408212649535,-0.3093541337070897,-0.7000000000000001,negative
0.25,1,1,1,0.7482949549720432,0.7482949549720432,0.4263509213805994,-0.3219440335914439,-0.75,negative
0.3,0.05,1,1,0.7482949549720432,0.7482949549720432,0.9469141866234273,0.1986192316513841,0.2500000000000001,positive
0.3,0.1,1,1,0.7482949549720432,0.7482949549720432,0.8991804605051881,0.1508855055331448,0.2,positive
0.3,0.15,1,1,0.7482949549720432,0.7482949549720432,0.8560282723964151,0.1077333174243719,0.15,positive
0.3,0.2,1,1,0.7482949549720432,0.7482949549720432,0.8168282159288706,0.06853326095682732,0.1,positive
0.3,0.25,1,1,0.7482949549720432,0.7482949549720432,0.7810611259515815,0.03276617097953827,0.05000000000000004,positive
0.3,0.3,1,1,0.7482949549720432,0.7482949549720432,0.7482949549720432,0,0,zero
0.3,0.35,1,1,0.7482949549720432,0.7482949549720432,0.7181672355772796,-0.03012771939476366,-0.04999999999999999,negative
0.3,0.4,1,1,0.7482949549720432,0.7482949549720432,0.6903716154540792,-0.05792333951796402,-0.09999999999999998,negative
0.3,0.45,1,1,0.7482949549720432,0.7482949549720432,0.6646474027531901,-0.08364755221885312,-0.15,negative
0.3,0.5,1,1,0.7482949549720432,0.7482949549720432,0.6407713648162445,-0.1075235901557987,-0.2,negative
0.3,0.55,1,1,0.7482949549720432,0.7482949549720432,0.6185512332838654,-0.1297437216881778,-0.25,negative
0.3,0.6000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.5978205152599111,-0.1504744397121321,-0.3,negative
0.3,0.65,1,1,0.7482949549720432,0.7482949549720432,0.5784343140611526,-0.1698606409108906,-0.35,negative
0.3,0.7000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.5602659375778318,-0.1880290173942114,-0.4,negative
0.3,0.75,1,1,0.7482949549720432,0.7482949549720432,0.5432041263489803,-0.2050908286230629,-0.45,negative
0.3,0.8,1,1,0.7482949549720432,0.7482949549720432,0.5271507731511542,-0.221144181820889,-0.5,negative
0.3,0.8500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.5120190353391535,-0.2362759196328897,-0.55,negative
0.3,0.9,1,1,0.7482949549720432,0.7482949549720432,0.4977317632238409,-0.2505631917482023,-0.6,negative
0.3,0.9500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.484220184432381,-0.2640747705396622,-0.65,negative
0.3,1,1,1,0.7482949549720432,0.7482949549720432,0.4714227968936352,-0.276872158078408,-0.7,negative
0.35,0.05,1,1,0.7482949549720432,0.7482949549720432,0.9541501634102879,0.2058552084382447,0.3,positive
0.35,0.1,1,1,0.7482949549720432,0.7482949549720432,0.9123204211816519,0.1640254662096087,0.25,positive
0.35,0.15,1,1,0.7482949549720432,0.7482949549720432,0.8740042585443465,0.1257093035723033,0.2,positive
0.35,0.2,1,1,0.7482949549720432,0.7482949549720432,0.8387768226491796,0.0904818676771364,0.15,positive
0.35,0.25,1,1,0.7482949549720432,0.7482949549720432,0.8062791029470082,0.05798414797496498,0.1,positive
0.35,0.3,1,1,0.7482949549720432,0.7482949549720432,0.7762056519098909,0.02791069693784765,0.04999999999999999,positive
0.35,0.35,1,1,0.7482949549720432,0.7482949549720432,0.7482949549720432,0,0,zero
0.35,0.4,1,1,0.7482949549720432,0.7482949549720432,0.7223218060138448,-0.02597314895819847,-0.04999999999999999,negative
0.35,0.45,1,1,0.7482949549720432,0.7482949549720432,0.6980912174514068,-0.05020373752063645,-0.09999999999999998,negative
0.35,0.5,1,1,0.7482949549720432,0.7482949549720432,0.6754335162746303,-0.07286143869741291,-0.15,negative
0.35,0.55,1,1,0.7482949549720432,0.7482949549720432,0.6542003650606708,-0.09409458991137243,-0.2,negative
0.35,0.6000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.634261510621667,-0.1140334443503762,-0.2500000000000001,negative
0.35,0.65,1,1,0.7482949549720432,0.7482949549720432,0.6155021096392799,-0.1327928453327634,-0.3,negative
0.35,0.7000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.597820515259911,-0.1504744397121323,-0.35,negative
0.35,0.75,1,1,0.7482949549720432,0.7482949549720432,0.5811264345446252,-0.167168520427418,-0.4,negative
0.35,0.8,1,1,0.7482949549720432,0.7482949549720432,0.5653393862505504,-0.1829555687214929,-0.45,negative
0.35,0.8500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.5503874033420125,-0.1979075516300307,-0.5,negative
0.35,0.9,1,1,0.7482949549720432,0.7482949549720432,0.5362059360908804,-0.2120890188811628,-0.55,negative
0.35,0.9500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.5227369204957654,-0.2255580344762779,-0.6000000000000001,negative
0.35,1,1,1,0.7482949549720432,0.7482949549720432,0.5099279836637267,-0.2383669713083165,-0.6499999999999999,negative
0.4,0.05,1,1,0.7482949549720432,0.7482949549720432,0.959650138665426,0.2113551836933828,0.35,positive
0.4,0.1,1,1,0.7482949549720432,0.7482949549720432,0.922430207694145,0.1741352527221017,0.3,positive
0.4,0.15,1,1,0.7482949549720432,0.7482949549720432,0.8879896224043162,0.139694667432273,0.25,positive
0.4,0.2,1,1,0.7482949549720432,0.7482949549720432,0.8560282723964151,0.1077333174243719,0.2,positive
0.4,0.25,1,1,0.7482949549720432,0.7482949549720432,0.8262877535522639,0.07799279858022068,0.15,positive
0.4,0.3,1,1,0.7482949549720432,0.7482949549720432,0.7985443663972538,0.05024941142521056,0.09999999999999998,positive
0.4,0.35,1,1,0.7482949549720432,0.7482949549720432,0.7726034791609124,0.0243085241888692,0.04999999999999999,positive
0.4,0.4,1,1,0.7482949549720432,0.7482949549720432,0.7482949549720432,0,0,zero
0.4,0.45,1,1,0.7482949549720432,0.7482949549720432,0.7254694159703892,-0.02282553900165407,-0.04999999999999999,negative
0.4,0.5,1,1,0.7482949549720432,0.7482949549720432,0.7039951709228907,-0.04429978404915258,-0.09999999999999998,negative
0.4,0.55,1,1,0.7482949549720432,0.7482949549720432,0.6837556728166316,-0.0645392821554116,-0.15,negative
0.4,0.6000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.6646474027531901,-0.08364755221885312,-0.2000000000000001,negative
0.4,0.65,1,1,0.7482949549720432,0.7482949549720432,0.6465780990174885,-0.1017168559545547,-0.25,negative
0.4,0.7000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.6294652673715712,-0.1188296876004721,-0.3,negative
0.4,0.75,1,1,0.7482949549720432,0.7482949549720432,0.6132349218149207,-0.1350600331571226,-0.35,negative
0.4,0.8,1,1,0.7482949549720432,0.7482949549720432,0.5978205152599111,-0.1504744397121321,-0.4,negative
0.4,0.8500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.5831620275255235,-0.1651329274465198,-0.4500000000000001,negative
0.4,0.9,1,1,0.7482949549720432,0.7482949549720432,0.5692051842935882,-0.179089770678455,-0.5,negative
0.4,0.9500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.5559007856000535,-0.1923941693719897,-0.55,negative
0.4,1,1,1,0.7482949549720432,0.7482949549720432,0.5432041263489803,-0.2050908286230629,-0.6,negative
0.45,0.05,1,1,0.7482949549720432,0.7482949549720432,0.9639719313052693,0.215676976333226,0.4,positive
0.45,0.1,1,1,0.7482949549720432,0.7482949549720432,0.930449628184067,0.1821546732120237,0.35,positive
0.45,0.15,1,1,0.7482949549720432,0.7482949549720432,0.8991804605051881,0.1508855055331448,0.3,positive
0.45,0.2,1,1,0.7482949549720432,0.7482949549720432,0.8699446540365422,0.121649699064499,0.25,positive
0.45,0.25,1,1,0.7482949549720432,0.7482949549720432,0.8425501172876916,0.09425516231564834,0.2,positive
0.45,0.3,1,1,0.7482949549720432,0.7482949549720432,0.8168282159288706,0.06853326095682732,0.15,positive
0.45,0.35,1,1,0.7482949549720432,0.7482949549720432,0.7926302982878348,0.04433534331579159,0.09999999999999998,positive
0.45,0.4,1,1,0.7482949549720432,0.7482949549720432,0.7698248206549994,0.02152986568295612,0.04999999999999999,positive
0.45,0.45,1,1,0.7482949549720432,0.7482949549720432,0.7482949549720432,0,0,zero
0.45,0.5,1,1,0.7482949549720432,0.7482949549720432,0.7279365870367561,-0.02035836793528711,-0.04999999999999999,negative
0.45,0.55,1,1,0.7482949549720432,0.7482949549720432,0.708656632822289,-0.03963832214975427,-0.1,negative
0.45,0.6000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.6903716154540791,-0.05792333951796413,-0.1500000000000001,negative
0.45,0.65,1,1,0.7482949549720432,0.7482949549720432,0.6730064569495572,-0.07528849802248605,-0.2,negative
0.45,0.7000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.6564934478344202,-0.09180150713762303,-0.2500000000000001,negative
0.45,0.75,1,1,0.7482949549720432,0.7482949549720432,0.6407713648162445,-0.1075235901557987,-0.3,negative
0.45,0.8,1,1,0.7482949549720432,0.7482949549720432,0.625784712275603,-0.1225102426964403,-0.35,negative
0.45,0.8500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.6114830677666715,-0.1368118872053717,-0.4000000000000001,negative
0.45,0.9,1,1,0.7482949549720432,0.7482949549720432,0.5978205152599111,-0.1504744397121321,-0.45,negative
0.45,0.9500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.5847551527036082,-0.163539802268435,-0.5,negative
0.45,1,1,1,0.7482949549720432,0.7482949549720432,0.5722486627777807,-0.1760462921942625,-0.55,negative
0.5,0.05,1,1,0.7482949549720432,0.7482949549720432,0.9674574938098907,0.2191625388378474,0.45,positive
0.5,0.1,1,1,0.7482949549720432,0.7482949549720432,0.9369662633837998,0.1886713084117566,0.4,positive
0.5,0.15,1,1,0.7482949549720432,0.7482949549720432,0.9083382852678088,0.1600433302957656,0.35,positive
0.5,0.2,1,1,0.7482949549720432,0.7482949549720432,0.8814078341166363,0.133112879144593,0.3,positive
0.5,0.25,1,1,0.7482949549720432,0.7482949549720432,0.8560282723964151,0.1077333174243719,0.25,positive
0.5,0.3,1,1,0.7482949549720432,0.7482949549720432,0.8320693791946752,0.08377442422263193,0.2,positive
0.5,0.35,1,1,0.7482949549720432,0.7482949549720432,0.8094151153918474,0.06112016041980417,0.15,positive
0.5,0.4,1,1,0.7482949549720432,0.7482949549720432,0.7879617442346197,0.0396667892625765,0.09999999999999998,positive
0.5,0.45,1,1,0.7482949549720432,0.7482949549720432,0.7676162430747759,0.0193212881027327,0.04999999999999999,positive
0.5,0.5,1,1,0.7482949549720432,0.7482949549720432,0.7482949549720432,0,0,zero
0.5,0.55,1,1,0.7482949549720432,0.7482949549720432,0.7299224389361103,-0.01837251603593293,-0.05000000000000004,negative
0.5,0.6000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.7124304854863186,-0.03586446948572464,-0.1000000000000001,negative
0.5,0.65,1,1,0.7482949549720432,0.7482949549720432,0.6957572704461875,-0.05253768452585572,-0.15,negative
0.5,0.7000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.6798466248445977,-0.06844833012744556,-0.2000000000000001,negative
0.5,0.75,1,1,0.7482949549720432,0.7482949549720432,0.6646474027531901,-0.08364755221885312,-0.25,negative
0.5,0.8,1,1,0.7482949549720432,0.7482949549720432,0.6501129320683332,-0.09818202290371003,-0.3,negative
0.5,0.8500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.636200535812582,-0.1120944191594613,-0.3500000000000001,negative
0.5,0.9,1,1,0.7482949549720432,0.7482949549720432,0.6228711136131534,-0.1254238413588898,-0.4,negative
0.5,0.9500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.6100887747128984,-0.1382061802591449,-0.4500000000000001,negative
0.5,1,1,1,0.7482949549720432,0.7482949549720432,0.597820515259911,-0.1504744397121323,-0.5,negative
0.55,0.05,1,1,0.7482949549720432,0.7482949549720432,0.9703281218929032,0.2220331669208599,0.5,positive
0.55,0.1,1,1,0.7482949549720432,0.7482949549720432,0.9423663426418049,0.1940713876697616,0.4500000000000001,positive
0.55,0.15,1,1,0.7482949549720432,0.7482949549720432,0.9159709642888648,0.1676760093168216,0.4,positive
0.55,0.2,1,1,0.7482949549720432,0.7482949549720432,0.8910139499490682,0.142718994977025,0.35,positive
0.55,0.25,1,1,0.7482949549720432,0.7482949549720432,0.86738084685201,0.1190858918799668,0.3,positive
0.55,0.3,1,1,0.7482949549720432,0.7482949549720432,0.8449690313765237,0.09667407640448045,0.25,positive
0.55,0.35,1,1,0.7482949549720432,0.7482949549720432,0.8236862193063775,0.0753912643343343,0.2,positive
0.55,0.4,1,1,0.7482949549720432,0.7482949549720432,0.8034491956938026,0.05515424072175934,0.15,positive
0.55,0.45,1,1,0.7482949549720432,0.7482949549720432,0.784182727467946,0.0358877724959028,0.1,positive
0.55,0.5,1,1,0.7482949549720432,0.7482949549720432,0.7658186288314308,0.01752367385938758,0.05000000000000004,positive
0.55,0.55,1,1,0.7482949549720432,0.7482949549720432,0.7482949549720432,0,0,zero
0.55,0.6000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.7315553039963308,-0.01673965097571239,-0.05000000000000004,negative
0.55,0.65,1,1,0.7482949549720432,0.7482949549720432,0.7155482105091558,-0.03274674446288739,-0.09999999999999998,negative
0.55,0.7000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.7002266171026956,-0.04806833786934761,-0.15,negative
0.55,0.75,1,1,0.7482949549720432,0.7482949549720432,0.6855474123221035,-0.06274754264993976,-0.2,negative
0.55,0.8,1,1,0.7482949549720432,0.7482949549720432,0.6714710255530445,-0.07682392941899874,-0.25,negative
0.55,0.8500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.6579610708142553,-0.09033388415778798,-0.3,negative
0.55,0.9,1,1,0.7482949549720432,0.7482949549720432,0.6449840327032135,-0.1033109222688298,-0.35,negative
0.55,0.9500000000000001,1,1,0.7482949549720432,0.7482949549720432,0.6325089887877471,-0.1157859661842962,-0.4,negative
0.55,1,1,1,0.7482949549720432,0.7482949549720432,0.6205073636027459,-0.1277875913692973,-0.45,negative
0.6000000000000001,0.05,1,1,0.7482949549720432,0.7482949549720432,0.9727333573604287,0.2244384023883854,0.55,positive
0.6000000000000001,0.1,1,1,0.7482949549720432,0.7482949549720432,0.9469141866234273,0.1986192316513841,0.5000000000000001,positive
0.6000000000000001,0.15,1,1,0.7482949549720432,0.7482949549720432,0.922430207694145,0.1741352527221017,0.4500000000000001,positive
0.6000000000000001,0.2,1,1,0.7482949549720432,0.7482949549720432,0.8991804605051881,0.1508855055331448,0.4000000000000001,positive
0.6000000000000001,0.25,1,1,0.7482949549720432,0.7482949549720432,0.8770739134899459,0.1287789585179027,0.3500000000000001,positive
0.6000000000000001,0.3,1,1,0.7482949549720432,0.7482949549720432,0.8560282723964151,0.1077333174243719,0.3,positive
0.6000000000000001,0.35,1,1,0.7482949549720432,0.7482949549720432,0.8359689565794631,0.08767400160741989,0.2500000000000001,positive
0.6000000000000001,0.4,1,1,0.7482949549720432,0.7482949549720432,0.8168282159288706,0.06853326095682732,0.2000000000000001,positive
0.6000000000000001,0.45,1,1,0.7482949549720432,0.7482949549720432,0.7985443663972538,0.05024941142521056,0.1500000000000001,positive
0.6000000000000001,0.5,1,1,0.7482949549720432,0.7482949549720432,0.7810611259515815,0.03276617097953827,0.1000000000000001,positive
0.6000000000000001,0.55,1,1,0.7482949549720432,0.7482949549720432,0.7643270358873866,0.01603208091534336,0.05000000000000004,positive
0.6000000000000001,0.6000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.7482949549720432,0,0,zero
0.6000000000000001,0.65,1,1,0.7482949549720432,0.7482949549720432,0.7329216159434591,-0.01537333902858418,-0.04999999999999993,negative
0.6000000000000001,0.7000000000000001,1,1,0.7482949549720432,0.7482949549720432,0.7181672355772796,-0.03012771939476366,-0.09999999999999998,negative
0.6000000000000001,0.75,1,1,0.7482949549720432,0.7482949549720432,0.7039951709228907,-0.04429978404915258,-0.1499999999999999,negative
