treatment_correct_retention,treatment_incorrect_retention,delta_correct_retention_vs_control,delta_incorrect_retention_vs_control,latent_accuracy_both_arms,control_retained_accuracy,treatment_retained_accuracy,apparent_effect_treatment_minus_control,boundary_margin_a1b0_minus_a0b1,sign
0.1,1,-0.9,0.09999999999999998,0.7482949549720432,0.7676162430747759,0.2291625730523242,-0.5384536700224518,-0.91,negative
0.15,0.05,-0.85,-0.85,0.7482949549720432,0.7676162430747759,0.8991804605051881,0.1315642174304121,0.08500000000000003,positive
0.15,0.1,-0.85,-0.8,0.7482949549720432,0.7676162430747759,0.8168282159288706,0.04921197285409462,0.03500000000000003,positive
0.15,0.15,-0.85,-0.75,0.7482949549720432,0.7676162430747759,0.7482949549720432,-0.0193212881027327,-0.01499999999999999,negative
0.15,0.2,-0.85,-0.7,0.7482949549720432,0.7676162430747759,0.6903716154540792,-0.07724462762069673,-0.06499999999999997,negative
0.15,0.25,-0.85,-0.65,0.7482949549720432,0.7676162430747759,0.6407713648162445,-0.1268448782585314,-0.115,negative
0.15,0.3,-0.85,-0.6,0.7482949549720432,0.7676162430747759,0.5978205152599111,-0.1697957278148648,-0.165,negative
0.15,0.35,-0.85,-0.55,0.7482949549720432,0.7676162430747759,0.5602659375778318,-0.2073503054969441,-0.215,negative
0.15,0.4,-0.85,-0.5,0.7482949549720432,0.7676162430747759,0.5271507731511542,-0.2404654699236217,-0.265,negative
0.15,0.45,-0.85,-0.45,0.7482949549720432,0.7676162430747759,0.4977317632238409,-0.269884479850935,-0.3149999999999999,negative
0.15,0.5,-0.85,-0.4,0.7482949549720432,0.7676162430747759,0.4714227968936352,-0.2961934461811407,-0.365,negative
0.15,0.55,-0.85,-0.35,0.7482949549720432,0.7676162430747759,0.4477554638195045,-0.3198607792552714,-0.415,negative
0.15,0.6000000000000001,-0.85,-0.2999999999999999,0.7482949549720432,0.7676162430747759,0.4263509213805994,-0.3412653216941765,-0.4650000000000001,negative
0.15,0.65,-0.85,-0.25,0.7482949549720432,0.7676162430747759,0.4068994628828116,-0.3607167801919643,-0.515,negative
0.15,0.7000000000000001,-0.85,-0.2,0.7482949549720432,0.7676162430747759,0.3891454347028896,-0.3784708083718863,-0.5650000000000001,negative
0.15,0.75,-0.85,-0.15,0.7482949549720432,0.7676162430747759,0.3728759369613005,-0.3947403061134754,-0.615,negative
0.15,0.8,-0.85,-0.09999999999999998,0.7482949549720432,0.7676162430747759,0.3579122448799398,-0.4097039981948361,-0.665,negative
0.15,0.8500000000000001,-0.85,-0.04999999999999993,0.7482949549720432,0.7676162430747759,0.3441032160353323,-0.4235130270394436,-0.7150000000000001,negative
0.15,0.9,-0.85,0,0.7482949549720432,0.7676162430747759,0.331320167090775,-0.4362960759840009,-0.765,negative
0.15,0.9500000000000001,-0.85,0.05000000000000004,0.7482949549720432,0.7676162430747759,0.319452851568058,-0.4481633915067179,-0.8150000000000001,negative
0.15,1,-0.85,0.09999999999999998,0.7482949549720432,0.7676162430747759,0.3084062721435416,-0.4592099709312343,-0.865,negative
0.2,0.05,-0.8,-0.85,0.7482949549720432,0.7676162430747759,0.922430207694145,0.154813964619369,0.13,positive
0.2,0.1,-0.8,-0.8,0.7482949549720432,0.7676162430747759,0.8560282723964151,0.08841202932163916,0.08000000000000002,positive
0.2,0.15,-0.8,-0.75,0.7482949549720432,0.7676162430747759,0.7985443663972538,0.03092812332247785,0.03,positive
0.2,0.2,-0.8,-0.7,0.7482949549720432,0.7676162430747759,0.7482949549720432,-0.0193212881027327,-0.01999999999999999,negative
0.2,0.25,-0.8,-0.65,0.7482949549720432,0.7676162430747759,0.7039951709228907,-0.06362107215188528,-0.06999999999999998,negative
0.2,0.3,-0.8,-0.6,0.7482949549720432,0.7676162430747759,0.6646474027531901,-0.1029688403215858,-0.12,negative
0.2,0.35,-0.8,-0.55,0.7482949549720432,0.7676162430747759,0.6294652673715712,-0.1381509757032048,-0.17,negative
0.2,0.4,-0.8,-0.5,0.7482949549720432,0.7676162430747759,0.5978205152599111,-0.1697957278148648,-0.22,negative
0.2,0.45,-0.8,-0.45,0.7482949549720432,0.7676162430747759,0.5692051842935882,-0.1984110587811877,-0.27,negative
0.2,0.5,-0.8,-0.4,0.7482949549720432,0.7676162430747759,0.5432041263489803,-0.2244121167257956,-0.32,negative
0.2,0.55,-0.8,-0.35,0.7482949549720432,0.7676162430747759,0.51947473481599,-0.2481415082587859,-0.37,negative
0.2,0.6000000000000001,-0.8,-0.2999999999999999,0.7482949549720432,0.7676162430747759,0.4977317632238408,-0.2698844798509352,-0.42,negative
0.2,0.65,-0.8,-0.25,0.7482949549720432,0.7676162430747759,0.4777358032614276,-0.2898804398133483,-0.47,negative
0.2,0.7000000000000001,-0.8,-0.2,0.7482949549720432,0.7676162430747759,0.4592844328464223,-0.3083318102283536,-0.52,negative
0.2,0.75,-0.8,-0.15,0.7482949549720432,0.7676162430747759,0.4422053392182966,-0.3254109038564794,-0.57,negative
0.2,0.8,-0.8,-0.09999999999999998,0.7482949549720432,0.7676162430747759,0.4263509213805994,-0.3412653216941766,-0.62,negative
0.2,0.8500000000000001,-0.8,-0.04999999999999993,0.7482949549720432,0.7676162430747759,0.4115940134686281,-0.3560222296061478,-0.67,negative
0.2,0.9,-0.8,0,0.7482949549720432,0.7676162430747759,0.3978244665448835,-0.3697917765298924,-0.72,negative
0.2,0.9500000000000001,-0.8,0.05000000000000004,0.7482949549720432,0.7676162430747759,0.3849463943036918,-0.3826698487710841,-0.77,negative
0.2,1,-0.8,0.09999999999999998,0.7482949549720432,0.7676162430747759,0.3728759369613004,-0.3947403061134755,-0.82,negative
0.25,0.05,-0.75,-0.85,0.7482949549720432,0.7676162430747759,0.9369662633837998,0.1693500203090239,0.175,positive
0.25,0.1,-0.75,-0.8,0.7482949549720432,0.7676162430747759,0.8814078341166363,0.1137915910418603,0.125,positive
0.25,0.15,-0.75,-0.75,0.7482949549720432,0.7676162430747759,0.8320693791946752,0.06445313611989922,0.07499999999999998,positive
0.25,0.2,-0.75,-0.7,0.7482949549720432,0.7676162430747759,0.7879617442346197,0.02034550115984379,0.02499999999999999,positive
0.25,0.25,-0.75,-0.65,0.7482949549720432,0.7676162430747759,0.7482949549720432,-0.0193212881027327,-0.02499999999999999,negative
0.25,0.3,-0.75,-0.6,0.7482949549720432,0.7676162430747759,0.7124304854863186,-0.05518575758845734,-0.07500000000000004,negative
0.25,0.35,-0.75,-0.55,0.7482949549720432,0.7676162430747759,0.6798466248445977,-0.08776961823017826,-0.125,negative
0.25,0.4,-0.75,-0.5,0.7482949549720432,0.7676162430747759,0.6501129320683332,-0.1175033110064427,-0.175,negative
0.25,0.45,-0.75,-0.45,0.7482949549720432,0.7676162430747759,0.6228711136131534,-0.1447451294616225,-0.225,negative
0.25,0.5,-0.75,-0.4,0.7482949549720432,0.7676162430747759,0.597820515259911,-0.169795727814865,-0.275,negative
0.25,0.55,-0.75,-0.35,0.7482949549720432,0.7676162430747759,0.5747069795679922,-0.1929092635067837,-0.3250000000000001,negative
0.25,0.6000000000000001,-0.75,-0.2999999999999999,0.7482949549720432,0.7676162430747759,0.5533141919373616,-0.2143020511374143,-0.3750000000000001,negative
0.25,0.65,-0.75,-0.25,0.7482949549720432,0.7676162430747759,0.5334568901022045,-0.2341593529725714,-0.425,negative
0.25,0.7000000000000001,-0.75,-0.2,0.7482949549720432,0.7676162430747759,0.5149754851511623,-0.2526407579236136,-0.4750000000000001,negative
0.25,0.75,-0.75,-0.15,0.7482949549720432,0.7676162430747759,0.4977317632238409,-0.2698844798509351,-0.525,negative
0.25,0.8,-0.75,-0.09999999999999998,0.7482949549720432,0.7676162430747759,0.4816054227887772,-0.2860108202859988,-0.5750000000000001,negative
0.25,0.8500000000000001,-0.75,-0.04999999999999993,0.7482949549720432,0.7676162430747759,0.466491263942272,-0.301124979132504,-0.6250000000000001,negative
0.25,0.9,-0.75,0,0.7482949549720432,0.7676162430747759,0.4522968908504791,-0.3153193522242969,-0.675,negative
0.25,0.9500000000000001,-0.75,0.05000000000000004,0.7482949549720432,0.7676162430747759,0.4389408212649535,-0.3286754218098224,-0.7250000000000001,negative
0.25,1,-0.75,0.09999999999999998,0.7482949549720432,0.7676162430747759,0.4263509213805994,-0.3412653216941766,-0.775,negative
0.3,0.05,-0.7,-0.85,0.7482949549720432,0.7676162430747759,0.9469141866234273,0.1792979435486514,0.2200000000000001,positive
0.3,0.1,-0.7,-0.8,0.7482949549720432,0.7676162430747759,0.8991804605051881,0.1315642174304121,0.1700000000000001,positive
0.3,0.15,-0.7,-0.75,0.7482949549720432,0.7676162430747759,0.8560282723964151,0.08841202932163916,0.1200000000000001,positive
0.3,0.2,-0.7,-0.7,0.7482949549720432,0.7676162430747759,0.8168282159288706,0.04921197285409462,0.07000000000000006,positive
0.3,0.25,-0.7,-0.65,0.7482949549720432,0.7676162430747759,0.7810611259515815,0.01344488287680556,0.02000000000000007,positive
0.3,0.3,-0.7,-0.6,0.7482949549720432,0.7676162430747759,0.7482949549720432,-0.0193212881027327,-0.02999999999999997,negative
0.3,0.35,-0.7,-0.55,0.7482949549720432,0.7676162430747759,0.7181672355772796,-0.04944900749749637,-0.07999999999999996,negative
0.3,0.4,-0.7,-0.5,0.7482949549720432,0.7676162430747759,0.6903716154540792,-0.07724462762069673,-0.1299999999999999,negative
0.3,0.45,-0.7,-0.45,0.7482949549720432,0.7676162430747759,0.6646474027531901,-0.1029688403215858,-0.1799999999999999,negative
0.3,0.5,-0.7,-0.4,0.7482949549720432,0.7676162430747759,0.6407713648162445,-0.1268448782585314,-0.2299999999999999,negative
0.3,0.55,-0.7,-0.35,0.7482949549720432,0.7676162430747759,0.6185512332838654,-0.1490650097909105,-0.28,negative
0.3,0.6000000000000001,-0.7,-0.2999999999999999,0.7482949549720432,0.7676162430747759,0.5978205152599111,-0.1697957278148648,-0.33,negative
0.3,0.65,-0.7,-0.25,0.7482949549720432,0.7676162430747759,0.5784343140611526,-0.1891819290136233,-0.3799999999999999,negative
0.3,0.7000000000000001,-0.7,-0.2,0.7482949549720432,0.7676162430747759,0.5602659375778318,-0.2073503054969441,-0.43,negative
0.3,0.75,-0.7,-0.15,0.7482949549720432,0.7676162430747759,0.5432041263489803,-0.2244121167257956,-0.4799999999999999,negative
0.3,0.8,-0.7,-0.09999999999999998,0.7482949549720432,0.7676162430747759,0.5271507731511542,-0.2404654699236217,-0.53,negative
0.3,0.8500000000000001,-0.7,-0.04999999999999993,0.7482949549720432,0.7676162430747759,0.5120190353391535,-0.2555972077356224,-0.5800000000000001,negative
0.3,0.9,-0.7,0,0.7482949549720432,0.7676162430747759,0.4977317632238409,-0.269884479850935,-0.6299999999999999,negative
0.3,0.9500000000000001,-0.7,0.05000000000000004,0.7482949549720432,0.7676162430747759,0.484220184432381,-0.2833960586423949,-0.6799999999999999,negative
0.3,1,-0.7,0.09999999999999998,0.7482949549720432,0.7676162430747759,0.4714227968936352,-0.2961934461811407,-0.73,negative
0.35,0.05,-0.6499999999999999,-0.85,0.7482949549720432,0.7676162430747759,0.9541501634102879,0.186533920335512,0.2650000000000001,positive
0.35,0.1,-0.6499999999999999,-0.8,0.7482949549720432,0.7676162430747759,0.9123204211816519,0.144704178106876,0.2150000000000001,positive
0.35,0.15,-0.6499999999999999,-0.75,0.7482949549720432,0.7676162430747759,0.8740042585443465,0.1063880154695706,0.165,positive
0.35,0.2,-0.6499999999999999,-0.7,0.7482949549720432,0.7676162430747759,0.8387768226491796,0.07116057957440369,0.115,positive
0.35,0.25,-0.6499999999999999,-0.65,0.7482949549720432,0.7676162430747759,0.8062791029470082,0.03866285987223228,0.06500000000000006,positive
0.35,0.3,-0.6499999999999999,-0.6,0.7482949549720432,0.7676162430747759,0.7762056519098909,0.008589408835114942,0.01500000000000001,positive
0.35,0.35,-0.6499999999999999,-0.55,0.7482949549720432,0.7676162430747759,0.7482949549720432,-0.0193212881027327,-0.03499999999999998,negative
0.35,0.4,-0.6499999999999999,-0.5,0.7482949549720432,0.7676162430747759,0.7223218060138448,-0.04529443706093117,-0.08499999999999996,negative
0.35,0.45,-0.6499999999999999,-0.45,0.7482949549720432,0.7676162430747759,0.6980912174514068,-0.06952502562336915,-0.135,negative
0.35,0.5,-0.6499999999999999,-0.4,0.7482949549720432,0.7676162430747759,0.6754335162746303,-0.09218272680014561,-0.1849999999999999,negative
0.35,0.55,-0.6499999999999999,-0.35,0.7482949549720432,0.7676162430747759,0.6542003650606708,-0.1134158780141051,-0.235,negative
0.35,0.6000000000000001,-0.6499999999999999,-0.2999999999999999,0.7482949549720432,0.7676162430747759,0.634261510621667,-0.1333547324531089,-0.285,negative
0.35,0.65,-0.6499999999999999,-0.25,0.7482949549720432,0.7676162430747759,0.6155021096392799,-0.1521141334354961,-0.335,negative
0.35,0.7000000000000001,-0.6499999999999999,-0.2,0.7482949549720432,0.7676162430747759,0.597820515259911,-0.169795727814865,-0.385,negative
0.35,0.75,-0.6499999999999999,-0.15,0.7482949549720432,0.7676162430747759,0.5811264345446252,-0.1864898085301507,-0.4349999999999999,negative
0.35,0.8,-0.6499999999999999,-0.09999999999999998,0.7482949549720432,0.7676162430747759,0.5653393862505504,-0.2022768568242256,-0.485,negative
0.35,0.8500000000000001,-0.6499999999999999,-0.04999999999999993,0.7482949549720432,0.7676162430747759,0.5503874033420125,-0.2172288397327634,-0.535,negative
0.35,0.9,-0.6499999999999999,0,0.7482949549720432,0.7676162430747759,0.5362059360908804,-0.2314103069838955,-0.585,negative
0.35,0.9500000000000001,-0.6499999999999999,0.05000000000000004,0.7482949549720432,0.7676162430747759,0.5227369204957654,-0.2448793225790106,-0.635,negative
0.35,1,-0.6499999999999999,0.09999999999999998,0.7482949549720432,0.7676162430747759,0.5099279836637267,-0.2576882594110492,-0.6849999999999999,negative
0.4,0.05,-0.6,-0.85,0.7482949549720432,0.7676162430747759,0.959650138665426,0.1920338955906501,0.3100000000000001,positive
0.4,0.1,-0.6,-0.8,0.7482949549720432,0.7676162430747759,0.922430207694145,0.154813964619369,0.26,positive
0.4,0.15,-0.6,-0.75,0.7482949549720432,0.7676162430747759,0.8879896224043162,0.1203733793295403,0.21,positive
0.4,0.2,-0.6,-0.7,0.7482949549720432,0.7676162430747759,0.8560282723964151,0.08841202932163916,0.16,positive
0.4,0.25,-0.6,-0.65,0.7482949549720432,0.7676162430747759,0.8262877535522639,0.05867151047748798,0.11,positive
0.4,0.3,-0.6,-0.6,0.7482949549720432,0.7676162430747759,0.7985443663972538,0.03092812332247785,0.06,positive
0.4,0.35,-0.6,-0.55,0.7482949549720432,0.7676162430747759,0.7726034791609124,0.004987236086136493,0.01000000000000001,positive
0.4,0.4,-0.6,-0.5,0.7482949549720432,0.7676162430747759,0.7482949549720432,-0.0193212881027327,-0.03999999999999998,negative
0.4,0.45,-0.6,-0.45,0.7482949549720432,0.7676162430747759,0.7254694159703892,-0.04214682710438677,-0.08999999999999997,negative
0.4,0.5,-0.6,-0.4,0.7482949549720432,0.7676162430747759,0.7039951709228907,-0.06362107215188528,-0.14,negative
0.4,0.55,-0.6,-0.35,0.7482949549720432,0.7676162430747759,0.6837556728166316,-0.08386057025814431,-0.19,negative
0.4,0.6000000000000001,-0.6,-0.2999999999999999,0.7482949549720432,0.7676162430747759,0.6646474027531901,-0.1029688403215858,-0.24,negative
0.4,0.65,-0.6,-0.25,0.7482949549720432,0.7676162430747759,0.6465780990174885,-0.1210381440572874,-0.29,negative
0.4,0.7000000000000001,-0.6,-0.2,0.7482949549720432,0.7676162430747759,0.6294652673715712,-0.1381509757032048,-0.34,negative
0.4,0.75,-0.6,-0.15,0.7482949549720432,0.7676162430747759,0.6132349218149207,-0.1543813212598553,-0.39,negative
0.4,0.8,-0.6,-0.09999999999999998,0.7482949549720432,0.7676162430747759,0.5978205152599111,-0.1697957278148648,-0.44,negative
0.4,0.8500000000000001,-0.6,-0.04999999999999993,0.7482949549720432,0.7676162430747759,0.5831620275255235,-0.1844542155492525,-0.49,negative
0.4,0.9,-0.6,0,0.7482949549720432,0.7676162430747759,0.5692051842935882,-0.1984110587811877,-0.54,negative
0.4,0.9500000000000001,-0.6,0.05000000000000004,0.7482949549720432,0.7676162430747759,0.5559007856000535,-0.2117154574747224,-0.5900000000000001,negative
0.4,1,-0.6,0.09999999999999998,0.7482949549720432,0.7676162430747759,0.5432041263489803,-0.2244121167257956,-0.6399999999999999,negative
0.45,0.05,-0.55,-0.85,0.7482949549720432,0.7676162430747759,0.9639719313052693,0.1963556882304933,0.355,positive
0.45,0.1,-0.55,-0.8,0.7482949549720432,0.7676162430747759,0.930449628184067,0.162833385109291,0.305,positive
0.45,0.15,-0.55,-0.75,0.7482949549720432,0.7676162430747759,0.8991804605051881,0.1315642174304121,0.255,positive
0.45,0.2,-0.55,-0.7,0.7482949549720432,0.7676162430747759,0.8699446540365422,0.1023284109617663,0.205,positive
0.45,0.25,-0.55,-0.65,0.7482949549720432,0.7676162430747759,0.8425501172876916,0.07493387421291564,0.155,positive
0.45,0.3,-0.55,-0.6,0.7482949549720432,0.7676162430747759,0.8168282159288706,0.04921197285409462,0.105,positive
0.45,0.35,-0.55,-0.55,0.7482949549720432,0.7676162430747759,0.7926302982878348,0.02501405521305888,0.05499999999999999,positive
0.45,0.4,-0.55,-0.5,0.7482949549720432,0.7676162430747759,0.7698248206549994,0.002208577580223414,0.005000000000000004,positive
0.45,0.45,-0.55,-0.45,0.7482949549720432,0.7676162430747759,0.7482949549720432,-0.0193212881027327,-0.04499999999999998,negative
0.45,0.5,-0.55,-0.4,0.7482949549720432,0.7676162430747759,0.7279365870367561,-0.03967965603801982,-0.09499999999999997,negative
0.45,0.55,-0.55,-0.35,0.7482949549720432,0.7676162430747759,0.708656632822289,-0.05895961025248697,-0.145,negative
0.45,0.6000000000000001,-0.55,-0.2999999999999999,0.7482949549720432,0.7676162430747759,0.6903716154540791,-0.07724462762069684,-0.1950000000000001,negative
0.45,0.65,-0.55,-0.25,0.7482949549720432,0.7676162430747759,0.6730064569495572,-0.09460978612521875,-0.245,negative
0.45,0.7000000000000001,-0.55,-0.2,0.7482949549720432,0.7676162430747759,0.6564934478344202,-0.1111227952403557,-0.295,negative
0.45,0.75,-0.55,-0.15,0.7482949549720432,0.7676162430747759,0.6407713648162445,-0.1268448782585314,-0.345,negative
0.45,0.8,-0.55,-0.09999999999999998,0.7482949549720432,0.7676162430747759,0.625784712275603,-0.141831530799173,-0.395,negative
0.45,0.8500000000000001,-0.55,-0.04999999999999993,0.7482949549720432,0.7676162430747759,0.6114830677666715,-0.1561331753081044,-0.4450000000000001,negative
0.45,0.9,-0.55,0,0.7482949549720432,0.7676162430747759,0.5978205152599111,-0.1697957278148648,-0.495,negative
0.45,0.9500000000000001,-0.55,0.05000000000000004,0.7482949549720432,0.7676162430747759,0.5847551527036082,-0.1828610903711677,-0.545,negative
0.45,1,-0.55,0.09999999999999998,0.7482949549720432,0.7676162430747759,0.5722486627777807,-0.1953675802969952,-0.595,negative
0.5,0.05,-0.5,-0.85,0.7482949549720432,0.7676162430747759,0.9674574938098907,0.1998412507351147,0.4,positive
0.5,0.1,-0.5,-0.8,0.7482949549720432,0.7676162430747759,0.9369662633837998,0.1693500203090239,0.35,positive
0.5,0.15,-0.5,-0.75,0.7482949549720432,0.7676162430747759,0.9083382852678088,0.1407220421930329,0.3,positive
0.5,0.2,-0.5,-0.7,0.7482949549720432,0.7676162430747759,0.8814078341166363,0.1137915910418603,0.25,positive
0.5,0.25,-0.5,-0.65,0.7482949549720432,0.7676162430747759,0.8560282723964151,0.08841202932163916,0.2,positive
0.5,0.3,-0.5,-0.6,0.7482949549720432,0.7676162430747759,0.8320693791946752,0.06445313611989922,0.15,positive
0.5,0.35,-0.5,-0.55,0.7482949549720432,0.7676162430747759,0.8094151153918474,0.04179887231707147,0.09999999999999998,positive
0.5,0.4,-0.5,-0.5,0.7482949549720432,0.7676162430747759,0.7879617442346197,0.02034550115984379,0.04999999999999999,positive
0.5,0.45,-0.5,-0.45,0.7482949549720432,0.7676162430747759,0.7676162430747759,0,0,zero
0.5,0.5,-0.5,-0.4,0.7482949549720432,0.7676162430747759,0.7482949549720432,-0.0193212881027327,-0.04999999999999999,negative
0.5,0.55,-0.5,-0.35,0.7482949549720432,0.7676162430747759,0.7299224389361103,-0.03769380413866563,-0.1,negative
0.5,0.6000000000000001,-0.5,-0.2999999999999999,0.7482949549720432,0.7676162430747759,0.7124304854863186,-0.05518575758845734,-0.1500000000000001,negative
0.5,0.65,-0.5,-0.25,0.7482949549720432,0.7676162430747759,0.6957572704461875,-0.07185897262858842,-0.2,negative
0.5,0.7000000000000001,-0.5,-0.2,0.7482949549720432,0.7676162430747759,0.6798466248445977,-0.08776961823017826,-0.2500000000000001,negative
0.5,0.75,-0.5,-0.15,0.7482949549720432,0.7676162430747759,0.6646474027531901,-0.1029688403215858,-0.3,negative
0.5,0.8,-0.5,-0.09999999999999998,0.7482949549720432,0.7676162430747759,0.6501129320683332,-0.1175033110064427,-0.35,negative
0.5,0.8500000000000001,-0.5,-0.04999999999999993,0.7482949549720432,0.7676162430747759,0.636200535812582,-0.131415707262194,-0.4000000000000001,negative
0.5,0.9,-0.5,0,0.7482949549720432,0.7676162430747759,0.6228711136131534,-0.1447451294616225,-0.45,negative
0.5,0.9500000000000001,-0.5,0.05000000000000004,0.7482949549720432,0.7676162430747759,0.6100887747128984,-0.1575274683618776,-0.5,negative
0.5,1,-0.5,0.09999999999999998,0.7482949549720432,0.7676162430747759,0.597820515259911,-0.169795727814865,-0.55,negative
0.55,0.05,-0.45,-0.85,0.7482949549720432,0.7676162430747759,0.9703281218929032,0.2027118788181272,0.4450000000000001,positive
0.55,0.1,-0.45,-0.8,0.7482949549720432,0.7676162430747759,0.9423663426418049,0.1747500995670289,0.395,positive
0.55,0.15,-0.45,-0.75,0.7482949549720432,0.7676162430747759,0.9159709642888648,0.1483547212140889,0.345,positive
0.55,0.2,-0.45,-0.7,0.7482949549720432,0.7676162430747759,0.8910139499490682,0.1233977068742923,0.295,positive
0.55,0.25,-0.45,-0.65,0.7482949549720432,0.7676162430747759,0.86738084685201,0.09976460377723406,0.2450000000000001,positive
0.55,0.3,-0.45,-0.6,0.7482949549720432,0.7676162430747759,0.8449690313765237,0.07735278830174774,0.195,positive
