treatment_sensitivity,treatment_false_positive_probability,control_sensitivity,control_false_positive_probability,worker_control_accuracy,worker_treatment_accuracy,worker_effect,measured_control_accuracy,measured_treatment_accuracy,measured_effect,distortion,zero_boundary_residual_m1_minus_m0,sign_reversed_relative_to_worker
0,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1535439642115476,-0.5698532934621729,-0.6168330528747329,-0.5698532934621729,True
0,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1637802284923175,-0.5596170291814031,-0.606596788593963,-0.5596170291814031,True
0,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1740164927730873,-0.5493807649006333,-0.5963605243131932,-0.5493807649006333,True
0,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1842527570538572,-0.5391445006198634,-0.5861242600324233,-0.5391445006198634,True
0,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.194489021334627,-0.5289082363390936,-0.5758879957516535,-0.5289082363390936,True
0,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2047252856153968,-0.5186719720583237,-0.5656517314708837,-0.5186719720583237,True
0.05,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.03976373571923016,-0.6836335219544903,-0.7306132813670503,-0.6836335219544903,True
0.05,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.05,-0.6733972576737205,-0.7203770170862804,-0.6733972576737205,True
0.05,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.06023626428076985,-0.6631609933929506,-0.7101407528055106,-0.6631609933929506,True
0.05,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.0704725285615397,-0.6529247291121808,-0.6999044885247407,-0.6529247291121808,True
0.05,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.08070879284230953,-0.6426884648314111,-0.689668224243971,-0.6426884648314111,True
0.05,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.09094505712307938,-0.6324522005506412,-0.6794319599632012,-0.6324522005506412,True
0.05,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1011813214038492,-0.6222159362698714,-0.6691956956824313,-0.6222159362698714,True
0.05,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1114175856846191,-0.6119796719891015,-0.6589594314016615,-0.6119796719891015,True
0.05,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1216538499653889,-0.6017434077083317,-0.6487231671208916,-0.6017434077083317,True
0.05,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1318901142461587,-0.5915071434275618,-0.6384869028401218,-0.5915071434275618,True
0.05,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1421263785269286,-0.581270879146792,-0.6282506385593519,-0.581270879146792,True
0.05,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1523626428076984,-0.5710346148660221,-0.6180143742785821,-0.5710346148660221,True
0.05,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1625989070884683,-0.5607983505852523,-0.6077781099978122,-0.5607983505852523,True
0.05,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1728351713692381,-0.5505620863044824,-0.5975418457170424,-0.5505620863044824,True
0.05,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.183071435650008,-0.5403258220237126,-0.5873055814362725,-0.5403258220237126,True
0.05,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1933076999307778,-0.5300895577429428,-0.5770693171555027,-0.5300895577429428,True
0.05,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2035439642115476,-0.5198532934621729,-0.5668330528747328,-0.5198532934621729,True
0.05,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2137802284923175,-0.5096170291814031,-0.556596788593963,-0.5096170291814031,True
0.05,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2240164927730873,-0.4993807649006332,-0.5463605243131932,-0.4993807649006332,True
0.05,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2342527570538572,-0.4891445006198634,-0.5361242600324233,-0.4891445006198634,True
0.05,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.244489021334627,-0.4789082363390935,-0.5258879957516535,-0.4789082363390935,True
0.1,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.07952747143846033,-0.6438697862352603,-0.6908495456478202,-0.6438697862352603,True
0.1,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.08976373571923017,-0.6336335219544904,-0.6806132813670503,-0.6336335219544904,True
0.1,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1,-0.6233972576737206,-0.6703770170862805,-0.6233972576737206,True
0.1,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1102362642807699,-0.6131609933929507,-0.6601407528055107,-0.6131609933929507,True
0.1,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1204725285615397,-0.6029247291121809,-0.6499044885247408,-0.6029247291121809,True
0.1,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1307087928423095,-0.592688464831411,-0.639668224243971,-0.592688464831411,True
0.1,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1409450571230794,-0.5824522005506412,-0.6294319599632011,-0.5824522005506412,True
0.1,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1511813214038492,-0.5722159362698713,-0.6191956956824313,-0.5722159362698713,True
0.1,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1614175856846191,-0.5619796719891015,-0.6089594314016614,-0.5619796719891015,True
0.1,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1716538499653889,-0.5517434077083316,-0.5987231671208916,-0.5517434077083316,True
0.1,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1818901142461588,-0.5415071434275618,-0.5884869028401217,-0.5415071434275618,True
0.1,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1921263785269286,-0.5312708791467919,-0.5782506385593519,-0.5312708791467919,True
0.1,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2023626428076984,-0.5210346148660221,-0.568014374278582,-0.5210346148660221,True
0.1,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2125989070884683,-0.5107983505852522,-0.5577781099978122,-0.5107983505852522,True
0.1,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2228351713692381,-0.5005620863044824,-0.5475418457170423,-0.5005620863044824,True
0.1,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2330714356500079,-0.4903258220237126,-0.5373055814362726,-0.4903258220237126,True
0.1,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2433076999307778,-0.4800895577429428,-0.5270693171555028,-0.4800895577429428,True
0.1,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2535439642115476,-0.4698532934621729,-0.5168330528747329,-0.4698532934621729,True
0.1,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2637802284923175,-0.4596170291814031,-0.5065967885939631,-0.4596170291814031,True
0.1,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2740164927730873,-0.4493807649006332,-0.4963605243131932,-0.4493807649006332,True
0.1,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2842527570538572,-0.4391445006198634,-0.4861242600324233,-0.4391445006198634,True
0.15,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1192912071576905,-0.6041060505160301,-0.65108580992859,-0.6041060505160301,True
0.15,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1295274714384603,-0.5938697862352602,-0.6408495456478202,-0.5938697862352602,True
0.15,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1397637357192302,-0.5836335219544904,-0.6306132813670503,-0.5836335219544904,True
0.15,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.15,-0.5733972576737205,-0.6203770170862805,-0.5733972576737205,True
0.15,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1602362642807699,-0.5631609933929507,-0.6101407528055106,-0.5631609933929507,True
0.15,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1704725285615397,-0.5529247291121808,-0.5999044885247408,-0.5529247291121808,True
0.15,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1807087928423096,-0.542688464831411,-0.5896682242439709,-0.542688464831411,True
0.15,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1909450571230794,-0.5324522005506411,-0.5794319599632011,-0.5324522005506411,True
0.15,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2011813214038492,-0.5222159362698713,-0.5691956956824312,-0.5222159362698713,True
0.15,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2114175856846191,-0.5119796719891014,-0.5589594314016614,-0.5119796719891014,True
0.15,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2216538499653889,-0.5017434077083316,-0.5487231671208915,-0.5017434077083316,True
0.15,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2318901142461587,-0.4915071434275618,-0.5384869028401218,-0.4915071434275618,True
0.15,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2421263785269286,-0.4812708791467919,-0.5282506385593518,-0.4812708791467919,True
0.15,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2523626428076984,-0.4710346148660221,-0.5180143742785821,-0.4710346148660221,True
0.15,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2625989070884683,-0.4607983505852523,-0.5077781099978123,-0.4607983505852523,True
0.15,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2728351713692381,-0.4505620863044824,-0.4975418457170424,-0.4505620863044824,True
0.15,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.283071435650008,-0.4403258220237126,-0.4873055814362725,-0.4403258220237126,True
0.15,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2933076999307778,-0.4300895577429427,-0.4770693171555027,-0.4300895577429427,True
0.15,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3035439642115477,-0.4198532934621729,-0.4668330528747328,-0.4198532934621729,True
0.15,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3137802284923175,-0.409617029181403,-0.456596788593963,-0.409617029181403,True
0.15,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3240164927730873,-0.3993807649006332,-0.4463605243131932,-0.3993807649006332,True
0.2,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1590549428769207,-0.5643423147967999,-0.6113220742093598,-0.5643423147967999,True
0.2,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1692912071576905,-0.55410605051603,-0.60108580992859,-0.55410605051603,True
0.2,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1795274714384603,-0.5438697862352602,-0.5908495456478201,-0.5438697862352602,True
0.2,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1897637357192302,-0.5336335219544903,-0.5806132813670503,-0.5336335219544903,True
0.2,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2,-0.5233972576737205,-0.5703770170862804,-0.5233972576737205,True
0.2,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2102362642807699,-0.5131609933929506,-0.5601407528055106,-0.5131609933929506,True
0.2,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2204725285615397,-0.5029247291121808,-0.5499044885247407,-0.5029247291121808,True
0.2,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2307087928423096,-0.492688464831411,-0.539668224243971,-0.492688464831411,True
0.2,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2409450571230794,-0.4824522005506411,-0.5294319599632011,-0.4824522005506411,True
0.2,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2511813214038492,-0.4722159362698713,-0.5191956956824313,-0.4722159362698713,True
0.2,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.261417585684619,-0.4619796719891015,-0.5089594314016614,-0.4619796719891015,True
0.2,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2716538499653889,-0.4517434077083317,-0.4987231671208916,-0.4517434077083317,True
0.2,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2818901142461588,-0.4415071434275618,-0.4884869028401217,-0.4415071434275618,True
0.2,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2921263785269286,-0.431270879146792,-0.4782506385593519,-0.431270879146792,True
0.2,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3023626428076984,-0.4210346148660221,-0.4680143742785821,-0.4210346148660221,True
0.2,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3125989070884683,-0.4107983505852523,-0.4577781099978122,-0.4107983505852523,True
0.2,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3228351713692381,-0.4005620863044824,-0.4475418457170424,-0.4005620863044824,True
0.2,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.333071435650008,-0.3903258220237126,-0.4373055814362725,-0.3903258220237126,True
0.2,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3433076999307778,-0.3800895577429427,-0.4270693171555027,-0.3800895577429427,True
0.2,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3535439642115477,-0.3698532934621729,-0.4168330528747328,-0.3698532934621729,True
0.2,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3637802284923175,-0.359617029181403,-0.406596788593963,-0.359617029181403,True
0.25,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.1988186785961508,-0.5245785790775698,-0.5715583384901297,-0.5245785790775698,True
0.25,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2090549428769206,-0.5143423147967999,-0.5613220742093599,-0.5143423147967999,True
0.25,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2192912071576905,-0.5041060505160301,-0.55108580992859,-0.5041060505160301,True
0.25,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2295274714384603,-0.4938697862352602,-0.5408495456478202,-0.4938697862352602,True
0.25,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2397637357192302,-0.4836335219544904,-0.5306132813670503,-0.4836335219544904,True
0.25,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.25,-0.4733972576737205,-0.5203770170862805,-0.4733972576737205,True
0.25,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2602362642807698,-0.4631609933929507,-0.5101407528055106,-0.4631609933929507,True
0.25,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2704725285615397,-0.4529247291121808,-0.4999044885247408,-0.4529247291121808,True
0.25,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2807087928423095,-0.442688464831411,-0.4896682242439709,-0.442688464831411,True
0.25,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2909450571230794,-0.4324522005506412,-0.4794319599632011,-0.4324522005506412,True
0.25,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3011813214038492,-0.4222159362698713,-0.4691956956824312,-0.4222159362698713,True
0.25,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3114175856846191,-0.4119796719891015,-0.4589594314016614,-0.4119796719891015,True
0.25,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3216538499653889,-0.4017434077083316,-0.4487231671208916,-0.4017434077083316,True
0.25,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3318901142461588,-0.3915071434275618,-0.4384869028401217,-0.3915071434275618,True
0.25,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3421263785269286,-0.3812708791467919,-0.4282506385593519,-0.3812708791467919,True
0.25,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3523626428076984,-0.3710346148660221,-0.4180143742785821,-0.3710346148660221,True
0.25,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3625989070884683,-0.3607983505852523,-0.4077781099978122,-0.3607983505852523,True
0.25,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3728351713692381,-0.3505620863044824,-0.3975418457170424,-0.3505620863044824,True
0.25,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.383071435650008,-0.3403258220237126,-0.3873055814362725,-0.3403258220237126,True
0.25,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3933076999307778,-0.3300895577429427,-0.3770693171555027,-0.3300895577429427,True
0.25,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4035439642115476,-0.3198532934621729,-0.3668330528747329,-0.3198532934621729,True
0.3,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.238582414315381,-0.4848148433583396,-0.5317946027708995,-0.4848148433583396,True
0.3,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2488186785961508,-0.4745785790775697,-0.5215583384901297,-0.4745785790775697,True
0.3,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2590549428769207,-0.4643423147967999,-0.5113220742093598,-0.4643423147967999,True
0.3,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2692912071576905,-0.45410605051603,-0.50108580992859,-0.45410605051603,True
0.3,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2795274714384604,-0.4438697862352602,-0.4908495456478201,-0.4438697862352602,True
0.3,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2897637357192302,-0.4336335219544903,-0.4806132813670503,-0.4336335219544903,True
0.3,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3,-0.4233972576737205,-0.4703770170862804,-0.4233972576737205,True
0.3,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3102362642807699,-0.4131609933929506,-0.4601407528055106,-0.4131609933929506,True
0.3,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3204725285615397,-0.4029247291121808,-0.4499044885247407,-0.4029247291121808,True
0.3,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3307087928423096,-0.392688464831411,-0.4396682242439709,-0.392688464831411,True
0.3,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3409450571230794,-0.3824522005506411,-0.429431959963201,-0.3824522005506411,True
0.3,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3511813214038493,-0.3722159362698713,-0.4191956956824312,-0.3722159362698713,True
0.3,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3614175856846191,-0.3619796719891014,-0.4089594314016614,-0.3619796719891014,True
0.3,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.371653849965389,-0.3517434077083316,-0.3987231671208915,-0.3517434077083316,True
0.3,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3818901142461588,-0.3415071434275617,-0.3884869028401217,-0.3415071434275617,True
0.3,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3921263785269286,-0.3312708791467919,-0.3782506385593519,-0.3312708791467919,True
0.3,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4023626428076985,-0.3210346148660221,-0.368014374278582,-0.3210346148660221,True
0.3,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4125989070884683,-0.3107983505852522,-0.3577781099978122,-0.3107983505852522,True
0.3,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4228351713692381,-0.3005620863044824,-0.3475418457170423,-0.3005620863044824,True
0.3,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.433071435650008,-0.2903258220237125,-0.3373055814362725,-0.2903258220237125,True
0.3,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4433076999307778,-0.2800895577429428,-0.3270693171555027,-0.2800895577429428,True
