treatment_observation_intercept,treatment_observation_slope_on_difficulty,control_observation_probability_constant,control_missing_fraction,treatment_missing_fraction,missing_rate_asymmetry_treatment_minus_control,latent_accuracy_both_arms,control_complete_case_accuracy,treatment_complete_case_accuracy,complete_case_apparent_effect,cov_accuracy_observation,sign
0,0.2000000000000002,0.9706877692486436,0.02931223075135636,0.5000000000000009,0.4706877692486445,0.7482949549720432,0.7482949549720432,0.7342384590167185,-0.01405649595532477,-0.007028247977662383,negative
0,0.4000000000000004,0.9706877692486436,0.02931223075135636,0.5,0.4706877692486436,0.7482949549720432,0.7482949549720432,0.7209347726353584,-0.0273601823366848,-0.0136800911683424,negative
0,0.6000000000000001,0.9706877692486436,0.02931223075135636,0.5000000000000014,0.4706877692486451,0.7482949549720432,0.7482949549720432,0.7089080143433804,-0.03938694062866288,-0.01969347031433138,negative
0,0.8000000000000003,0.9706877692486436,0.02931223075135636,0.5000000000000004,0.4706877692486441,0.7482949549720432,0.7482949549720432,0.6983872548518355,-0.04990770012020773,-0.02495385006010387,negative
0,1,0.9706877692486436,0.02931223075135636,0.5000000000000011,0.4706877692486447,0.7482949549720432,0.7482949549720432,0.689374811502048,-0.05892014346999519,-0.02946007173499748,negative
0,1.2,0.9706877692486436,0.02931223075135636,0.5,0.4706877692486436,0.7482949549720432,0.7482949549720432,0.6817459705210696,-0.06654898445097368,-0.03327449222548684,negative
0,1.4,0.9706877692486436,0.02931223075135636,0.5000000000000016,0.4706877692486452,0.7482949549720432,0.7482949549720432,0.6753248366166241,-0.07297011835541911,-0.03648505917770944,negative
0,1.6,0.9706877692486436,0.02931223075135636,0.5000000000000018,0.4706877692486454,0.7482949549720432,0.7482949549720432,0.6699284825461672,-0.07836647242587602,-0.0391832362129379,negative
0,1.8,0.9706877692486436,0.02931223075135636,0.5,0.4706877692486436,0.7482949549720432,0.7482949549720432,0.6653881803500068,-0.08290677462203644,-0.04145338731101822,negative
0,2,0.9706877692486436,0.02931223075135636,0.5000000000000007,0.4706877692486443,0.7482949549720432,0.7482949549720432,0.6615573178728889,-0.08673763709915439,-0.04336881854957714,negative
0.2,-2,0.9706877692486436,0.02931223075135636,0.4697449956078097,0.4404327648564533,0.7482949549720432,0.7482949549720432,0.8307585560147417,0.08246360104269845,0.04372673713309189,positive
0.2,-1.8,0.9706877692486436,0.02931223075135636,0.4678517544927154,0.4385395237413591,0.7482949549720432,0.7482949549720432,0.8268192830228407,0.07852432805079745,0.0417865834018703,positive
0.2,-1.6,0.9706877692486436,0.02931223075135636,0.4657939592998684,0.4364817285485121,0.7482949549720432,0.7482949549720432,0.8222047036708243,0.07390974869878109,0.03948303422151755,positive
0.2,-1.4,0.9706877692486436,0.02931223075135636,0.4635751305399316,0.4342628997885752,0.7482949549720432,0.7482949549720432,0.8167883198754329,0.06849336490338964,0.03674154432718157,positive
0.2,-1.2,0.9706877692486436,0.02931223075135636,0.4612147253067385,0.4319024945553821,0.7482949549720432,0.7482949549720432,0.8104295461181991,0.06213459114615583,0.03347720275863508,positive
0.2,-1,0.9706877692486436,0.02931223075135636,0.4587588311144525,0.4294466003630961,0.7482949549720432,0.7482949549720432,0.8029833655507901,0.05468841057874685,0.02959961926613369,positive
0.2,-0.7999999999999998,0.9706877692486436,0.02931223075135636,0.4562950964650594,0.426982865713703,0.7482949549720432,0.7482949549720432,0.7943218210367495,0.0460268660647063,0.02502503277372675,positive
0.2,-0.5999999999999999,0.9706877692486436,0.02931223075135636,0.4539699589366449,0.4246577281852886,0.7482949549720432,0.7482949549720432,0.7843740934808011,0.03607913850875788,0.01970029348146757,positive
0.2,-0.3999999999999999,0.9706877692486436,0.02931223075135636,0.4519991990201013,0.422686968268745,0.7482949549720432,0.7482949549720432,0.7731890004714014,0.02489404549935814,0.01364195687327829,positive
0.2,-0.2,0.9706877692486436,0.02931223075135636,0.4506499322028154,0.421337701451459,0.7482949549720432,0.7482949549720432,0.761007310988258,0.01271235601621479,0.006983533639369544,positive
0.2,0,0.9706877692486436,0.02931223075135636,0.4501660026875225,0.4208537719361661,0.7482949549720432,0.7482949549720432,0.7482949549720426,-6.661338147750939e-16,0,zero
0.2,0.2000000000000002,0.9706877692486436,0.02931223075135636,0.4506499322028158,0.4213377014514594,0.7482949549720432,0.7482949549720432,0.735666944845736,-0.01262801012630721,-0.006937198219030383,negative
0.2,0.4000000000000004,0.9706877692486436,0.02931223075135636,0.451999199020101,0.4226869682687446,0.7482949549720432,0.7482949549720432,0.7237080031907018,-0.0245869517813414,-0.01347366926982924,negative
0.2,0.6000000000000001,0.9706877692486436,0.02931223075135636,0.4539699589366452,0.4246577281852888,0.7482949549720432,0.7482949549720432,0.7128173213573924,-0.03547763361465084,-0.01937185373943845,negative
0.2,0.8000000000000003,0.9706877692486436,0.02931223075135636,0.4562950964650566,0.4269828657137003,0.7482949549720432,0.7482949549720432,0.7031730258621189,-0.0451219291099243,-0.02453301411402198,negative
0.2,1,0.9706877692486436,0.02931223075135636,0.4587588311144509,0.4294466003630946,0.7482949549720432,0.7482949549720432,0.6947845421033516,-0.05351041286869163,-0.02896203840859901,negative
0.2,1.2,0.9706877692486436,0.02931223075135636,0.461214725306736,0.4319024945553797,0.7482949549720432,0.7482949549720432,0.6875636864940707,-0.0607312684779725,-0.03272111316937482,negative
0.2,1.4,0.9706877692486436,0.02931223075135636,0.4635751305399323,0.4342628997885759,0.7482949549720432,0.7482949549720432,0.6813793497148354,-0.06691560525720786,-0.03589519481493914,negative
0.2,1.6,0.9706877692486436,0.02931223075135636,0.4657939592998682,0.4364817285485119,0.7482949549720432,0.7482949549720432,0.6760906311362077,-0.07220432383583553,-0.03857198595777184,negative
0.2,1.8,0.9706877692486436,0.02931223075135636,0.4678517544927173,0.438539523741361,0.7482949549720432,0.7482949549720432,0.6715639087372973,-0.07673104623474591,-0.04083229162975821,negative
0.2,2,0.9706877692486436,0.02931223075135636,0.4697449956078065,0.4404327648564501,0.7482949549720432,0.7482949549720432,0.6676801277183573,-0.08061482725368596,-0.04274641557947917,negative
0.4,-2,0.9706877692486436,0.02931223075135636,0.4396709352196584,0.410358704468302,0.7482949549720432,0.7482949549720432,0.8264860238246613,0.07819106885261806,0.0438127284843628,positive
0.4,-1.8,0.9706877692486436,0.02931223075135636,0.435922577942126,0.4066103471907696,0.7482949549720432,0.7482949549720432,0.8224406758542804,0.07414572088223714,0.04182392709187505,positive
0.4,-1.6,0.9706877692486436,0.02931223075135636,0.4318548521681085,0.4025426214167521,0.7482949549720432,0.7482949549720432,0.8177545048492754,0.06945954987723213,0.03946310623333671,positive
0.4,-1.4,0.9706877692486436,0.02931223075135636,0.4274772679072829,0.3981650371559265,0.7482949549720432,0.7482949549720432,0.8123210647390694,0.06402610976702616,0.03665640328908598,positive
0.4,-1.2,0.9706877692486436,0.02931223075135636,0.4228314124387023,0.3935191816873459,0.7482949549720432,0.7482949549720432,0.8060278133534374,0.05773285838139419,0.03332159232786575,positive
0.4,-1,0.9706877692486436,0.02931223075135636,0.4180117226751329,0.3886994919237765,0.7482949549720432,0.7482949549720432,0.7987675319074827,0.05047257693543949,0.02937444810280326,positive
0.4,-0.7999999999999998,0.9706877692486436,0.02931223075135636,0.4131938673609379,0.3838816366095815,0.7482949549720432,0.7482949549720432,0.7904600868599074,0.04216513188786419,0.0247427579753336,positive
0.4,-0.5999999999999999,0.9706877692486436,0.02931223075135636,0.4086662626987355,0.3793540319473792,0.7482949549720432,0.7482949549720432,0.78108825110644,0.03279329613439674,0.0193917823615799,positive
0.4,-0.3999999999999999,0.9706877692486436,0.02931223075135636,0.40484672030533,0.3755344895539736,0.7482949549720432,0.7482949549720432,0.7707459959353126,0.02245104096326933,0.01336181066184916,positive
0.4,-0.2,0.9706877692486436,0.02931223075135636,0.402243361577407,0.3729311308260507,0.7482949549720432,0.7482949549720432,0.7596815671977379,0.0113866122256947,0.006806423047052867,positive
0.4,0,0.9706877692486436,0.02931223075135636,0.4013123398875492,0.3720001091361929,0.7482949549720432,0.7482949549720432,0.7482949549720448,1.554312234475219e-15,9.436895709313831e-16,zero
0.4,0.2000000000000002,0.9706877692486436,0.02931223075135636,0.4022433615774059,0.3729311308260496,0.7482949549720432,0.7482949549720432,0.7370575697170693,-0.01123738525497398,-0.006717221634672865,negative
0.4,0.4000000000000004,0.9706877692486436,0.02931223075135636,0.4048467203053263,0.37553448955397,0.7482949549720432,0.7482949549720432,0.7263902872156378,-0.02190466775640543,-0.01303663485584688,negative
0.4,0.6000000000000001,0.9706877692486436,0.02931223075135636,0.4086662626987357,0.3793540319473794,0.7482949549720432,0.7482949549720432,0.7165797626965327,-0.03171519227551056,-0.01875426317750589,negative
0.4,0.8000000000000003,0.9706877692486436,0.02931223075135636,0.4131938673609363,0.38388163660958,0.7482949549720432,0.7482949549720432,0.7077645257852875,-0.04053042918675576,-0.02378350440528154,negative
0.4,1,0.9706877692486436,0.02931223075135636,0.4180117226751329,0.3886994919237765,0.7482949549720432,0.7482949549720432,0.6999665165234261,-0.04832843844861712,-0.02812658463851153,negative
0.4,1.2,0.9706877692486436,0.02931223075135636,0.4228314124387029,0.3935191816873466,0.7482949549720432,0.7482949549720432,0.6931343429223079,-0.05516061204973532,-0.0318369725457624,negative
0.4,1.4,0.9706877692486436,0.02931223075135636,0.427477267907281,0.3981650371559247,0.7482949549720432,0.7482949549720432,0.6871793074926327,-0.06111564747941056,-0.0349900974685276,negative
0.4,1.6,0.9706877692486436,0.02931223075135636,0.4318548521681064,0.40254262141675,0.7482949549720432,0.7482949549720432,0.6819994436073695,-0.06629551136467371,-0.03766547310487356,negative
0.4,1.8,0.9706877692486436,0.02931223075135636,0.4359225779421206,0.4066103471907643,0.7482949549720432,0.7482949549720432,0.6774933966829155,-0.07080155828912771,-0.03993756047741182,negative
0.4,2,0.9706877692486436,0.02931223075135636,0.4396709352196599,0.4103587044683036,0.7482949549720432,0.7482949549720432,0.6735674202307849,-0.07472753474125837,-0.04187200965490967,negative
0.6000000000000001,-2,0.9706877692486436,0.02931223075135636,0.4099553739236691,0.3806431431723127,0.7482949549720432,0.7482949549720432,0.8222294598204227,0.07393450484837949,0.04362465726740078,positive
0.6000000000000001,-1.8,0.9706877692486436,0.02931223075135636,0.4044268192296226,0.3751145884782663,0.7482949549720432,0.7482949549720432,0.8180833716295406,0.06978841665749735,0.04156410928963411,positive
0.6000000000000001,-1.6,0.9706877692486436,0.02931223075135636,0.398442945542303,0.3691307147909466,0.7482949549720432,0.7482949549720432,0.8133320081947725,0.06503705322272924,0.03912349816727345,positive
0.6000000000000001,-1.4,0.9706877692486436,0.02931223075135636,0.392023878759452,0.3627116480080956,0.7482949549720432,0.7482949549720432,0.8078890109389608,0.05959405596691758,0.0362317629957587,positive
0.6000000000000001,-1.2,0.9706877692486436,0.02931223075135636,0.3852382221140919,0.3559259913627355,0.7482949549720432,0.7482949549720432,0.801669756851858,0.0533748018798148,0.03281278809794308,positive
0.6000000000000001,-1,0.9706877692486436,0.02931223075135636,0.3782326478541336,0.3489204171027772,0.7482949549720432,0.7482949549720432,0.7946043561566987,0.04630940118465543,0.02879367375404385,positive
0.6000000000000001,-0.7999999999999998,0.9706877692486436,0.02931223075135636,0.3712708373421165,0.3419586065907602,0.7482949549720432,0.7482949549720432,0.7866593005211959,0.03836434554915269,0.02412078285303648,positive
0.6000000000000001,-0.5999999999999999,0.9706877692486436,0.02931223075135636,0.364773769733466,0.3354615389821096,0.7482949549720432,0.7482949549720432,0.7778682863708478,0.02957333139880458,0.01878575582088554,positive
0.6000000000000001,-0.3999999999999999,0.9706877692486436,0.02931223075135636,0.3593345800559686,0.3300223493046123,0.7482949549720432,0.7482949549720432,0.7683652549485602,0.02007029997651699,0.012858347162858,positive
0.6000000000000001,-0.2,0.9706877692486436,0.02931223075135636,0.3556539116697423,0.3263416809183859,0.7482949549720432,0.7482949549720432,0.7583981715455325,0.01010321657348923,0.006509968078681205,positive
0.6000000000000001,0,0.9706877692486436,0.02931223075135636,0.3543436937742058,0.3250314630228495,0.7482949549720432,0.7482949549720432,0.7482949549720427,-5.551115123125783e-16,0,zero
0.6000000000000001,0.2000000000000002,0.9706877692486436,0.02931223075135636,0.355653911669744,0.3263416809183877,0.7482949549720432,0.7482949549720432,0.7383867597085014,-0.009908195263541808,-0.006384306860475475,negative
0.6000000000000001,0.4000000000000004,0.9706877692486436,0.02931223075135636,0.3593345800559684,0.3300223493046121,0.7482949549720432,0.7482949549720432,0.7289439191880014,-0.01935103578404185,-0.01239753946693511,negative
0.6000000000000001,0.6000000000000001,0.9706877692486436,0.02931223075135636,0.3647737697334653,0.335461538982109,0.7482949549720432,0.7482949549720432,0.7201543270215155,-0.02814062795052774,-0.01787566501034682,negative
0.6000000000000001,0.8000000000000003,0.9706877692486436,0.02931223075135636,0.3712708373421162,0.3419586065907598,0.7482949549720432,0.7482949549720432,0.712124363008513,-0.03617059196353023,-0.02274150599807029,negative
0.6000000000000001,1,0.9706877692486436,0.02931223075135636,0.3782326478541341,0.3489204171027778,0.7482949549720432,0.7482949549720432,0.7048897041732404,-0.04340525079880286,-0.02698796785839885,negative
0.6000000000000001,1.2,0.9706877692486436,0.02931223075135636,0.3852382221140928,0.3559259913627364,0.7482949549720432,0.7482949549720432,0.6984334667443143,-0.04986148822772896,-0.03065293715091588,negative
0.6000000000000001,1.4,0.9706877692486436,0.02931223075135636,0.3920238787594522,0.3627116480080959,0.7482949549720432,0.7482949549720432,0.6927059002489384,-0.05558905472310482,-0.03379681787398187,negative
0.6000000000000001,1.6,0.9706877692486436,0.02931223075135636,0.3984429455423012,0.3691307147909448,0.7482949549720432,0.7482949549720432,0.6876406120650254,-0.06065434290701788,-0.03648704785921286,negative
0.6000000000000001,1.8,0.9706877692486436,0.02931223075135636,0.4044268192296205,0.3751145884782642,0.7482949549720432,0.7482949549720432,0.6831657671981368,-0.06512918777390642,-0.0387891975234968,negative
0.6000000000000001,2,0.9706877692486436,0.02931223075135636,0.409955373923672,0.3806431431723156,0.7482949549720432,0.7482949549720432,0.6792108800221599,-0.06908407494988333,-0.04076268717163289,negative
0.8,-2,0.9706877692486436,0.02931223075135636,0.3807691984355861,0.3514569676842297,0.7482949549720432,0.7482949549720432,0.8180036737621922,0.06970871879014895,0.04316578581245228,positive
0.8,-1.8,0.9706877692486436,0.02931223075135636,0.373569563738632,0.3442573329872757,0.7482949549720432,0.7482949549720432,0.8137651733343938,0.06547021836235056,0.04101253745085431,positive
0.8,-1.6,0.9706877692486436,0.02931223075135636,0.365805464926967,0.3364932341756106,0.7482949549720432,0.7482949549720432,0.8089586737166338,0.06066371874459053,0.03847259890502686,positive
0.8,-1.4,0.9706877692486436,0.02931223075135636,0.3575138428196041,0.3282016120682477,0.7482949549720432,0.7482949549720432,0.8035179944219473,0.05522303944990403,0.03548003840399028,positive
0.8,-1.2,0.9706877692486436,0.02931223075135636,0.3487965650144056,0.3194843342630492,0.7482949549720432,0.7482949549720432,0.7973862169284416,0.04909126195639835,0.03196839841378424,positive
0.8,-1,0.9706877692486436,0.02931223075135636,0.3398569009882362,0.3105446702368798,0.7482949549720432,0.7482949549720432,0.7905298686896157,0.04223491371757249,0.02788108682801277,positive
0.8,-0.7999999999999998,0.9706877692486436,0.02931223075135636,0.3310448689135408,0.3017326381621844,0.7482949549720432,0.7482949549720432,0.7829597139520015,0.03466475897995824,0.0231891683875185,positive
0.8,-0.5999999999999999,0.9706877692486436,0.02931223075135636,0.3228989310715853,0.2935867003202289,0.7482949549720432,0.7482949549720432,0.7747554133691648,0.02646045839712152,0.01791640466502686,positive
0.8,-0.3999999999999999,0.9706877692486436,0.02931223075135636,0.3161496110341434,0.286837380282787,0.7482949549720432,0.7482949549720432,0.7660823659202016,0.01778741094815839,0.01216392789559362,positive
0.8,-0.2,0.9706877692486436,0.02931223075135636,0.3116260362298139,0.2823138054784575,0.7482949549720432,0.7482949549720432,0.7571781231956402,0.008883168223596916,0.006114941720914757,positive
0.8,0,0.9706877692486436,0.02931223075135636,0.3100255188723896,0.2807132881210332,0.7482949549720432,0.7482949549720432,0.748294954972042,-1.221245327087672e-15,-8.881784197001252e-16,zero
0.8,0.2000000000000002,0.9706877692486436,0.02931223075135636,0.3116260362298146,0.2823138054784582,0.7482949549720432,0.7482949549720432,0.7396350792651545,-0.008659875706888753,-0.005961232966108065,negative
0.8,0.4000000000000004,0.9706877692486436,0.02931223075135636,0.3161496110341437,0.2868373802827874,0.7482949549720432,0.7482949549720432,0.7313382450106651,-0.0169567099613781,-0.01159585270266961,negative
0.8,0.6000000000000001,0.9706877692486436,0.02931223075135636,0.3228989310715847,0.2935867003202284,0.7482949549720432,0.7482949549720432,0.7235078583080458,-0.02478709666399748,-0.01678336964682464,negative
0.8,0.8000000000000003,0.9706877692486436,0.02931223075135636,0.3310448689135379,0.3017326381621815,0.7482949549720432,0.7482949549720432,0.7162223393158407,-0.03207261565620256,-0.02145514081058075,negative
0.8,1,0.9706877692486436,0.02931223075135636,0.3398569009882362,0.3105446702368798,0.7482949549720432,0.7482949549720432,0.709529017985043,-0.03876593698700026,-0.02559106577869313,negative
0.8,1.2,0.9706877692486436,0.02931223075135636,0.3487965650144031,0.3194843342630468,0.7482949549720432,0.7482949549720432,0.7034412375426824,-0.04485371742936084,-0.02920889486187311,negative
0.8,1.4,0.9706877692486436,0.02931223075135636,0.3575138428196016,0.3282016120682453,0.7482949549720432,0.7482949549720432,0.6979438672956577,-0.05035108767638552,-0.03234987683105428,negative
0.8,1.6,0.9706877692486436,0.02931223075135636,0.3658054649269709,0.3364932341756145,0.7482949549720432,0.7482949549720432,0.6930025113337125,-0.05529244363833075,-0.03506616558626285,negative
0.8,1.8,0.9706877692486436,0.02931223075135636,0.3735695637386333,0.3442573329872769,0.7482949549720432,0.7482949549720432,0.6885721733384585,-0.05972278163358469,-0.03741216815346882,negative
0.8,2,0.9706877692486436,0.02931223075135636,0.380769198435586,0.3514569676842296,0.7482949549720432,0.7482949549720432,0.6846037386839857,-0.06369121628805752,-0.03943956291466633,negative
1,-2,0.9706877692486436,0.02931223075135636,0.3522735614741345,0.3229613307227781,0.7482949549720432,0.7482949549720432,0.8138236682796806,0.06552871330763732,0.04244468009193841,positive
1,-1.8,0.9706877692486436,0.02931223075135636,0.3435424336722547,0.3142302029208983,0.7482949549720432,0.7482949549720432,0.8095040038502966,0.0612090488782534,0.04018114326385419,positive
1,-1.6,0.9706877692486436,0.02931223075135636,0.3341707846420517,0.3048585538906954,0.7482949549720432,0.7482949549720432,0.8046559236919685,0.05636096871992524,0.03752677957960165,positive
1,-1.4,0.9706877692486436,0.02931223075135636,0.3242193554420247,0.2949071246906684,0.7482949549720432,0.7482949549720432,0.7992335110262915,0.05093855605424824,0.03442329024319235,positive
1,-1.2,0.9706877692486436,0.02931223075135636,0.3138297790939385,0.2845175483425821,0.7482949549720432,0.7482949549720432,0.7932071575883747,0.04491220261633144,0.03081741599062593,positive
1,-1,0.9706877692486436,0.02931223075135636,0.3032653298563185,0.2739530991049621,0.7482949549720432,0.7482949549720432,0.7865783446721463,0.03828338970010303,0.0266733648946833,positive
1,-0.7999999999999998,0.9706877692486436,0.02931223075135636,0.2929575595602454,0.263645328808889,0.7482949549720432,0.7482949549720432,0.7793985388173226,0.03110358384527934,0.0219915538283888,positive
1,-0.5999999999999999,0.9706877692486436,0.02931223075135636,0.283541214172874,0.2542289834215177,0.7482949549720432,0.7482949549720432,0.7717863026468309,0.02349134767478767,0.01683058243252122,positive
1,-0.3999999999999999,0.9706877692486436,0.02931223075135636,0.2758378706782694,0.246525639926913,0.7482949549720432,0.7482949549720432,0.7639274788856514,0.01563252391360814,0.0113204818039514,positive
1,-0.2,0.9706877692486436,0.02931223075135636,0.2707342485753021,0.2414220178239458,0.7482949549720432,0.7482949549720432,0.7560382464998583,0.007743291527815055,0.005646917314532596,positive
1,0,0.9706877692486436,0.02931223075135636,0.2689414213699931,0.2396291906186367,0.7482949549720432,0.7482949549720432,0.7482949549720391,-4.107825191113079e-15,-2.997602166487923e-15,zero
1,0.2000000000000002,0.9706877692486436,0.02931223075135636,0.2707342485753039,0.2414220178239476,0.7482949549720432,0.7482949549720432,0.7407881299971382,-0.007506824974905069,-0.005474470356137795,negative
1,0.4000000000000004,0.9706877692486436,0.02931223075135636,0.2758378706782718,0.2465256399269155,0.7482949549720432,0.7482949549720432,0.7335507101209604,-0.01474424485108283,-0.01067722374660107,negative
1,0.6000000000000001,0.9706877692486436,0.02931223075135636,0.2835412141728743,0.2542289834215179,0.7482949549720432,0.7482949549720432,0.7266158265602682,-0.02167912841177499,-0.01553220201969074,negative
1,0.8000000000000003,0.9706877692486436,0.02931223075135636,0.2929575595602445,0.2636453288088881,0.7482949549720432,0.7482949549720432,0.7200359005417214,-0.02825905443032184,-0.01998035080893468,negative
1,1,0.9706877692486436,0.02931223075135636,0.3032653298563153,0.2739530991049589,0.7482949549720432,0.7482949549720432,0.7138655454336156,-0.03442940953842766,-0.02398816329799824,negative
1,1.2,0.9706877692486436,0.02931223075135636,0.3138297790939364,0.28451754834258,0.7482949549720432,0.7482949549720432,0.7081425968691621,-0.04015235810288109,-0.0275513524293533,negative
1,1.4,0.9706877692486436,0.02931223075135636,0.3242193554420245,0.2949071246906682,0.7482949549720432,0.7482949549720432,0.7028815460598518,-0.04541340891219148,-0.03068950274625565,negative
1,1.6,0.9706877692486436,0.02931223075135636,0.3341707846420481,0.3048585538906917,0.7482949549720432,0.7482949549720432,0.6980762201188806,-0.05021873485316264,-0.03343710082355034,negative
1,1.8,0.9706877692486436,0.02931223075135636,0.3435424336722539,0.3142302029208975,0.7482949549720432,0.7482949549720432,0.6937058068728705,-0.0545891480991727,-0.03583545930908782,negative
1,2,0.9706877692486436,0.02931223075135636,0.3522735614741321,0.3229613307227758,0.7482949549720432,0.7482949549720432,0.6897407779786924,-0.05855417699335086,-0.03792708852471649,negative
1.2,-2,0.9706877692486436,0.02931223075135636,0.3246171244769667,0.2953048937256103,0.7482949549720432,0.7482949549720432,0.8097044704947283,0.06140951552268503,0.04147493517818734,positive
1.2,-1.8,0.9706877692486436,0.02931223075135636,0.314519880753101,0.2852076500017446,0.7482949549720432,0.7482949549720432,0.8053176661344104,0.05702271116236712,0.03908793484736095,positive
1.2,-1.6,0.9706877692486436,0.02931223075135636,0.3037434207059407,0.2744311899545844,0.7482949549720432,0.7482949549720432,0.8004447978627064,0.05214984289066316,0.03630967122177575,positive
1.2,-1.4,0.9706877692486436,0.02931223075135636,0.2923791642688203,0.2630669335174639,0.7482949549720432,0.7482949549720432,0.7950602187531816,0.04676526378113832,0.03309207503999823,positive
1.2,-1.2,0.9706877692486436,0.02931223075135636,0.2806140605963022,0.2513018298449459,0.7482949549720432,0.7482949549720432,0.7891609527203158,0.0408659977482726,0.02939842417981042,positive
1.2,-1,0.9706877692486436,0.02931223075135636,0.2687724102754497,0.2394601795240934,0.7482949549720432,0.7482949549720432,0.7827813070929497,0.03448635212090645,0.0252173721397625,positive
1.2,-0.7999999999999998,0.9706877692486436,0.02931223075135636,0.2573581595604643,0.2280459288091079,0.7482949549720432,0.7482949549720432,0.7760086402009986,0.02771368522895534,0.02058134220379337,positive
1.2,-0.5999999999999999,0.9706877692486436,0.02931223075135636,0.2470752689727883,0.2177630382214319,0.7482949549720432,0.7482949549720432,0.7689915833659362,0.02069662839389297,0.01558300336664198,positive
1.2,-0.3999999999999999,0.9706877692486436,0.02931223075135636,0.2387855226450345,0.2094732918936781,0.7482949549720432,0.7482949549720432,0.7619239863859009,0.01362903141385763,0.01037461602455403,positive
1.2,-0.2,0.9706877692486436,0.02931223075135636,0.2333645172250979,0.2040522864737415,0.7482949549720432,0.7482949549720432,0.7549905119597862,0.006695556987742934,0.005133051563745217,positive
1.2,0,0.9706877692486436,0.02931223075135636,0.2314752165009832,0.2021629857496269,0.7482949549720432,0.7482949549720432,0.7482949549720457,2.442490654175344e-15,1.887379141862766e-15,zero
1.2,0.2000000000000002,0.9706877692486436,0.02931223075135636,0.2333645172250942,0.2040522864737379,0.7482949549720432,0.7482949549720432,0.7418368460412664,-0.006458108930776807,-0.004951015457959063,negative
1.2,0.4000000000000004,0.9706877692486436,0.02931223075135636,0.2387855226450329,0.2094732918936766,0.7482949549720432,0.7482949549720432,0.7355671554006095,-0.01272779957143377,-0.009688585298647689,negative
1.2,0.6000000000000001,0.9706877692486436,0.02931223075135636,0.2470752689727858,0.2177630382214294,0.7482949549720432,0.7482949549720432,0.7294625232677733,-0.01883243170426996,-0.01417940357552583,negative
1.2,0.8000000000000003,0.9706877692486436,0.02931223075135636,0.2573581595604627,0.2280459288091063,0.7482949549720432,0.7482949549720432,0.7235502333126514,-0.02474472165939179,-0.01837646563429485,negative
1.2,1,0.9706877692486436,0.02931223075135636,0.2687724102754454,0.239460179524089,0.7482949549720432,0.7482949549720432,0.717886582302644,-0.03040837266939922,-0.02223544105449082,negative
1.2,1.2,0.9706877692486436,0.02931223075135636,0.2806140605963001,0.2513018298449438,0.7482949549720432,0.7482949549720432,0.7125272514476119,-0.03576770352443137,-0.02573078300023612,negative
1.2,1.4,0.9706877692486436,0.02931223075135636,0.2923791642688188,0.2630669335174625,0.7482949549720432,0.7482949549720432,0.7075108640273761,-0.04078409094466717,-0.02885967251880184,negative
1.2,1.6,0.9706877692486436,0.02931223075135636,0.3037434207059408,0.2744311899545845,0.7482949549720432,0.7482949549720432,0.7028555106822507,-0.04543944428979252,-0.03163751204623383,negative
