output_cap,log2_output_cap,treatment_log_demand_shift,treatment_median_demand_ratio_exp_shift,control_truncation_fraction,treatment_truncation_fraction,truncation_asymmetry_treatment_minus_control,latent_control_accuracy,latent_treatment_accuracy,latent_effect,complete_case_effect,complete_case_distortion,truncation_as_error_effect,truncation_as_error_distortion
512,9,0,1,0.32917365329717,0.32917365329717,0,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03493229824018107,-0.004656419475181139,0.0234335060103944,-0.01615521170496781
512,9,0.05999999999999994,1.06183654654536,0.32917365329717,0.3547798398286613,0.02560618653149138,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03750402965222144,-0.002084688063140772,0.003840614682346644,-0.03574810303301557
512,9,0.12,1.127496851579376,0.32917365329717,0.3810596544786978,0.05188600118152786,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04012404070268627,0.0005353229873240606,-0.01641665106389978,-0.05600536877926199
512,9,0.18,1.19721736312181,0.32917365329717,0.4078999790546076,0.07872632575743765,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04278721199903335,0.003198494283671138,-0.03725565030971534,-0.07684436802507755
512,9,0.24,1.271249150321405,0.32917365329717,0.4351797865546917,0.1060061332575217,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04548842998613123,0.00589971227076902,-0.05858549849764233,-0.09817421621300454
512,9,0.2999999999999999,1.349858807576003,0.32917365329717,0.4627717694306979,0.1335981161335279,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0482226224466471,0.008633904731284892,-0.08030824236036532,-0.1198969600757275
512,9,0.36,1.43332941456034,0.32917365329717,0.4905441171826616,0.1613704638854916,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05098479021553648,0.01139607250017427,-0.1023202043141112,-0.1419089220294734
512,9,0.42,1.521961555618634,0.32917365329717,0.5183624020311779,0.1891887487340079,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05377003508475742,0.01418131736939521,-0.1245134656838255,-0.1641021833991877
512,9,0.4800000000000001,1.616074402192893,0.32917365329717,0.5460915277865863,0.2169178744894164,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05657358395724843,0.01698486624188622,-0.1467774534193902,-0.1863661711347524
512,9,0.5399999999999999,1.716006862184858,0.32917365329717,0.573597694901521,0.244424041604351,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05939080937593877,0.01980209166057656,-0.169000591432209,-0.2085893091475712
512,9,0.6,1.822118800390509,0.32917365329717,0.6007503341457046,0.2715766808485346,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.06221724660567118,0.02262852889030897,-0.1910719754843136,-0.2306606931996759
575,9.167418145831737,-0.6,0.5488116360940264,0.2819372499597049,0.1012286151008011,-0.1807086348589039,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.01508274759054162,-0.02450597012482059,0.1562383619731648,0.1166496442578026
575,9.167418145831737,-0.54,0.5827482523739896,0.2819372499597049,0.1141338079794433,-0.1678034419802616,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.01674088149437059,-0.02284783622099162,0.1473230261790467,0.1077343084636845
575,9.167418145831737,-0.48,0.6187833918061408,0.2819372499597049,0.1281698878613813,-0.1537673620983236,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.01849257412900396,-0.02109614358635825,0.137532737071929,0.09794401935656682
575,9.167418145831737,-0.42,0.6570468198150567,0.2819372499597049,0.1433618976939145,-0.1385753522657904,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02033618891699018,-0.01925252879837203,0.1268359276834385,0.08724720996807633
575,9.167418145831737,-0.36,0.697676326071031,0.2819372499597049,0.1597252659896574,-0.1222119839700475,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02226955124504759,-0.01731916647031462,0.1152076624893577,0.07561894477399544
575,9.167418145831737,-0.3,0.7408182206817179,0.2819372499597049,0.1772648080115798,-0.1046724419481251,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02428998302168273,-0.01529873469367948,0.1026306194616217,0.06304190174625945
575,9.167418145831737,-0.24,0.7866278610665535,0.2819372499597049,0.1959738635863515,-0.08596338637335343,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02639434316045008,-0.01319437455491212,0.08909599696961357,0.04950727925425136
575,9.167418145831737,-0.18,0.835270211411272,0.2819372499597049,0.2158336033388043,-0.06610364662090062,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02857907268847593,-0.01100964502688628,0.07460431562655734,0.03501559791119513
575,9.167418145831737,-0.12,0.8869204367171575,0.2819372499597049,0.2368125323584827,-0.04512471760122228,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03084024317289658,-0.008748474542465634,0.05916608607887464,0.01957736836351243
575,9.167418145831737,-0.05999999999999994,0.9417645335842487,0.2819372499597049,0.2588662163197609,-0.02307103363994401,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03317360719877549,-0.006415110516586719,0.0428023157630899,0.003213598047727695
575,9.167418145831737,0,1,0.2819372499597049,0.2819372499597049,0,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03557464971323165,-0.004014068002130555,0.0255448308048033,-0.01404388691055891
575,9.167418145831737,0.05999999999999994,1.06183654654536,0.2819372499597049,0.3059554817064365,0.02401823174673157,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03803863916244798,-0.001550078552914225,0.007436393454042456,-0.03215232426131975
575,9.167418145831737,0.12,1.127496851579376,0.2819372499597049,0.3308385013326133,0.04890125137290835,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04056067748081993,0.0009719597654577194,-0.01146939936695757,-0.05105811708231978
575,9.167418145831737,0.18,1.19721736312181,0.2819372499597049,0.3564923900164493,0.07455514005674435,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04313574813718446,0.00354703042182225,-0.03110844484064423,-0.07069716255600644
575,9.167418145831737,0.24,1.271249150321405,0.2819372499597049,0.3828127243963961,0.1008754744366912,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0457587615929369,0.006170043877574694,-0.05140669220548011,-0.09099540992084232
575,9.167418145831737,0.2999999999999999,1.349858807576003,0.2819372499597049,0.4096858183994793,0.1277485684397743,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04842459767376039,0.008835879958398185,-0.07228092478476733,-0.1118696425001295
575,9.167418145831737,0.36,1.43332941456034,0.2819372499597049,0.4369901791149412,0.1550529291552363,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05112814449729508,0.01153942678193287,-0.09363975395785534,-0.1332284716732176
575,9.167418145831737,0.42,1.521961555618634,0.2819372499597049,0.4645981460771036,0.1826608961173987,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0538643337265382,0.014275616011176,-0.1153848060931503,-0.1549735238085125
575,9.167418145831737,0.4800000000000001,1.616074402192893,0.2819372499597049,0.4923776773006162,0.2104404273409113,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0566281720329902,0.01703945431762799,-0.1374120770919501,-0.1770007948073123
575,9.167418145831737,0.5399999999999999,1.716006862184858,0.2819372499597049,0.5201942405311055,0.2382569905714006,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05941476875157914,0.01982605103621693,-0.1596134235678168,-0.199202141283179
575,9.167418145831737,0.6,1.822118800390509,0.2819372499597049,0.5479127646426654,0.2659755146829604,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.06221935979112481,0.0226306420757626,-0.1818781550498132,-0.2214668727651754
645,9.333155350310616,-0.6,0.5488116360940264,0.2386531272429717,0.07954664250771337,-0.1591064847352583,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0172958382196966,-0.02229287949566561,0.140730820357143,0.1011421026417808
645,9.333155350310616,-0.54,0.5827482523739896,0.2386531272429717,0.09038645532838474,-0.148266671914587,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.01877234614274181,-0.0208163715726204,0.1333831158109581,0.09379439809559587
645,9.333155350310616,-0.48,0.6187833918061408,0.2386531272429717,0.1022864500231778,-0.1363666772197939,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02034395215127516,-0.01924476556408705,0.1252356466519042,0.08564692893654202
645,9.333155350310616,-0.42,0.6570468198150567,0.2386531272429717,0.1152869430090119,-0.1233661842339598,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02201011924002405,-0.01757859847533816,0.116247030685028,0.07665831296966574
645,9.333155350310616,-0.36,0.697676326071031,0.2386531272429717,0.1294208081895657,-0.109232319053406,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0237697271440348,-0.01581899057132741,0.1063805344492039,0.06679181673384171
645,9.333155350310616,-0.3,0.7408182206817179,0.2386531272429717,0.1447123099029169,-0.09394081734005477,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0256210921978044,-0.01396762551755781,0.09560511717645914,0.05601639946109693
645,9.333155350310616,-0.24,0.7866278610665535,0.2386531272429717,0.1611760083178978,-0.07747711892507392,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02756199538605508,-0.01202672232930713,0.08389645552725145,0.04430773781188924
645,9.333155350310616,-0.18,0.835270211411272,0.2386531272429717,0.1788157709898388,-0.05983735625313291,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02958971745652828,-0.009999000258833934,0.07123792039953059,0.03164920268416838
645,9.333155350310616,-0.12,0.8869204367171575,0.2386531272429717,0.1976239238353283,-0.04102920340764338,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03170107984910742,-0.007887637866254793,0.05762147602756085,0.01803275831219864
645,9.333155350310616,-0.05999999999999994,0.9417645335842487,0.2386531272429717,0.2175805731295634,-0.02107255411340836,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03389249013826257,-0.005696227577099644,0.04304847150022117,0.003459753784858965
645,9.333155350310616,0,1,0.2386531272429717,0.2386531272429717,0,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0361599906829787,-0.003428727032383505,0.02753029582540911,-0.0120584218899531
645,9.333155350310616,0.05999999999999994,1.06183654654536,0.2386531272429717,0.2607960427447776,0.02214291550180592,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03849930922347711,-0.001089408491885102,0.01108886979040258,-0.02849984792495963
645,9.333155350310616,0.12,1.127496851579376,0.2386531272429717,0.2839508142923926,0.04529768704942083,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04090591024783485,0.001317192532472644,-0.006243048887674463,-0.04583176660303667
645,9.333155350310616,0.18,1.19721736312181,0.2386531272429717,0.3080462215377199,0.06939309429474816,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04337504606567688,0.003786328350314672,-0.0244217663206866,-0.06401048403604881
645,9.333155350310616,0.24,1.271249150321405,0.2386531272429717,0.332998839304445,0.09434571206147324,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04590180666053278,0.006313088945170575,-0.04339277305929556,-0.08298149077465777
645,9.333155350310616,0.2999999999999999,1.349858807576003,0.2386531272429717,0.3587138097613957,0.1200606825184239,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.048481167538306,0.008892449822943793,-0.06309109244923106,-0.1026798101645933
645,9.333155350310616,0.36,1.43332941456034,0.2386531272429717,0.3850858675079322,0.1464327402649604,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05110803493930904,0.01151931722394683,-0.08344185800133497,-0.1230305757166972
645,9.333155350310616,0.42,1.521961555618634,0.2386531272429717,0.4120006006949425,0.1733474734519708,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05377728792834946,0.01418857021298725,-0.1043611140774016,-0.1439498317927638
645,9.333155350310616,0.4800000000000001,1.616074402192893,0.2386531272429717,0.4393359238358509,0.2006827965928791,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05648381701603644,0.01689509930067423,-0.1257568271612703,-0.1653455448766326
645,9.333155350310616,0.5399999999999999,1.716006862184858,0.2386531272429717,0.4669637311194116,0.2283106038764399,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05922255909182128,0.01963384137645907,-0.1475300881682891,-0.1871188058836513
645,9.333155350310616,0.6,1.822118800390509,0.2386531272429717,0.4947516931032973,0.2560985658603255,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.06198852856165493,0.02239981084629272,-0.1695764799296338,-0.209165197644996
724,9.499845887083206,-0.6,0.5488116360940264,0.1990678315470423,0.06148318582454282,-0.1375846457224995,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.01955443313904315,-0.02003428457631906,0.1256150205584396,0.08602630284307744
724,9.499845887083206,-0.54,0.5827482523739896,0.1990678315470423,0.07041694390334807,-0.1286508876436943,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0208484897693203,-0.01874022794604191,0.119678380107774,0.08008966239241178
724,9.499845887083206,-0.48,0.6187833918061408,0.1990678315470423,0.08031673632809599,-0.1187510952189463,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02223700447231314,-0.01735171324304907,0.1130309656463957,0.07344224793103349
724,9.499845887083206,-0.42,0.6570468198150567,0.1990678315470423,0.09123380535711212,-0.1078340261899302,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02372058503500385,-0.01586813268035836,0.1056253354810107,0.06603661776564851
724,9.499845887083206,-0.36,0.697676326071031,0.1990678315470423,0.1032142818711246,-0.09585354967591775,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02529924413101103,-0.01428947358435118,0.09741672848383853,0.05782801076847632
724,9.499845887083206,-0.3,0.7408182206817179,0.1990678315470423,0.1162979703973551,-0.08276986114968721,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02697240092380038,-0.01261631679156183,0.08836407204015884,0.04877535432479663
724,9.499845887083206,-0.24,0.7866278610665535,0.1990678315470423,0.1305171444648469,-0.06855068708219547,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02873889248891759,-0.01084982522644462,0.07843101990771151,0.0388423021923493
724,9.499845887083206,-0.18,0.835270211411272,0.1990678315470423,0.1458953837853184,-0.05317244776172392,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03059699431725349,-0.00899172339810872,0.0675869956961852,0.02799827798082299
724,9.499845887083206,-0.12,0.8869204367171575,0.1990678315470423,0.1624464863778352,-0.03662134516920712,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03254444893121466,-0.007044268784147545,0.05580821504691491,0.0162194973315527
724,9.499845887083206,-0.05999999999999994,0.9417645335842487,0.1990678315470423,0.180173489354705,-0.01889434219233732,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03457850147369945,-0.005010216241662757,0.04307865769856256,0.003489939983200352
724,9.499845887083206,0,1,0.1990678315470423,0.1990678315470423,0,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03669594101776641,-0.0028927766975958,0.02939095961278149,-0.01019775810258072
724,9.499845887083206,0.05999999999999994,1.06183654654536,0.1990678315470423,0.2191086894014362,0.02004085785439391,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03889314629207052,-0.0006955714232916854,0.01474719532561597,-0.02484152238974624
724,9.499845887083206,0.12,1.127496851579376,0.1990678315470423,0.2402625146012489,0.04119468305420659,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04116613451804596,0.001577416802683751,-0.0008404782299743507,-0.04042919594533656
724,9.499845887083206,0.18,1.19721736312181,0.1990678315470423,0.2624827976900294,0.06341496614298703,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04351061210299445,0.003921894387632241,-0.01734934297761503,-0.05693806069297724
724,9.499845887083206,0.24,1.271249150321405,0.1990678315470423,0.2857100766879715,0.08664224514092922,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04592202602001483,0.006333308304652618,-0.03474582924834446,-0.07433454696370667
724,9.499845887083206,0.2999999999999999,1.349858807576003,0.1990678315470423,0.3098722034382645,0.1108043718912222,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04839561482107635,0.00880689710571414,-0.0529854324684883,-0.09257415018385051
724,9.499845887083206,0.36,1.43332941456034,0.1990678315470423,0.3348848733938263,0.135817041846784,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05092645836554421,0.011337740650182,-0.07201285050171724,-0.1116015682170794
724,9.499845887083206,0.42,1.521961555618634,0.1990678315470423,0.3606524169951885,0.1615845854481461,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05350952549261234,0.01392080777725013,-0.09176234906540781,-0.13135106678077
724,9.499845887083206,0.4800000000000001,1.616074402192893,0.1990678315470423,0.3870688429721649,0.1880010114251226,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05613971901629355,0.01655100130093135,-0.1121583559794002,-0.1517470736947624
724,9.499845887083206,0.5399999999999999,1.716006862184858,0.1990678315470423,0.4140191161227856,0.2149512845757433,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0588119175679902,0.01922319985262799,-0.1331162780253946,-0.1727049957407568
724,9.499845887083206,0.6,1.822118800390509,0.1990678315470423,0.4413806446902588,0.2423128131432165,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.06152101394977183,0.02193229623440962,-0.1545435271689319,-0.1941322448842941
813,9.667111542075027,-0.6,0.5488116360940264,0.1636090337289527,0.04674987674502273,-0.11685915698393,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02181658030852396,-0.01777213740683825,0.1113757750608522,0.07178705734548996
813,9.667111542075027,-0.54,0.5827482523739896,0.1636090337289527,0.05397565513992186,-0.1096333785890309,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02293199622814146,-0.01665672148722075,0.1066725450851014,0.06708382736973917
813,9.667111542075027,-0.48,0.6187833918061408,0.1636090337289527,0.0620583743043861,-0.1015506594245666,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02413905096943925,-0.01544966674592296,0.1013543138597172,0.06176559614435495
813,9.667111542075027,-0.42,0.6570468198150567,0.1636090337289527,0.07105580285037516,-0.09255323087857759,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02543946853852297,-0.01414924917683924,0.09537111095666229,0.05578239324130008
813,9.667111542075027,-0.36,0.697676326071031,0.1636090337289527,0.08102287012499587,-0.08258616360395687,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02683440396386028,-0.01275431375150193,0.08867385881748502,0.04908514110212281
813,9.667111542075027,-0.3,0.7408182206817179,0.1636090337289527,0.092010510588728,-0.07159852314022475,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0283244249170248,-0.01126429279833741,0.08121526628289633,0.04162654856753412
813,9.667111542075027,-0.24,0.7866278610665535,0.1636090337289527,0.1040644653845516,-0.05954456834440114,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02990950374399703,-0.009679213971365175,0.07295078957726253,0.03336207186190032
813,9.667111542075027,-0.18,0.835270211411272,0.1636090337289527,0.1172240671142702,-0.0463849666146825,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03158901975069994,-0.007999697964662267,0.06383964298427891,0.0242509252689167
813,9.667111542075027,-0.12,0.8869204367171575,0.1636090337289527,0.1315210370073393,-0.03208799672161344,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03336177126589335,-0.006226946449468862,0.05384583788595032,0.01425712017058811
813,9.667111542075027,-0.05999999999999994,0.9417645335842487,0.1636090337289527,0.1469783261159412,-0.01663070761301155,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03522599672623938,-0.004362720989122826,0.04293922567550879,0.003350507960146576
813,9.667111542075027,0,1,0.1636090337289527,0.1636090337289527,0,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03717940380190232,-0.002409313913459887,0.03109651747125453,-0.008492200244107684
813,9.667111542075027,0.05999999999999994,1.06183654654536,0.1636090337289527,0.1814154367226096,0.01780640299365688,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03921920541304547,-0.0003695123023167435,0.01830225171925526,-0.02128646599610695
813,9.667111542075027,0.12,1.127496851579376,0.1636090337289527,0.2003881629468259,0.03677912921787319,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04134216137975588,0.001753443664393672,0.00454967982548482,-0.03503903788987739
813,9.667111542075027,0.18,1.19721736312181,0.1636090337289527,0.2205055399157476,0.05689650618679487,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04354462439887952,0.003955906683517307,-0.01015845997874387,-0.04974717769410608
813,9.667111542075027,0.24,1.271249150321405,0.1636090337289527,0.2417331470106798,0.07812411328172708,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04582258904564906,0.006233871330286855,-0.02580930917907476,-0.06539802689443697
813,9.667111542075027,0.2999999999999999,1.349858807576003,0.1636090337289527,0.2640235951487682,0.1004145614198154,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04817174254896506,0.008583024833602848,-0.04237942228507174,-0.08196814000043395
813,9.667111542075027,0.36,1.43332941456034,0.1636090337289527,0.2873165525137875,0.1237075187848348,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05058751617827428,0.01099879846291207,-0.05983448985897388,-0.09942320757433609
813,9.667111542075027,0.42,1.521961555618634,0.1636090337289527,0.3115390286322975,0.1479299949033448,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05306513619711761,0.0134764184817554,-0.0781292697737761,-0.1177179874891383
813,9.667111542075027,0.4800000000000001,1.616074402192893,0.1636090337289527,0.3366059220079358,0.1729968882789831,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05559967347509931,0.0160109557597371,-0.09720773982759146,-0.1367964575429537
813,9.667111542075027,0.5399999999999999,1.716006862184858,0.1636090337289527,0.36242082894058,0.1988117952116273,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.05818609099713612,0.01859737328177391,-0.1170034786987113,-0.1565921964140735
813,9.667111542075027,0.6,1.822118800390509,0.1636090337289527,0.3888771033317594,0.2252680696028067,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.06081928865846253,0.02123057094310032,-0.1374402755342575,-0.1770289932496197
912,9.832890014164741,-0.6,0.5488116360940264,0.1327873151031902,0.03508611263100958,-0.09770120247218061,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02401576815966155,-0.01557294955570065,0.09850324953533807,0.05891453181997586
912,9.832890014164741,-0.54,0.5827482523739896,0.1327873151031902,0.04083751194902108,-0.09194980315416912,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0249624315190109,-0.01462628619635131,0.09483865472137853,0.05524993700601633
912,9.832890014164741,-0.48,0.6187833918061408,0.1327873151031902,0.04733119429962984,-0.08545612080356035,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.0259959559454932,-0.01359276176986901,0.09065436956104644,0.05106565184568423
912,9.832890014164741,-0.42,0.6570468198150567,0.1327873151031902,0.05462739252712989,-0.0781599225760603,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02711906704029621,-0.012469650675066,0.08590090277289308,0.04631218505753087
912,9.832890014164741,-0.36,0.697676326071031,0.1327873151031902,0.06278551599936855,-0.07000179910382165,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02833398469148252,-0.01125473302387969,0.08052818069908763,0.04093946298372542
912,9.832890014164741,-0.3,0.7408182206817179,0.1327873151031902,0.07186313579964676,-0.06092417930354344,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.02964238559584609,-0.009946332119516121,0.07448627592059087,0.03489755820522866
912,9.832890014164741,-0.24,0.7866278610665535,0.1327873151031902,0.08191488793123691,-0.05087242717195328,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03104537551117748,-0.008543342204184734,0.06772622671443018,0.02813750899906797
912,9.832890014164741,-0.18,0.835270211411272,0.1327873151031902,0.09299131314203801,-0.03979600196115218,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03254347175791095,-0.007045245957451263,0.06020093690354822,0.02061221918818601
912,9.832890014164741,-0.12,0.8869204367171575,0.1327873151031902,0.1051376560100474,-0.02764965909314276,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03413659613133768,-0.005452121584024527,0.05186614179946436,0.01227742408410215
912,9.832890014164741,-0.05999999999999994,0.9417645335842487,0.1327873151031902,0.118392649598362,-0.01439466550482815,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03582407803947973,-0.003764639675882475,0.04268142216025805,0.003092704444895844
912,9.832890014164741,0,1,0.1327873151031902,0.1327873151031902,0,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03760466736446222,-0.001984050350899991,0.0326112445497867,-0.00697747316557551
912,9.832890014164741,0.05999999999999994,1.06183654654536,0.1327873151031902,0.1483438082976736,0.01555649319448338,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.03947655627064883,-0.0001121614447133767,0.02162600336447595,-0.01796271435088626
912,9.832890014164741,0.12,1.127496851579376,0.1327873151031902,0.1650743460506887,0.03228703094749852,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04143740896154935,0.00184869124618714,0.009703037267667525,-0.02988568044769468
912,9.832890014164741,0.18,1.19721736312181,0.1327873151031902,0.1829802466315276,0.05019293152833737,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04348439822418027,0.003895680508818056,-0.003172408997547116,-0.04276112671290933
912,9.832890014164741,0.24,1.271249150321405,0.1327873151031902,0.2020511167918329,0.06926380168864266,0.7482949549720432,0.7878836726874054,0.03958871771536221,0.04561424749716758,0.006025529781805372,-0.01700630731164898,-0.05659502502701119
