calls_per_instance_K,icc_rho,design_effect,naive_to_correct_se_ratio,nominal_alpha,normal_approx_actual_alpha_if_calls_treated_independent,alpha_inflation_ratio,omi_K6_scale_marker
3,0.15000000000000002,1.3,0.8770580193070292,0.05,0.08561398404618759,1.7122796809237517,False
3,0.2,1.4,0.8451542547285166,0.05,0.09762629091889075,1.952525818377815,False
3,0.25,1.5,0.8164965809277261,0.05,0.10953118385237515,2.190623677047503,False
3,0.30000000000000004,1.6,0.7905694150420948,0.05,0.12126455469551933,2.4252910939103867,False
3,0.35000000000000003,1.7000000000000002,0.7669649888473704,0.05,0.13278135363104626,2.6556270726209252,False
3,0.4,1.8,0.7453559924999299,0.05,0.14405087367543934,2.881017473508787,False
3,0.45,1.9,0.7254762501100117,0.05,0.15505315737066638,3.1010631474133277,False
3,0.5,2.0,0.7071067811865475,0.05,0.16577627289570396,3.315525457914079,False
3,0.55,2.1,0.6900655593423541,0.05,0.17621425408502422,3.5242850817004845,False
3,0.6000000000000001,2.2,0.674199862463242,0.05,0.18636554369790104,3.7273108739580207,False
3,0.65,2.3,0.6593804733957871,0.05,0.19623181692216551,3.9246363384433103,False
3,0.7000000000000001,2.4000000000000004,0.6454972243679028,0.05,0.20581709194004238,4.116341838800848,False
3,0.75,2.5,0.6324555320336759,0.05,0.21512705736149318,4.302541147229864,False
3,0.8,2.6,0.6201736729460422,0.05,0.22416856374437133,4.483371274887427,False
3,0.8500000000000001,2.7,0.6085806194501845,0.05,0.23294923950925384,4.658984790185077,False
3,0.9,2.8,0.5976143046671968,0.05,0.2414772013572022,4.829544027144044,False
4,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
4,0.05,1.15,0.9325048082403138,0.05,0.06759821622849227,1.3519643245698454,False
4,0.1,1.3,0.8770580193070292,0.05,0.08561398404618759,1.7122796809237517,False
4,0.15000000000000002,1.4500000000000002,0.8304547985373997,0.05,0.10359668173866221,2.071933634773244,False
4,0.2,1.6,0.7905694150420948,0.05,0.12126455469551933,2.4252910939103867,False
4,0.25,1.75,0.7559289460184544,0.05,0.13844848718485347,2.7689697436970695,False
4,0.30000000000000004,1.9000000000000001,0.7254762501100116,0.05,0.15505315737066638,3.1010631474133277,False
4,0.35000000000000003,2.05,0.6984302957695783,0.05,0.1710310905557475,3.42062181111495,False
4,0.4,2.2,0.674199862463242,0.05,0.18636554369790104,3.7273108739580207,False
4,0.45,2.35,0.6523280730534422,0.05,0.20105925616838305,4.021185123367661,False
4,0.5,2.5,0.6324555320336759,0.05,0.21512705736149318,4.302541147229864,False
4,0.55,2.6500000000000004,0.6142951168339511,0.05,0.22859100674928312,4.571820134985662,False
4,0.6000000000000001,2.8000000000000003,0.5976143046671968,0.05,0.2414772013572022,4.829544027144044,False
4,0.65,2.95,0.582222509739582,0.05,0.25381368588366104,5.076273717673221,False
4,0.7000000000000001,3.1,0.5679618342470648,0.05,0.26562909529463985,5.312581905892797,False
4,0.75,3.25,0.5547001962252291,0.05,0.2769517858659971,5.539035717319942,False
4,0.8,3.4000000000000004,0.5423261445466404,0.05,0.28780929275740696,5.756185855148139,False
4,0.8500000000000001,3.5500000000000003,0.5307448924342753,0.05,0.29822800599192667,5.964560119838533,False
4,0.9,3.7,0.5198752449100363,0.05,0.3082329922091591,6.164659844183182,False
5,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
5,0.05,1.2,0.9128709291752769,0.05,0.07358355449671006,1.4716710899342011,False
5,0.1,1.4,0.8451542547285166,0.05,0.09762629091889075,1.952525818377815,False
5,0.15000000000000002,1.6,0.7905694150420948,0.05,0.12126455469551933,2.4252910939103867,False
5,0.2,1.8,0.7453559924999299,0.05,0.14405087367543934,2.881017473508787,False
5,0.25,2.0,0.7071067811865475,0.05,0.16577627289570396,3.315525457914079,False
5,0.30000000000000004,2.2,0.674199862463242,0.05,0.18636554369790104,3.7273108739580207,False
5,0.35000000000000003,2.4000000000000004,0.6454972243679028,0.05,0.20581709194004238,4.116341838800848,False
5,0.4,2.6,0.6201736729460422,0.05,0.22416856374437133,4.483371274887427,False
5,0.45,2.8,0.5976143046671968,0.05,0.2414772013572022,4.829544027144044,False
5,0.5,3.0,0.5773502691896258,0.05,0.25780864053606933,5.156172810721387,False
5,0.55,3.2,0.5590169943749475,0.05,0.2732305813174507,5.464611626349014,False
5,0.6000000000000001,3.4000000000000004,0.5423261445466404,0.05,0.28780929275740696,5.756185855148139,False
5,0.65,3.6,0.5270462766947299,0.05,0.3016077732877436,6.0321554657548715,False
5,0.7000000000000001,3.8000000000000003,0.512989176042577,0.05,0.3146848781635172,6.293697563270344,False
5,0.75,4.0,0.5,0.05,0.32709500769114075,6.541900153822815,False
5,0.8,4.2,0.48795003647426655,0.05,0.33888811466375546,6.777762293275109,False
5,0.8500000000000001,4.4,0.4767312946227961,0.05,0.3501098867816541,7.002197735633082,False
5,0.9,4.6,0.4662524041201569,0.05,0.36080201798720424,7.216040359744085,False
6,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,True
6,0.05,1.25,0.8944271909999159,0.05,0.0795942691920557,1.591885383841114,True
6,0.1,1.5,0.8164965809277261,0.05,0.10953118385237515,2.190623677047503,True
6,0.15000000000000002,1.75,0.7559289460184544,0.05,0.13844848718485347,2.7689697436970695,True
6,0.2,2.0,0.7071067811865475,0.05,0.16577627289570396,3.315525457914079,True
6,0.25,2.25,0.6666666666666666,0.05,0.1913341023404609,3.8266820468092178,True
6,0.30000000000000004,2.5,0.6324555320336759,0.05,0.21512705736149318,4.302541147229864,True
6,0.35000000000000003,2.75,0.6030226891555273,0.05,0.23724428966716538,4.7448857933433075,True
6,0.4,3.0,0.5773502691896258,0.05,0.25780864053606933,5.156172810721387,True
6,0.45,3.25,0.5547001962252291,0.05,0.2769517858659971,5.539035717319942,True
6,0.5,3.5,0.5345224838248488,0.05,0.2948022806564168,5.896045613128336,True
6,0.55,3.75,0.5163977794943222,0.05,0.31148017903345604,6.229603580669121,True
6,0.6000000000000001,4.0,0.5,0.05,0.32709500769114075,6.541900153822815,True
6,0.65,4.25,0.48507125007266594,0.05,0.3417454257193451,6.8349085143869015,True
6,0.7000000000000001,4.5,0.47140452079103173,0.05,0.3555196992850713,7.1103939857014264,True
6,0.75,4.75,0.4588314677411235,0.05,0.36849653412685623,7.369930682537125,True
6,0.8,5.0,0.4472135954999579,0.05,0.3807460280580637,7.614920561161274,True
6,0.8500000000000001,5.25,0.4364357804719848,0.05,0.39233062283713904,7.846612456742781,True
6,0.9,5.5,0.42640143271122083,0.05,0.40330599763974706,8.06611995279494,True
7,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
7,0.05,1.3,0.8770580193070292,0.05,0.08561398404618759,1.7122796809237517,False
7,0.1,1.6,0.7905694150420948,0.05,0.12126455469551933,2.4252910939103867,False
7,0.15000000000000002,1.9000000000000001,0.7254762501100116,0.05,0.15505315737066638,3.1010631474133277,False
7,0.2,2.2,0.674199862463242,0.05,0.18636554369790104,3.7273108739580207,False
7,0.25,2.5,0.6324555320336759,0.05,0.21512705736149318,4.302541147229864,False
7,0.30000000000000004,2.8000000000000003,0.5976143046671968,0.05,0.2414772013572022,4.829544027144044,False
7,0.35000000000000003,3.1,0.5679618342470648,0.05,0.26562909529463985,5.312581905892797,False
7,0.4,3.4000000000000004,0.5423261445466404,0.05,0.28780929275740696,5.756185855148139,False
7,0.45,3.7,0.5198752449100363,0.05,0.3082329922091591,6.164659844183182,False
7,0.5,4.0,0.5,0.05,0.32709500769114075,6.541900153822815,False
7,0.55,4.300000000000001,0.48224282217041203,0.05,0.34456772163310645,6.891354432662129,False
7,0.6000000000000001,4.6000000000000005,0.4662524041201569,0.05,0.36080201798720424,7.216040359744085,False
7,0.65,4.9,0.45175395145262565,0.05,0.37592935438760566,7.518587087752113,False
7,0.7000000000000001,5.2,0.4385290096535146,0.05,0.39006413263324147,7.801282652664829,False
7,0.75,5.5,0.42640143271122083,0.05,0.40330599763974706,8.06611995279494,False
7,0.8,5.800000000000001,0.41522739926869984,0.05,0.4157419177489805,8.31483835497961,False
7,0.8500000000000001,6.1000000000000005,0.404888165089458,0.05,0.4274480035695669,8.548960071391338,False
7,0.9,6.4,0.3952847075210474,0.05,0.43849106958146633,8.769821391629327,False
8,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
8,0.05,1.35,0.8606629658238704,0.05,0.09162865644564056,1.832573128912811,False
8,0.1,1.7000000000000002,0.7669649888473704,0.05,0.13278135363104626,2.6556270726209252,False
8,0.15000000000000002,2.0500000000000003,0.6984302957695782,0.05,0.1710310905557475,3.42062181111495,False
8,0.2,2.4000000000000004,0.6454972243679028,0.05,0.20581709194004238,4.116341838800848,False
8,0.25,2.75,0.6030226891555273,0.05,0.23724428966716538,4.7448857933433075,False
8,0.30000000000000004,3.1000000000000005,0.5679618342470647,0.05,0.2656290952946403,5.312581905892806,False
8,0.35000000000000003,3.45,0.5383819020581655,0.05,0.2913296858148233,5.8265937162964665,False
8,0.4,3.8000000000000003,0.512989176042577,0.05,0.3146848781635172,6.293697563270344,False
8,0.45,4.15,0.490880693673816,0.05,0.33599511470271715,6.719902294054343,False
8,0.5,4.5,0.47140452079103173,0.05,0.3555196992850713,7.1103939857014264,False
8,0.55,4.8500000000000005,0.4540766091864998,0.05,0.373479954332002,7.46959908664004,False
8,0.6000000000000001,5.200000000000001,0.4385290096535146,0.05,0.39006413263324147,7.801282652664829,False
8,0.65,5.55,0.4244763599780089,0.05,0.40543243854209443,8.108648770841889,False
8,0.7000000000000001,5.9,0.41169348479630913,0.05,0.4197215619857473,8.394431239714946,False
8,0.75,6.25,0.4,0.05,0.4330485634966048,8.660971269932096,False
8,0.8,6.6000000000000005,0.3892494720807615,0.05,0.4455141219139027,8.910282438278054,False
8,0.8500000000000001,6.950000000000001,0.3793216209054408,0.05,0.45720521793440794,9.144104358688159,False
8,0.9,7.3,0.3701166050988026,0.05,0.4681973410539797,9.363946821079594,False
9,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
9,0.05,1.4,0.8451542547285166,0.05,0.09762629091889075,1.952525818377815,False
9,0.1,1.8,0.7453559924999299,0.05,0.14405087367543934,2.881017473508787,False
9,0.15000000000000002,2.2,0.674199862463242,0.05,0.18636554369790104,3.7273108739580207,False
9,0.2,2.6,0.6201736729460422,0.05,0.22416856374437133,4.483371274887427,False
9,0.25,3.0,0.5773502691896258,0.05,0.25780864053606933,5.156172810721387,False
9,0.30000000000000004,3.4000000000000004,0.5423261445466404,0.05,0.28780929275740696,5.756185855148139,False
9,0.35000000000000003,3.8000000000000003,0.512989176042577,0.05,0.3146848781635172,6.293697563270344,False
9,0.4,4.2,0.48795003647426655,0.05,0.33888811466375546,6.777762293275109,False
9,0.45,4.6,0.4662524041201569,0.05,0.36080201798720424,7.216040359744085,False
9,0.5,5.0,0.4472135954999579,0.05,0.3807460280580637,7.614920561161274,False
9,0.55,5.4,0.4303314829119352,0.05,0.3989856470613282,7.979712941226564,False
9,0.6000000000000001,5.800000000000001,0.41522739926869984,0.05,0.4157419177489805,8.31483835497961,False
9,0.65,6.2,0.40160966445124946,0.05,0.4311996360977548,8.623992721955096,False
9,0.7000000000000001,6.6000000000000005,0.3892494720807615,0.05,0.4455141219139027,8.910282438278054,False
9,0.75,7.0,0.3779644730092272,0.05,0.4588166832997733,9.176333665995466,False
9,0.8,7.4,0.3676073110469039,0.05,0.4712189907035689,9.424379814071377,False
9,0.8500000000000001,7.800000000000001,0.3580574370197164,0.05,0.48281657228151786,9.656331445630357,False
9,0.9,8.2,0.34921514788478913,0.05,0.4936916122717512,9.873832245435024,False
10,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
10,0.05,1.45,0.8304547985373997,0.05,0.10359668173866221,2.071933634773244,False
10,0.1,1.9,0.7254762501100117,0.05,0.15505315737066638,3.1010631474133277,False
10,0.15000000000000002,2.35,0.6523280730534422,0.05,0.20105925616838305,4.021185123367661,False
10,0.2,2.8,0.5976143046671968,0.05,0.2414772013572022,4.829544027144044,False
10,0.25,3.25,0.5547001962252291,0.05,0.2769517858659971,5.539035717319942,False
10,0.30000000000000004,3.7,0.5198752449100363,0.05,0.3082329922091591,6.164659844183182,False
10,0.35000000000000003,4.15,0.490880693673816,0.05,0.33599511470271715,6.719902294054343,False
10,0.4,4.6,0.4662524041201569,0.05,0.36080201798720424,7.216040359744085,False
10,0.45,5.05,0.4449941594899848,0.05,0.3831142652300512,7.662285304601024,False
10,0.5,5.5,0.42640143271122083,0.05,0.40330599763974706,8.06611995279494,False
10,0.55,5.95,0.4099600308453939,0.05,0.42168181279482075,8.433636255896415,False
10,0.6000000000000001,6.4,0.3952847075210474,0.05,0.43849106958146633,8.769821391629327,False
10,0.65,6.8500000000000005,0.38208035995043504,0.05,0.4539393342875919,9.078786685751838,False
10,0.7000000000000001,7.300000000000001,0.3701166050988026,0.05,0.4681973410539797,9.363946821079594,False
10,0.75,7.75,0.3592106040535498,0.05,0.4814079590888072,9.628159181776143,False
10,0.8,8.2,0.34921514788478913,0.05,0.4936916122717512,9.873832245435024,False
10,0.8500000000000001,8.65,0.34001020045902297,0.05,0.5051505119357798,10.103010238715594,False
10,0.9,9.1,0.33149677206589795,0.05,0.5158719821637692,10.317439643275383,False
11,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
11,0.05,1.5,0.8164965809277261,0.05,0.10953118385237515,2.190623677047503,False
11,0.1,2.0,0.7071067811865475,0.05,0.16577627289570396,3.315525457914079,False
11,0.15000000000000002,2.5,0.6324555320336759,0.05,0.21512705736149318,4.302541147229864,False
11,0.2,3.0,0.5773502691896258,0.05,0.25780864053606933,5.156172810721387,False
11,0.25,3.5,0.5345224838248488,0.05,0.2948022806564168,5.896045613128336,False
11,0.30000000000000004,4.0,0.5,0.05,0.32709500769114075,6.541900153822815,False
11,0.35000000000000003,4.5,0.47140452079103173,0.05,0.3555196992850713,7.1103939857014264,False
11,0.4,5.0,0.4472135954999579,0.05,0.3807460280580637,7.614920561161274,False
11,0.45,5.5,0.42640143271122083,0.05,0.40330599763974706,8.06611995279494,False
11,0.5,6.0,0.4082482904638631,0.05,0.42362276753788075,8.472455350757615,False
11,0.55,6.5,0.3922322702763681,0.05,0.4420351317797633,8.840702635595266,False
11,0.6000000000000001,7.000000000000001,0.3779644730092272,0.05,0.4588166832997733,9.176333665995466,False
11,0.65,7.5,0.3651483716701107,0.05,0.474190409795914,9.483808195918279,False
11,0.7000000000000001,8.0,0.35355339059327373,0.05,0.488339730008611,9.766794600172219,False
11,0.75,8.5,0.34299717028501764,0.05,0.5014168527260745,10.02833705452149,False
11,0.8,9.0,0.3333333333333333,0.05,0.5135491452916947,10.270982905833893,False
11,0.8500000000000001,9.5,0.3244428422615251,0.05,0.5248440236503682,10.496880473007364,False
11,0.9,10.0,0.31622776601683794,0.05,0.5353927396673628,10.707854793347256,False
12,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
12,0.05,1.55,0.8032193289024989,0.05,0.11542251041071605,2.308450208214321,False
12,0.1,2.1,0.6900655593423541,0.05,0.17621425408502422,3.5242850817004845,False
12,0.15000000000000002,2.6500000000000004,0.6142951168339511,0.05,0.22859100674928312,4.571820134985662,False
12,0.2,3.2,0.5590169943749475,0.05,0.2732305813174507,5.464611626349014,False
12,0.25,3.75,0.5163977794943222,0.05,0.31148017903345604,6.229603580669121,False
12,0.30000000000000004,4.300000000000001,0.48224282217041203,0.05,0.34456772163310645,6.891354432662129,False
12,0.35000000000000003,4.8500000000000005,0.4540766091864998,0.05,0.373479954332002,7.46959908664004,False
12,0.4,5.4,0.4303314829119352,0.05,0.3989856470613282,7.979712941226564,False
12,0.45,5.95,0.4099600308453939,0.05,0.42168181279482075,8.433636255896415,False
12,0.5,6.5,0.3922322702763681,0.05,0.4420351317797633,8.840702635595266,False
12,0.55,7.050000000000001,0.37662178857735473,0.05,0.46041410276917794,9.208282055383558,False
12,0.6000000000000001,7.600000000000001,0.3627381250550058,0.05,0.4771129516799122,9.542259033598244,False
12,0.65,8.15,0.3502847220520294,0.05,0.4923692205796617,9.847384411593234,False
12,0.7000000000000001,8.700000000000001,0.3390317518104052,0.05,0.5063767323164097,10.127534646328193,False
12,0.75,9.25,0.3287979746107146,0.05,0.5192952173246113,10.385904346492225,False
12,0.8,9.8,0.31943828249996997,0.05,0.5312575316305641,10.625150632611282,False
12,0.8500000000000001,10.350000000000001,0.3108349360801046,0.05,0.5423751261678986,10.847502523357972,False
12,0.9,10.9,0.3028912664076913,0.05,0.552742235482635,11.0548447096527,False
13,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
13,0.05,1.6,0.7905694150420948,0.05,0.12126455469551933,2.4252910939103867,False
13,0.1,2.2,0.674199862463242,0.05,0.18636554369790104,3.7273108739580207,False
13,0.15000000000000002,2.8000000000000003,0.5976143046671968,0.05,0.2414772013572022,4.829544027144044,False
13,0.2,3.4000000000000004,0.5423261445466404,0.05,0.28780929275740696,5.756185855148139,False
13,0.25,4.0,0.5,0.05,0.32709500769114075,6.541900153822815,False
13,0.30000000000000004,4.6000000000000005,0.4662524041201569,0.05,0.36080201798720424,7.216040359744085,False
13,0.35000000000000003,5.2,0.4385290096535146,0.05,0.39006413263324147,7.801282652664829,False
13,0.4,5.800000000000001,0.41522739926869984,0.05,0.4157419177489805,8.31483835497961,False
13,0.45,6.4,0.3952847075210474,0.05,0.43849106958146633,8.769821391629327,False
13,0.5,7.0,0.3779644730092272,0.05,0.4588166832997733,9.176333665995466,False
13,0.55,7.6000000000000005,0.3627381250550058,0.05,0.4771129516799122,9.542259033598244,False
13,0.6000000000000001,8.200000000000001,0.3492151478847891,0.05,0.4936916122717512,9.873832245435024,False
13,0.65,8.8,0.337099931231621,0.05,0.5088023348594652,10.176046697189305,False
13,0.7000000000000001,9.4,0.3261640365267211,0.05,0.5226474542126276,10.452949084252552,False
13,0.75,10.0,0.31622776601683794,0.05,0.5353927396673628,10.707854793347256,False
13,0.8,10.600000000000001,0.30714755841697555,0.05,0.5471753672242725,10.94350734448545,False
13,0.8500000000000001,11.200000000000001,0.2988071523335984,0.05,0.5581098959293835,11.16219791858767,False
13,0.9,11.8,0.291111254869791,0.05,0.5682928033861911,11.365856067723822,False
14,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
14,0.05,1.65,0.778498944161523,0.05,0.12705223407608934,2.541044681521787,False
14,0.1,2.3,0.6593804733957871,0.05,0.19623181692216551,3.9246363384433103,False
14,0.15000000000000002,2.95,0.582222509739582,0.05,0.25381368588366104,5.076273717673221,False
14,0.2,3.6,0.5270462766947299,0.05,0.3016077732877436,6.0321554657548715,False
14,0.25,4.25,0.48507125007266594,0.05,0.3417454257193451,6.8349085143869015,False
14,0.30000000000000004,4.9,0.45175395145262565,0.05,0.37592935438760566,7.518587087752113,False
14,0.35000000000000003,5.550000000000001,0.4244763599780088,0.05,0.40543243854209465,8.108648770841892,False
14,0.4,6.2,0.40160966445124946,0.05,0.4311996360977548,8.623992721955096,False
14,0.45,6.8500000000000005,0.38208035995043504,0.05,0.4539393342875919,9.078786685751838,False
14,0.5,7.5,0.3651483716701107,0.05,0.474190409795914,9.483808195918279,False
14,0.55,8.15,0.3502847220520294,0.05,0.4923692205796617,9.847384411593234,False
14,0.6000000000000001,8.8,0.337099931231621,0.05,0.5088023348594652,10.176046697189305,False
14,0.65,9.450000000000001,0.3253000243161777,0.05,0.5237495066599422,10.474990133198844,False
14,0.7000000000000001,10.100000000000001,0.31465838776377625,0.05,0.5374200158765461,10.74840031753092,False
14,0.75,10.75,0.30499714066520933,0.05,0.5499844609752478,10.999689219504955,False
14,0.8,11.4,0.29617443887954614,0.05,0.5615833969341202,11.231667938682403,False
14,0.8500000000000001,12.05,0.2880756009578387,0.05,0.5723337536310886,11.446675072621773,False
14,0.9,12.700000000000001,0.28060676663315687,0.05,0.5823336700145265,11.64667340029053,False
15,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
15,0.05,1.7000000000000002,0.7669649888473704,0.05,0.13278135363104626,2.6556270726209252,False
15,0.1,2.4000000000000004,0.6454972243679028,0.05,0.20581709194004238,4.116341838800848,False
15,0.15000000000000002,3.1000000000000005,0.5679618342470647,0.05,0.2656290952946403,5.312581905892806,False
15,0.2,3.8000000000000003,0.512989176042577,0.05,0.3146848781635172,6.293697563270344,False
15,0.25,4.5,0.47140452079103173,0.05,0.3555196992850713,7.1103939857014264,False
15,0.30000000000000004,5.200000000000001,0.4385290096535146,0.05,0.39006413263324147,7.801282652664829,False
15,0.35000000000000003,5.9,0.41169348479630913,0.05,0.4197215619857473,8.394431239714946,False
15,0.4,6.6000000000000005,0.3892494720807615,0.05,0.4455141219139027,8.910282438278054,False
15,0.45,7.3,0.3701166050988026,0.05,0.4681973410539797,9.363946821079594,False
15,0.5,8.0,0.35355339059327373,0.05,0.488339730008611,9.766794600172219,False
15,0.55,8.700000000000001,0.3390317518104052,0.05,0.5063767323164097,10.127534646328193,False
15,0.6000000000000001,9.400000000000002,0.3261640365267211,0.05,0.5226474542126276,10.452949084252552,False
15,0.65,10.1,0.3146583877637763,0.05,0.5374200158765459,10.748400317530917,False
15,0.7000000000000001,10.8,0.30429030972509225,0.05,0.5509093442485473,11.018186884970946,False
15,0.75,11.5,0.29488391230979427,0.05,0.5632898776759434,11.265797553518867,False
15,0.8,12.200000000000001,0.2862991671569341,0.05,0.5747047897799347,11.494095795598692,False
15,0.8500000000000001,12.900000000000002,0.27842302319485224,0.05,0.5852727921225227,11.705455842450453,False
15,0.9,13.6,0.2711630722733202,0.05,0.5950932250278103,11.901864500556204,False
16,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
16,0.05,1.75,0.7559289460184544,0.05,0.13844848718485347,2.7689697436970695,False
16,0.1,2.5,0.6324555320336759,0.05,0.21512705736149318,4.302541147229864,False
16,0.15000000000000002,3.2500000000000004,0.554700196225229,0.05,0.27695178586599734,5.539035717319947,False
16,0.2,4.0,0.5,0.05,0.32709500769114075,6.541900153822815,False
16,0.25,4.75,0.4588314677411235,0.05,0.36849653412685623,7.369930682537125,False
16,0.30000000000000004,5.500000000000001,0.42640143271122083,0.05,0.40330599763974706,8.06611995279494,False
16,0.35000000000000003,6.250000000000001,0.4,0.05,0.4330485634966048,8.660971269932096,False
16,0.4,7.0,0.3779644730092272,0.05,0.4588166832997733,9.176333665995466,False
16,0.45,7.75,0.3592106040535498,0.05,0.4814079590888072,9.628159181776143,False
16,0.5,8.5,0.34299717028501764,0.05,0.5014168527260745,10.02833705452149,False
16,0.55,9.25,0.3287979746107146,0.05,0.5192952173246113,10.385904346492225,False
16,0.6000000000000001,10.000000000000002,0.31622776601683794,0.05,0.5353927396673628,10.707854793347256,False
16,0.65,10.75,0.30499714066520933,0.05,0.5499844609752478,10.999689219504955,False
16,0.7000000000000001,11.500000000000002,0.2948839123097942,0.05,0.5632898776759436,11.265797553518873,False
16,0.75,12.25,0.2857142857142857,0.05,0.5754864565302427,11.509729130604853,False
16,0.8,13.0,0.2773500981126146,0.05,0.5867193729535258,11.734387459070517,False
16,0.8500000000000001,13.750000000000002,0.2696799449852968,0.05,0.5971086471865004,11.942172943730007,False
16,0.9,14.5,0.2626128657194451,0.05,0.6067544553325463,12.135089106650927,False
17,0.0,1.0,1.0,0.05,0.050000000000000044,1.0000000000000009,False
17,0.05,1.8,0.7453559924999299,0.05,0.14405087367543934,2.881017473508787,False
17,0.1,2.6,0.6201736729460422,0.05,0.22416856374437133,4.483371274887427,False
17,0.15000000000000002,3.4000000000000004,0.5423261445466404,0.05,0.28780929275740696,5.756185855148139,False
17,0.2,4.2,0.48795003647426655,0.05,0.33888811466375546,6.777762293275109,False
17,0.25,5.0,0.4472135954999579,0.05,0.3807460280580637,7.614920561161274,False
17,0.30000000000000004,5.800000000000001,0.41522739926869984,0.05,0.4157419177489805,8.31483835497961,False
17,0.35000000000000003,6.6000000000000005,0.3892494720807615,0.05,0.4455141219139027,8.910282438278054,False
