treatment_correct_retention,treatment_incorrect_retention,delta_correct_retention_vs_control,delta_incorrect_retention_vs_control,latent_accuracy_both_arms,control_retained_accuracy,treatment_retained_accuracy,apparent_effect_treatment_minus_control,boundary_margin_a1b0_minus_a0b1,sign
0.25,0.1,-0.75,-0.8,0.7482949549720435,0.7676162430747762,0.8814078341166365,0.11379159104186032,0.125,positive
0.25,0.15000000000000002,-0.75,-0.75,0.7482949549720435,0.7676162430747762,0.8320693791946753,0.06445313611989911,0.07499999999999998,positive
0.25,0.2,-0.75,-0.7,0.7482949549720435,0.7676162430747762,0.78796174423462,0.020345501159843793,0.024999999999999994,positive
0.25,0.25,-0.75,-0.65,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.024999999999999994,negative
0.25,0.3,-0.75,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.7124304854863188,-0.05518575758845734,-0.07499999999999998,negative
0.25,0.35000000000000003,-0.75,-0.55,0.7482949549720435,0.7676162430747762,0.6798466248445979,-0.08776961823017826,-0.12500000000000003,negative
0.25,0.4,-0.75,-0.5,0.7482949549720435,0.7676162430747762,0.6501129320683333,-0.11750331100644285,-0.17500000000000002,negative
0.25,0.45,-0.75,-0.45,0.7482949549720435,0.7676162430747762,0.6228711136131536,-0.14474512946162255,-0.225,negative
0.25,0.5,-0.75,-0.4,0.7482949549720435,0.7676162430747762,0.5978205152599113,-0.16979572781486485,-0.275,negative
0.25,0.55,-0.75,-0.35,0.7482949549720435,0.7676162430747762,0.5747069795679924,-0.19290926350678372,-0.32500000000000007,negative
0.25,0.6000000000000001,-0.75,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.5533141919373619,-0.2143020511374143,-0.3750000000000001,negative
0.25,0.6500000000000001,-0.75,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.5334568901022048,-0.2341593529725714,-0.42500000000000016,negative
0.25,0.7000000000000001,-0.75,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.5149754851511626,-0.2526407579236135,-0.4750000000000001,negative
0.25,0.7500000000000001,-0.75,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.49773176322384116,-0.269884479850935,-0.5250000000000001,negative
0.25,0.8,-0.75,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.48160542278877744,-0.2860108202859987,-0.5750000000000001,negative
0.25,0.8500000000000001,-0.75,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.46649126394227225,-0.3011249791325039,-0.6250000000000001,negative
0.25,0.9000000000000001,-0.75,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.4522968908504793,-0.31531935222429686,-0.6750000000000002,negative
0.25,0.9500000000000001,-0.75,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.4389408212649538,-0.32867542180982234,-0.7250000000000001,negative
0.25,1.0,-0.75,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.42635092138059966,-0.3412653216941765,-0.775,negative
0.3,0.05,-0.7,-0.85,0.7482949549720435,0.7676162430747762,0.9469141866234273,0.17929794354865114,0.22000000000000003,positive
0.3,0.1,-0.7,-0.8,0.7482949549720435,0.7676162430747762,0.8991804605051882,0.13156421743041202,0.17,positive
0.3,0.15000000000000002,-0.7,-0.75,0.7482949549720435,0.7676162430747762,0.8560282723964152,0.08841202932163905,0.12,positive
0.3,0.2,-0.7,-0.7,0.7482949549720435,0.7676162430747762,0.8168282159288707,0.04921197285409451,0.07,positive
0.3,0.25,-0.7,-0.65,0.7482949549720435,0.7676162430747762,0.7810611259515816,0.013444882876805453,0.020000000000000018,positive
0.3,0.3,-0.7,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.02999999999999997,negative
0.3,0.35000000000000003,-0.7,-0.55,0.7482949549720435,0.7676162430747762,0.7181672355772798,-0.04944900749749637,-0.08000000000000002,negative
0.3,0.4,-0.7,-0.5,0.7482949549720435,0.7676162430747762,0.6903716154540794,-0.07724462762069673,-0.13,negative
0.3,0.45,-0.7,-0.45,0.7482949549720435,0.7676162430747762,0.6646474027531903,-0.10296884032158582,-0.18,negative
0.3,0.5,-0.7,-0.4,0.7482949549720435,0.7676162430747762,0.6407713648162449,-0.1268448782585313,-0.22999999999999998,negative
0.3,0.55,-0.7,-0.35,0.7482949549720435,0.7676162430747762,0.6185512332838656,-0.14906500979091053,-0.28,negative
0.3,0.6000000000000001,-0.7,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.5978205152599113,-0.16979572781486485,-0.33000000000000007,negative
0.3,0.6500000000000001,-0.7,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.5784343140611529,-0.1891819290136233,-0.3800000000000001,negative
0.3,0.7000000000000001,-0.7,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.560265937577832,-0.2073503054969441,-0.43000000000000005,negative
0.3,0.7500000000000001,-0.7,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.5432041263489805,-0.22441211672579564,-0.4800000000000001,negative
0.3,0.8,-0.7,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.5271507731511543,-0.24046546992362183,-0.53,negative
0.3,0.8500000000000001,-0.7,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.5120190353391537,-0.25559720773562244,-0.5800000000000001,negative
0.3,0.9000000000000001,-0.7,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.4977317632238411,-0.26988447985093506,-0.6300000000000001,negative
0.3,0.9500000000000001,-0.7,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.48422018443238124,-0.2833960586423949,-0.68,negative
0.3,1.0,-0.7,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.4714227968936355,-0.2961934461811407,-0.73,negative
0.35000000000000003,0.05,-0.6499999999999999,-0.85,0.7482949549720435,0.7676162430747762,0.9541501634102879,0.18653392033551175,0.26500000000000007,positive
0.35000000000000003,0.1,-0.6499999999999999,-0.8,0.7482949549720435,0.7676162430747762,0.9123204211816519,0.14470417810687575,0.21500000000000005,positive
0.35000000000000003,0.15000000000000002,-0.6499999999999999,-0.75,0.7482949549720435,0.7676162430747762,0.8740042585443465,0.10638801546957033,0.16500000000000004,positive
0.35000000000000003,0.2,-0.6499999999999999,-0.7,0.7482949549720435,0.7676162430747762,0.8387768226491799,0.07116057957440369,0.11500000000000005,positive
0.35000000000000003,0.25,-0.6499999999999999,-0.65,0.7482949549720435,0.7676162430747762,0.8062791029470083,0.03866285987223217,0.06500000000000006,positive
0.35000000000000003,0.3,-0.6499999999999999,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.7762056519098911,0.008589408835114942,0.015000000000000069,positive
0.35000000000000003,0.35000000000000003,-0.6499999999999999,-0.55,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.034999999999999976,negative
0.35000000000000003,0.4,-0.6499999999999999,-0.5,0.7482949549720435,0.7676162430747762,0.722321806013845,-0.04529443706093117,-0.08499999999999996,negative
0.35000000000000003,0.45,-0.6499999999999999,-0.45,0.7482949549720435,0.7676162430747762,0.6980912174514071,-0.06952502562336904,-0.13499999999999995,negative
0.35000000000000003,0.5,-0.6499999999999999,-0.4,0.7482949549720435,0.7676162430747762,0.6754335162746306,-0.09218272680014561,-0.18499999999999994,negative
0.35000000000000003,0.55,-0.6499999999999999,-0.35,0.7482949549720435,0.7676162430747762,0.654200365060671,-0.11341587801410513,-0.235,negative
0.35000000000000003,0.6000000000000001,-0.6499999999999999,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.6342615106216674,-0.1333547324531088,-0.28500000000000003,negative
0.35000000000000003,0.6500000000000001,-0.6499999999999999,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.6155021096392801,-0.15211413343549607,-0.3350000000000001,negative
0.35000000000000003,0.7000000000000001,-0.6499999999999999,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.5978205152599112,-0.16979572781486496,-0.385,negative
0.35000000000000003,0.7500000000000001,-0.6499999999999999,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.5811264345446253,-0.18648980853015085,-0.43500000000000005,negative
0.35000000000000003,0.8,-0.6499999999999999,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.5653393862505507,-0.20227685682422547,-0.485,negative
0.35000000000000003,0.8500000000000001,-0.6499999999999999,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.5503874033420129,-0.2172288397327633,-0.535,negative
0.35000000000000003,0.9000000000000001,-0.6499999999999999,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.5362059360908806,-0.23141030698389553,-0.5850000000000001,negative
0.35000000000000003,0.9500000000000001,-0.6499999999999999,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.5227369204957657,-0.24487932257901046,-0.635,negative
0.35000000000000003,1.0,-0.6499999999999999,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.5099279836637269,-0.2576882594110492,-0.6849999999999999,negative
0.4,0.05,-0.6,-0.85,0.7482949549720435,0.7676162430747762,0.959650138665426,0.19203389559064987,0.31000000000000005,positive
0.4,0.1,-0.6,-0.8,0.7482949549720435,0.7676162430747762,0.922430207694145,0.1548139646193688,0.26,positive
0.4,0.15000000000000002,-0.6,-0.75,0.7482949549720435,0.7676162430747762,0.8879896224043163,0.12037337932954018,0.21000000000000002,positive
0.4,0.2,-0.6,-0.7,0.7482949549720435,0.7676162430747762,0.8560282723964152,0.08841202932163905,0.16000000000000003,positive
0.4,0.25,-0.6,-0.65,0.7482949549720435,0.7676162430747762,0.8262877535522641,0.058671510477487976,0.11000000000000004,positive
0.4,0.3,-0.6,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.7985443663972539,0.03092812332247774,0.06000000000000005,positive
0.4,0.35000000000000003,-0.6,-0.55,0.7482949549720435,0.7676162430747762,0.7726034791609125,0.004987236086136382,0.010000000000000009,positive
0.4,0.4,-0.6,-0.5,0.7482949549720435,0.7676162430747762,0.7482949549720433,-0.019321288102732814,-0.03999999999999998,negative
0.4,0.45,-0.6,-0.45,0.7482949549720435,0.7676162430747762,0.7254694159703895,-0.042146827104386664,-0.08999999999999997,negative
0.4,0.5,-0.6,-0.4,0.7482949549720435,0.7676162430747762,0.7039951709228909,-0.06362107215188528,-0.13999999999999996,negative
0.4,0.55,-0.6,-0.35,0.7482949549720435,0.7676162430747762,0.6837556728166317,-0.08386057025814442,-0.19,negative
0.4,0.6000000000000001,-0.6,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.6646474027531903,-0.10296884032158582,-0.24000000000000005,negative
0.4,0.6500000000000001,-0.6,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.6465780990174886,-0.12103814405728752,-0.2900000000000001,negative
0.4,0.7000000000000001,-0.6,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.6294652673715714,-0.13815097570320478,-0.34,negative
0.4,0.7500000000000001,-0.6,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.6132349218149209,-0.15438132125985526,-0.39000000000000007,negative
0.4,0.8,-0.6,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.5978205152599113,-0.16979572781486485,-0.44,negative
0.4,0.8500000000000001,-0.6,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.5831620275255237,-0.18445421554925245,-0.49000000000000005,negative
0.4,0.9000000000000001,-0.6,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.5692051842935885,-0.1984110587811877,-0.54,negative
0.4,0.9500000000000001,-0.6,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.5559007856000537,-0.21171545747472242,-0.5900000000000001,negative
0.4,1.0,-0.6,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.5432041263489805,-0.22441211672579564,-0.6399999999999999,negative
0.45,0.05,-0.55,-0.85,0.7482949549720435,0.7676162430747762,0.9639719313052693,0.1963556882304931,0.35500000000000004,positive
0.45,0.1,-0.55,-0.8,0.7482949549720435,0.7676162430747762,0.930449628184067,0.1628333851092908,0.30500000000000005,positive
0.45,0.15000000000000002,-0.55,-0.75,0.7482949549720435,0.7676162430747762,0.8991804605051883,0.13156421743041213,0.255,positive
0.45,0.2,-0.55,-0.7,0.7482949549720435,0.7676162430747762,0.8699446540365423,0.10232841096176615,0.20500000000000002,positive
0.45,0.25,-0.55,-0.65,0.7482949549720435,0.7676162430747762,0.8425501172876917,0.07493387421291553,0.15500000000000003,positive
0.45,0.3,-0.55,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.8168282159288707,0.04921197285409451,0.10500000000000004,positive
0.45,0.35000000000000003,-0.55,-0.55,0.7482949549720435,0.7676162430747762,0.792630298287835,0.025014055213058883,0.05499999999999999,positive
0.45,0.4,-0.55,-0.5,0.7482949549720435,0.7676162430747762,0.7698248206549996,0.002208577580223414,0.0050000000000000044,positive
0.45,0.45,-0.55,-0.45,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.044999999999999984,negative
0.45,0.5,-0.55,-0.4,0.7482949549720435,0.7676162430747762,0.7279365870367563,-0.03967965603801982,-0.09499999999999997,negative
0.45,0.55,-0.55,-0.35,0.7482949549720435,0.7676162430747762,0.7086566328222892,-0.05895961025248697,-0.14500000000000002,negative
0.45,0.6000000000000001,-0.55,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.6903716154540794,-0.07724462762069673,-0.19500000000000006,negative
0.45,0.6500000000000001,-0.55,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.6730064569495574,-0.09460978612521875,-0.2450000000000001,negative
0.45,0.7000000000000001,-0.55,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.6564934478344205,-0.11112279524035562,-0.29500000000000004,negative
0.45,0.7500000000000001,-0.55,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.6407713648162447,-0.1268448782585314,-0.3450000000000001,negative
0.45,0.8,-0.55,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.6257847122756032,-0.141831530799173,-0.395,negative
0.45,0.8500000000000001,-0.55,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.6114830677666718,-0.15613317530810433,-0.44500000000000006,negative
0.45,0.9000000000000001,-0.55,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.5978205152599113,-0.16979572781486485,-0.4950000000000001,negative
0.45,0.9500000000000001,-0.55,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.5847551527036086,-0.1828610903711676,-0.545,negative
0.45,1.0,-0.55,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.572248662777781,-0.1953675802969952,-0.595,negative
0.5,0.05,-0.5,-0.85,0.7482949549720435,0.7676162430747762,0.9674574938098908,0.1998412507351146,0.4,positive
0.5,0.1,-0.5,-0.8,0.7482949549720435,0.7676162430747762,0.9369662633837998,0.16935002030902369,0.35,positive
0.5,0.15000000000000002,-0.5,-0.75,0.7482949549720435,0.7676162430747762,0.9083382852678089,0.14072204219303275,0.3,positive
0.5,0.2,-0.5,-0.7,0.7482949549720435,0.7676162430747762,0.8814078341166365,0.11379159104186032,0.25,positive
0.5,0.25,-0.5,-0.65,0.7482949549720435,0.7676162430747762,0.8560282723964152,0.08841202932163905,0.2,positive
0.5,0.3,-0.5,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.8320693791946753,0.06445313611989911,0.15000000000000002,positive
0.5,0.35000000000000003,-0.5,-0.55,0.7482949549720435,0.7676162430747762,0.8094151153918475,0.041798872317071356,0.09999999999999998,positive
0.5,0.4,-0.5,-0.5,0.7482949549720435,0.7676162430747762,0.78796174423462,0.020345501159843793,0.04999999999999999,positive
0.5,0.45,-0.5,-0.45,0.7482949549720435,0.7676162430747762,0.7676162430747762,0.0,0.0,zero
0.5,0.5,-0.5,-0.4,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.04999999999999999,negative
0.5,0.55,-0.5,-0.35,0.7482949549720435,0.7676162430747762,0.7299224389361105,-0.03769380413866563,-0.10000000000000003,negative
