treatment_sensitivity,treatment_false_positive_probability,control_sensitivity,control_false_positive_probability,worker_control_accuracy,worker_treatment_accuracy,worker_effect,measured_control_accuracy,measured_treatment_accuracy,measured_effect,distortion,zero_boundary_residual_m1_minus_m0,sign_reversed_relative_to_worker
0.1,0.6000000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.20236264280769828,-0.5210346148660225,-0.5680143742785826,-0.5210346148660225,True
0.1,0.65,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.21259890708846807,-0.5107983505852527,-0.5577781099978127,-0.5107983505852527,True
0.1,0.7000000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.22283517136923792,-0.5005620863044828,-0.5475418457170429,-0.5005620863044828,True
0.1,0.75,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2330714356500077,-0.49032582202371305,-0.537305581436273,-0.49032582202371305,True
0.1,0.8,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.24330769993077755,-0.4800895577429432,-0.5270693171555032,-0.4800895577429432,True
0.1,0.8500000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2535439642115474,-0.46985329346217336,-0.5168330528747334,-0.46985329346217336,True
0.1,0.9,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2637802284923172,-0.45961702918140357,-0.5065967885939636,-0.45961702918140357,True
0.1,0.9500000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.27401649277308704,-0.4493807649006337,-0.4963605243131938,-0.4493807649006337,True
0.1,1.0,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.28425275705385683,-0.43914450061986393,-0.486124260032424,-0.43914450061986393,True
0.15000000000000002,0.0,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.11929120715769054,-0.6041060505160303,-0.6510858099285903,-0.6041060505160303,True
0.15000000000000002,0.05,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.12952747143846036,-0.5938697862352604,-0.6408495456478205,-0.5938697862352604,True
0.15000000000000002,0.1,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.13976373571923018,-0.5836335219544906,-0.6306132813670506,-0.5836335219544906,True
0.15000000000000002,0.15000000000000002,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.15000000000000002,-0.5733972576737207,-0.6203770170862808,-0.5733972576737207,True
0.15000000000000002,0.2,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.16023626428076984,-0.5631609933929509,-0.6101407528055109,-0.5631609933929509,True
0.15000000000000002,0.25,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.17047252856153966,-0.552924729112181,-0.5999044885247411,-0.552924729112181,True
0.15000000000000002,0.30000000000000004,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.1807087928423095,-0.5426884648314112,-0.5896682242439713,-0.5426884648314112,True
0.15000000000000002,0.35000000000000003,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.1909450571230793,-0.5324522005506415,-0.5794319599632015,-0.5324522005506415,True
0.15000000000000002,0.4,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.20118132140384914,-0.5222159362698716,-0.5691956956824317,-0.5222159362698716,True
0.15000000000000002,0.45,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.21141758568461896,-0.5119796719891018,-0.5589594314016618,-0.5119796719891018,True
0.15000000000000002,0.5,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.22165384996538878,-0.501743407708332,-0.5487231671208921,-0.501743407708332,True
0.15000000000000002,0.55,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.23189011424615863,-0.49150714342756213,-0.5384869028401222,-0.49150714342756213,True
0.15000000000000002,0.6000000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.24212637852692845,-0.48127087914679234,-0.5282506385593524,-0.48127087914679234,True
0.15000000000000002,0.65,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.25236264280769827,-0.4710346148660225,-0.5180143742785825,-0.4710346148660225,True
0.15000000000000002,0.7000000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2625989070884681,-0.46079835058525265,-0.5077781099978127,-0.46079835058525265,True
0.15000000000000002,0.75,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2728351713692379,-0.45056208630448286,-0.4975418457170429,-0.45056208630448286,True
0.15000000000000002,0.8,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.28307143565000775,-0.440325822023713,-0.48730558143627306,-0.440325822023713,True
0.15000000000000002,0.8500000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.29330769993077754,-0.4300895577429432,-0.47706931715550327,-0.4300895577429432,True
0.15000000000000002,0.9,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3035439642115474,-0.41985329346217337,-0.4668330528747334,-0.41985329346217337,True
0.15000000000000002,0.9500000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.31378022849231724,-0.4096170291814035,-0.4565967885939636,-0.4096170291814035,True
0.15000000000000002,1.0,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.32401649277308703,-0.39938076490063373,-0.4463605243131938,-0.39938076490063373,True
0.2,0.0,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.1590549428769207,-0.5643423147968001,-0.6113220742093601,-0.5643423147968001,True
0.2,0.05,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.16929120715769053,-0.5541060505160302,-0.6010858099285903,-0.5541060505160302,True
0.2,0.1,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.17952747143846037,-0.5438697862352604,-0.5908495456478204,-0.5438697862352604,True
0.2,0.15000000000000002,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.1897637357192302,-0.5336335219544905,-0.5806132813670506,-0.5336335219544905,True
0.2,0.2,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2,-0.5233972576737207,-0.5703770170862807,-0.5233972576737207,True
0.2,0.25,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.21023626428076983,-0.513160993392951,-0.560140752805511,-0.513160993392951,True
0.2,0.30000000000000004,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.22047252856153965,-0.5029247291121811,-0.5499044885247412,-0.5029247291121811,True
0.2,0.35000000000000003,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2307087928423095,-0.49268846483141127,-0.5396682242439713,-0.49268846483141127,True
0.2,0.4,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.24094505712307931,-0.4824522005506414,-0.5294319599632015,-0.4824522005506414,True
0.2,0.45,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.25118132140384913,-0.47221593626987163,-0.5191956956824317,-0.47221593626987163,True
0.2,0.5,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2614175856846189,-0.46197967198910184,-0.5089594314016619,-0.46197967198910184,True
0.2,0.55,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.27165384996538877,-0.451743407708332,-0.49872316712089204,-0.451743407708332,True
0.2,0.6000000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2818901142461586,-0.44150714342756214,-0.4884869028401222,-0.44150714342756214,True
0.2,0.65,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.29212637852692847,-0.4312708791467923,-0.47825063855935235,-0.4312708791467923,True
0.2,0.7000000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.30236264280769826,-0.4210346148660225,-0.46801437427858256,-0.4210346148660225,True
0.2,0.75,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.31259890708846805,-0.4107983505852527,-0.45777810999781277,-0.4107983505852527,True
0.2,0.8,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3228351713692379,-0.40056208630448287,-0.4475418457170429,-0.40056208630448287,True
0.2,0.8500000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.33307143565000774,-0.390325822023713,-0.43730558143627307,-0.390325822023713,True
0.2,0.9,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3433076999307776,-0.3800895577429432,-0.4270693171555032,-0.3800895577429432,True
0.2,0.9500000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3535439642115474,-0.3698532934621734,-0.41683305287473343,-0.3698532934621734,True
0.2,1.0,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.36378022849231717,-0.3596170291814036,-0.40659678859396364,-0.3596170291814036,True
0.25,0.0,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.19881867859615088,-0.5245785790775699,-0.5715583384901299,-0.5245785790775699,True
0.25,0.05,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2090549428769207,-0.5143423147968,-0.5613220742093601,-0.5143423147968,True
0.25,0.1,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.21929120715769052,-0.5041060505160302,-0.5510858099285902,-0.5041060505160302,True
0.25,0.15000000000000002,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.22952747143846036,-0.4938697862352604,-0.5408495456478204,-0.4938697862352604,True
0.25,0.2,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.23976373571923018,-0.4836335219544906,-0.5306132813670507,-0.4836335219544906,True
0.25,0.25,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.25,-0.47339725767372076,-0.5203770170862808,-0.47339725767372076,True
0.25,0.30000000000000004,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.26023626428076985,-0.4631609933929509,-0.510140752805511,-0.4631609933929509,True
0.25,0.35000000000000003,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.27047252856153964,-0.4529247291121811,-0.4999044885247412,-0.4529247291121811,True
0.25,0.4,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2807087928423095,-0.4426884648314113,-0.48966822424397133,-0.4426884648314113,True
0.25,0.45,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2909450571230793,-0.4324522005506415,-0.47943195996320154,-0.4324522005506415,True
0.25,0.5,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3011813214038491,-0.42221593626987164,-0.4691956956824317,-0.42221593626987164,True
0.25,0.55,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.31141758568461897,-0.4119796719891018,-0.45895943140166184,-0.4119796719891018,True
0.25,0.6000000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3216538499653888,-0.40174340770833195,-0.448723167120892,-0.40174340770833195,True
0.25,0.65,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3318901142461586,-0.39150714342756215,-0.4384869028401222,-0.39150714342756215,True
0.25,0.7000000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3421263785269284,-0.38127087914679236,-0.4282506385593524,-0.38127087914679236,True
0.25,0.75,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.35236264280769825,-0.3710346148660225,-0.41801437427858257,-0.3710346148660225,True
0.25,0.8,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3625989070884681,-0.36079835058525267,-0.4077781099978127,-0.36079835058525267,True
0.25,0.8500000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.37283517136923794,-0.3505620863044828,-0.3975418457170429,-0.3505620863044828,True
0.25,0.9,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.38307143565000773,-0.34032582202371303,-0.3873055814362731,-0.34032582202371303,True
0.25,0.9500000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3933076999307775,-0.33008955774294324,-0.3770693171555033,-0.33008955774294324,True
0.25,1.0,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.40354396421154737,-0.3198532934621734,-0.36683305287473345,-0.3198532934621734,True
0.30000000000000004,0.0,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.23858241431538108,-0.4848148433583397,-0.5317946027708997,-0.4848148433583397,True
0.30000000000000004,0.05,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2488186785961509,-0.47457857907756984,-0.5215583384901299,-0.47457857907756984,True
0.30000000000000004,0.1,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2590549428769207,-0.46434231479680005,-0.51132207420936,-0.46434231479680005,True
0.30000000000000004,0.15000000000000002,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.26929120715769056,-0.4541060505160302,-0.5010858099285902,-0.4541060505160302,True
0.30000000000000004,0.2,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.27952747143846035,-0.4438697862352604,-0.49084954564782046,-0.4438697862352604,True
0.30000000000000004,0.25,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.2897637357192302,-0.43363352195449056,-0.4806132813670506,-0.43363352195449056,True
0.30000000000000004,0.30000000000000004,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.30000000000000004,-0.4233972576737207,-0.47037701708628077,-0.4233972576737207,True
0.30000000000000004,0.35000000000000003,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.31023626428076984,-0.4131609933929509,-0.460140752805511,-0.4131609933929509,True
0.30000000000000004,0.4,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3204725285615397,-0.4029247291121811,-0.44990448852474113,-0.4029247291121811,True
0.30000000000000004,0.45,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3307087928423095,-0.3926884648314113,-0.43966822424397134,-0.3926884648314113,True
0.30000000000000004,0.5,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3409450571230793,-0.38245220055064144,-0.4294319599632015,-0.38245220055064144,True
0.30000000000000004,0.55,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.35118132140384917,-0.3722159362698716,-0.41919569568243165,-0.3722159362698716,True
0.30000000000000004,0.6000000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.361417585684619,-0.36197967198910175,-0.4089594314016618,-0.36197967198910175,True
0.30000000000000004,0.65,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3716538499653888,-0.35174340770833196,-0.398723167120892,-0.35174340770833196,True
0.30000000000000004,0.7000000000000001,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.3818901142461586,-0.34150714342756217,-0.3884869028401222,-0.34150714342756217,True
0.30000000000000004,0.75,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.39212637852692844,-0.3312708791467923,-0.37825063855935237,-0.3312708791467923,True
0.30000000000000004,0.8,0.96,0.02,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7233972576737208,0.4023626428076983,-0.32103461486602247,-0.3680143742785825,-0.32103461486602247,True
