treatment_correct_extraction_retention,treatment_incorrect_extraction_retention,control_correct_extraction_retention,control_incorrect_extraction_retention,latent_accuracy_both_arms,complete_case_control_accuracy,complete_case_treatment_accuracy,complete_case_apparent_effect,boundary_margin_correct_minus_incorrect_retention,sign
0.1,0.5,1.0,1.0,0.7482949549720435,0.7482949549720435,0.37287593696130067,-0.3754190180107428,-0.4,negative
0.1,0.55,1.0,1.0,0.7482949549720435,0.7482949549720435,0.35087191487504027,-0.3974230400970032,-0.45000000000000007,negative
0.1,0.6000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.3313201670907751,-0.41697478788126835,-0.5000000000000001,negative
0.1,0.6500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.3138323848678629,-0.43446257010418055,-0.5500000000000002,negative
0.1,0.7000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.2980981322171853,-0.4501968227548582,-0.6000000000000001,negative
0.1,0.7500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.2838662567994666,-0.46442869817257687,-0.6500000000000001,negative
0.1,0.8,1.0,1.0,0.7482949549720435,0.7482949549720435,0.2709313830975883,-0.47736357187445516,-0.7000000000000001,negative
0.1,0.8500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.25912393743077805,-0.4891710175412654,-0.7500000000000001,negative
0.1,0.9000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.24830267235885767,-0.4999922826131858,-0.8000000000000002,negative
0.1,0.9500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.23834898912703759,-0.5099459658450058,-0.8500000000000001,negative
0.1,1.0,1.0,1.0,0.7482949549720435,0.7482949549720435,0.22916257305232432,-0.5191323819197191,-0.9,negative
0.15000000000000002,0.05,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8991804605051882,0.15088550553314473,0.10000000000000002,positive
0.15000000000000002,0.1,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8168282159288708,0.06853326095682732,0.05000000000000002,positive
0.15000000000000002,0.15000000000000002,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7482949549720435,0.0,0.0,zero
0.15000000000000002,0.2,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6903716154540793,-0.057923339517964134,-0.04999999999999999,negative
0.15000000000000002,0.25,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6407713648162447,-0.10752359015579871,-0.09999999999999998,negative
0.15000000000000002,0.3,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5978205152599114,-0.15047443971213204,-0.14999999999999997,negative
0.15000000000000002,0.35000000000000003,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5602659375778322,-0.1880290173942113,-0.2,negative
0.15000000000000002,0.4,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5271507731511544,-0.22114418182088902,-0.25,negative
0.15000000000000002,0.45,1.0,1.0,0.7482949549720435,0.7482949549720435,0.49773176322384116,-0.2505631917482023,-0.3,negative
0.15000000000000002,0.5,1.0,1.0,0.7482949549720435,0.7482949549720435,0.4714227968936355,-0.276872158078408,-0.35,negative
0.15000000000000002,0.55,1.0,1.0,0.7482949549720435,0.7482949549720435,0.4477554638195048,-0.30053949115253864,-0.4,negative
0.15000000000000002,0.6000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.4263509213805997,-0.32194403359144375,-0.45000000000000007,negative
0.15000000000000002,0.6500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.40689946288281187,-0.3413954920892316,-0.5000000000000001,negative
0.15000000000000002,0.7000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.38914543470288987,-0.3591495202691536,-0.55,negative
0.15000000000000002,0.7500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.3728759369613007,-0.37541901801074273,-0.6000000000000001,negative
0.15000000000000002,0.8,1.0,1.0,0.7482949549720435,0.7482949549720435,0.35791224487994006,-0.3903827100921034,-0.65,negative
0.15000000000000002,0.8500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.34410321603533256,-0.4041917389367109,-0.7000000000000001,negative
0.15000000000000002,0.9000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.33132016709077516,-0.4169747878812683,-0.7500000000000001,negative
0.15000000000000002,0.9500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.3194528515680583,-0.42884210340398515,-0.8,negative
0.15000000000000002,1.0,1.0,1.0,0.7482949549720435,0.7482949549720435,0.3084062721435419,-0.4398886828285016,-0.85,negative
0.2,0.05,1.0,1.0,0.7482949549720435,0.7482949549720435,0.922430207694145,0.1741352527221015,0.15000000000000002,positive
0.2,0.1,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8560282723964152,0.10773331742437176,0.1,positive
0.2,0.15000000000000002,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7985443663972539,0.050249411425210444,0.04999999999999999,positive
0.2,0.2,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7482949549720433,-1.1102230246251565e-16,0.0,zero
0.2,0.25,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7039951709228909,-0.04429978404915258,-0.04999999999999999,negative
0.2,0.3,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6646474027531905,-0.083647552218853,-0.09999999999999998,negative
0.2,0.35000000000000003,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6294652673715714,-0.11882968760047208,-0.15000000000000002,negative
0.2,0.4,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5978205152599113,-0.15047443971213215,-0.2,negative
0.2,0.45,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5692051842935885,-0.179089770678455,-0.25,negative
0.2,0.5,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5432041263489805,-0.20509082862306294,-0.3,negative
0.2,0.55,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5194747348159903,-0.2288202201560532,-0.35000000000000003,negative
0.2,0.6000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.49773176322384105,-0.2505631917482024,-0.4000000000000001,negative
0.2,0.6500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.4777358032614278,-0.2705591517106157,-0.4500000000000001,negative
0.2,0.7000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.4592844328464227,-0.2890105221256208,-0.5,negative
0.2,0.7500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.44220533921829686,-0.3060896157537466,-0.55,negative
0.2,0.8,1.0,1.0,0.7482949549720435,0.7482949549720435,0.42635092138059966,-0.3219440335914438,-0.6000000000000001,negative
0.2,0.8500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.41159401346862845,-0.336700941503415,-0.6500000000000001,negative
0.2,0.9000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.3978244665448838,-0.35047048842715967,-0.7000000000000002,negative
0.2,0.9500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.38494639430369215,-0.3633485606683513,-0.75,negative
0.2,1.0,1.0,1.0,0.7482949549720435,0.7482949549720435,0.37287593696130067,-0.3754190180107428,-0.8,negative
0.25,0.05,1.0,1.0,0.7482949549720435,0.7482949549720435,0.9369662633837998,0.1886713084117564,0.2,positive
0.25,0.1,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8814078341166365,0.13311287914459302,0.15,positive
0.25,0.15000000000000002,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8320693791946753,0.08377442422263182,0.09999999999999998,positive
0.25,0.2,1.0,1.0,0.7482949549720435,0.7482949549720435,0.78796174423462,0.039666789262576496,0.04999999999999999,positive
0.25,0.25,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7482949549720435,0.0,0.0,zero
0.25,0.3,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7124304854863188,-0.03586446948572464,-0.04999999999999999,negative
0.25,0.35000000000000003,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6798466248445979,-0.06844833012744556,-0.10000000000000003,negative
0.25,0.4,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6501129320683333,-0.09818202290371014,-0.15000000000000002,negative
0.25,0.45,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6228711136131536,-0.12542384135888984,-0.2,negative
0.25,0.5,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5978205152599113,-0.15047443971213215,-0.25,negative
0.25,0.55,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5747069795679924,-0.17358797540405102,-0.30000000000000004,negative
0.25,0.6000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5533141919373619,-0.1949807630346816,-0.3500000000000001,negative
0.25,0.6500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5334568901022048,-0.2148380648698387,-0.40000000000000013,negative
0.25,0.7000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5149754851511626,-0.2333194698208808,-0.45000000000000007,negative
0.25,0.7500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.49773176322384116,-0.2505631917482023,-0.5000000000000001,negative
0.25,0.8,1.0,1.0,0.7482949549720435,0.7482949549720435,0.48160542278877744,-0.266689532183266,-0.55,negative
0.25,0.8500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.46649126394227225,-0.2818036910297712,-0.6000000000000001,negative
0.25,0.9000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.4522968908504793,-0.29599806412156415,-0.6500000000000001,negative
0.25,0.9500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.4389408212649538,-0.30935413370708964,-0.7000000000000001,negative
0.25,1.0,1.0,1.0,0.7482949549720435,0.7482949549720435,0.42635092138059966,-0.3219440335914438,-0.75,negative
0.3,0.05,1.0,1.0,0.7482949549720435,0.7482949549720435,0.9469141866234273,0.19861923165138384,0.25,positive
0.3,0.1,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8991804605051882,0.15088550553314473,0.19999999999999998,positive
0.3,0.15000000000000002,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8560282723964152,0.10773331742437176,0.14999999999999997,positive
0.3,0.2,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8168282159288707,0.06853326095682721,0.09999999999999998,positive
0.3,0.25,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7810611259515816,0.032766170979538156,0.04999999999999999,positive
0.3,0.3,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7482949549720435,0.0,0.0,zero
0.3,0.35000000000000003,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7181672355772798,-0.030127719394763663,-0.050000000000000044,negative
0.3,0.4,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6903716154540794,-0.05792333951796402,-0.10000000000000003,negative
0.3,0.45,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6646474027531903,-0.08364755221885312,-0.15000000000000002,negative
0.3,0.5,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6407713648162449,-0.1075235901557986,-0.2,negative
0.3,0.55,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6185512332838656,-0.12974372168817783,-0.25000000000000006,negative
0.3,0.6000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5978205152599113,-0.15047443971213215,-0.3000000000000001,negative
0.3,0.6500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5784343140611529,-0.1698606409108906,-0.35000000000000014,negative
0.3,0.7000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.560265937577832,-0.1880290173942114,-0.4000000000000001,negative
0.3,0.7500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5432041263489805,-0.20509082862306294,-0.4500000000000001,negative
0.3,0.8,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5271507731511543,-0.22114418182088913,-0.5,negative
0.3,0.8500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5120190353391537,-0.23627591963288974,-0.55,negative
0.3,0.9000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.4977317632238411,-0.25056319174820235,-0.6000000000000001,negative
0.3,0.9500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.48422018443238124,-0.2640747705396622,-0.6500000000000001,negative
0.3,1.0,1.0,1.0,0.7482949549720435,0.7482949549720435,0.4714227968936355,-0.276872158078408,-0.7,negative
0.35000000000000003,0.05,1.0,1.0,0.7482949549720435,0.7482949549720435,0.9541501634102879,0.20585520843824445,0.30000000000000004,positive
0.35000000000000003,0.1,1.0,1.0,0.7482949549720435,0.7482949549720435,0.9123204211816519,0.16402546620960845,0.25,positive
0.35000000000000003,0.15000000000000002,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8740042585443465,0.12570930357230303,0.2,positive
0.35000000000000003,0.2,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8387768226491799,0.0904818676771364,0.15000000000000002,positive
0.35000000000000003,0.25,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8062791029470083,0.05798414797496487,0.10000000000000003,positive
0.35000000000000003,0.3,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7762056519098911,0.027910696937847645,0.050000000000000044,positive
0.35000000000000003,0.35000000000000003,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7482949549720435,0.0,0.0,zero
0.35000000000000003,0.4,1.0,1.0,0.7482949549720435,0.7482949549720435,0.722321806013845,-0.025973148958198466,-0.04999999999999999,negative
0.35000000000000003,0.45,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6980912174514071,-0.05020373752063634,-0.09999999999999998,negative
0.35000000000000003,0.5,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6754335162746306,-0.0728614386974129,-0.14999999999999997,negative
0.35000000000000003,0.55,1.0,1.0,0.7482949549720435,0.7482949549720435,0.654200365060671,-0.09409458991137243,-0.2,negative
0.35000000000000003,0.6000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6342615106216674,-0.1140334443503761,-0.25000000000000006,negative
0.35000000000000003,0.6500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6155021096392801,-0.13279284533276337,-0.3000000000000001,negative
0.35000000000000003,0.7000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5978205152599112,-0.15047443971213226,-0.35000000000000003,negative
0.35000000000000003,0.7500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5811264345446253,-0.16716852042741814,-0.4000000000000001,negative
0.35000000000000003,0.8,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5653393862505507,-0.18295556872149277,-0.45,negative
0.35000000000000003,0.8500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5503874033420129,-0.1979075516300306,-0.5,negative
0.35000000000000003,0.9000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5362059360908806,-0.21208901888116283,-0.55,negative
0.35000000000000003,0.9500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5227369204957657,-0.22555803447627776,-0.6000000000000001,negative
0.35000000000000003,1.0,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5099279836637269,-0.23836697130831652,-0.6499999999999999,negative
0.4,0.05,1.0,1.0,0.7482949549720435,0.7482949549720435,0.959650138665426,0.21135518369338258,0.35000000000000003,positive
0.4,0.1,1.0,1.0,0.7482949549720435,0.7482949549720435,0.922430207694145,0.1741352527221015,0.30000000000000004,positive
0.4,0.15000000000000002,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8879896224043163,0.13969466743227288,0.25,positive
0.4,0.2,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8560282723964152,0.10773331742437176,0.2,positive
0.4,0.25,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8262877535522641,0.07799279858022068,0.15000000000000002,positive
0.4,0.3,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7985443663972539,0.050249411425210444,0.10000000000000003,positive
0.4,0.35000000000000003,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7726034791609125,0.024308524188869085,0.04999999999999999,positive
0.4,0.4,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7482949549720433,-1.1102230246251565e-16,0.0,zero
0.4,0.45,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7254694159703895,-0.02282553900165396,-0.04999999999999999,negative
0.4,0.5,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7039951709228909,-0.04429978404915258,-0.09999999999999998,negative
0.4,0.55,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6837556728166317,-0.06453928215541171,-0.15000000000000002,negative
0.4,0.6000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6646474027531903,-0.08364755221885312,-0.20000000000000007,negative
0.4,0.6500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6465780990174886,-0.10171685595455482,-0.2500000000000001,negative
0.4,0.7000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6294652673715714,-0.11882968760047208,-0.30000000000000004,negative
0.4,0.7500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6132349218149209,-0.13506003315712256,-0.3500000000000001,negative
0.4,0.8,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5978205152599113,-0.15047443971213215,-0.4,negative
0.4,0.8500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5831620275255237,-0.16513292744651975,-0.45000000000000007,negative
0.4,0.9000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5692051842935885,-0.179089770678455,-0.5000000000000001,negative
0.4,0.9500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5559007856000537,-0.19239416937198972,-0.55,negative
0.4,1.0,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5432041263489805,-0.20509082862306294,-0.6,negative
0.45,0.05,1.0,1.0,0.7482949549720435,0.7482949549720435,0.9639719313052693,0.2156769763332258,0.4,positive
0.45,0.1,1.0,1.0,0.7482949549720435,0.7482949549720435,0.930449628184067,0.1821546732120235,0.35,positive
0.45,0.15000000000000002,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8991804605051883,0.15088550553314484,0.3,positive
0.45,0.2,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8699446540365423,0.12164969906449885,0.25,positive
0.45,0.25,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8425501172876917,0.09425516231564823,0.2,positive
0.45,0.3,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8168282159288707,0.06853326095682721,0.15000000000000002,positive
0.45,0.35000000000000003,1.0,1.0,0.7482949549720435,0.7482949549720435,0.792630298287835,0.04433534331579159,0.09999999999999998,positive
0.45,0.4,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7698248206549996,0.021529865682956117,0.04999999999999999,positive
0.45,0.45,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7482949549720435,0.0,0.0,zero
0.45,0.5,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7279365870367563,-0.020358367935287114,-0.04999999999999999,negative
0.45,0.55,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7086566328222892,-0.03963832214975427,-0.10000000000000003,negative
0.45,0.6000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6903716154540794,-0.05792333951796402,-0.15000000000000008,negative
0.45,0.6500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6730064569495574,-0.07528849802248605,-0.20000000000000012,negative
0.45,0.7000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6564934478344205,-0.09180150713762292,-0.25000000000000006,negative
0.45,0.7500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6407713648162447,-0.10752359015579871,-0.3000000000000001,negative
0.45,0.8,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6257847122756032,-0.12251024269644029,-0.35000000000000003,negative
0.45,0.8500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6114830677666718,-0.13681188720537163,-0.4000000000000001,negative
0.45,0.9000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5978205152599113,-0.15047443971213215,-0.4500000000000001,negative
0.45,0.9500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5847551527036086,-0.1635398022684349,-0.5,negative
0.45,1.0,1.0,1.0,0.7482949549720435,0.7482949549720435,0.572248662777781,-0.1760462921942625,-0.55,negative
0.5,0.05,1.0,1.0,0.7482949549720435,0.7482949549720435,0.9674574938098908,0.2191625388378473,0.45,positive
0.5,0.1,1.0,1.0,0.7482949549720435,0.7482949549720435,0.9369662633837998,0.1886713084117564,0.4,positive
0.5,0.15000000000000002,1.0,1.0,0.7482949549720435,0.7482949549720435,0.9083382852678089,0.16004333029576545,0.35,positive
0.5,0.2,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8814078341166365,0.13311287914459302,0.3,positive
0.5,0.25,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8560282723964152,0.10773331742437176,0.25,positive
0.5,0.3,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8320693791946753,0.08377442422263182,0.2,positive
0.5,0.35000000000000003,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8094151153918475,0.06112016041980406,0.14999999999999997,positive
0.5,0.4,1.0,1.0,0.7482949549720435,0.7482949549720435,0.78796174423462,0.039666789262576496,0.09999999999999998,positive
0.5,0.45,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7676162430747762,0.019321288102732703,0.04999999999999999,positive
0.5,0.5,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7482949549720435,0.0,0.0,zero
0.5,0.55,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7299224389361105,-0.01837251603593293,-0.050000000000000044,negative
0.5,0.6000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.7124304854863188,-0.03586446948572464,-0.10000000000000009,negative
0.5,0.6500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6957572704461876,-0.05253768452585583,-0.15000000000000013,negative
0.5,0.7000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6798466248445979,-0.06844833012744556,-0.20000000000000007,negative
0.5,0.7500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6646474027531903,-0.08364755221885312,-0.2500000000000001,negative
0.5,0.8,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6501129320683333,-0.09818202290371014,-0.30000000000000004,negative
0.5,0.8500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6362005358125821,-0.11209441915946139,-0.3500000000000001,negative
0.5,0.9000000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6228711136131535,-0.12542384135888995,-0.40000000000000013,negative
0.5,0.9500000000000001,1.0,1.0,0.7482949549720435,0.7482949549720435,0.6100887747128986,-0.13820618025914488,-0.45000000000000007,negative
0.5,1.0,1.0,1.0,0.7482949549720435,0.7482949549720435,0.5978205152599113,-0.15047443971213215,-0.5,negative
0.55,0.05,1.0,1.0,0.7482949549720435,0.7482949549720435,0.9703281218929032,0.22203316692085973,0.5,positive
0.55,0.1,1.0,1.0,0.7482949549720435,0.7482949549720435,0.9423663426418049,0.1940713876697614,0.45000000000000007,positive
0.55,0.15000000000000002,1.0,1.0,0.7482949549720435,0.7482949549720435,0.9159709642888648,0.16767600931682136,0.4,positive
0.55,0.2,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8910139499490684,0.1427189949770249,0.35000000000000003,positive
0.55,0.25,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8673808468520102,0.11908589187996677,0.30000000000000004,positive
0.55,0.3,1.0,1.0,0.7482949549720435,0.7482949549720435,0.8449690313765238,0.09667407640448034,0.25000000000000006,positive
