treatment_pass_if_correct,treatment_pass_if_incorrect,control_pass_if_correct,control_pass_if_incorrect,latent_control_accuracy,latent_treatment_accuracy,latent_effect,accepted_control_accuracy,accepted_treatment_accuracy,accepted_effect,distortion,treatment_acceptance_odds_multiplier,zero_effect_boundary_lambda1,sign_reversed_relative_to_latent
0.1,0.35000000000000003,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5260403249553524,-0.23795266178222785,-0.2849324211947879,0.2857142857142857,0.8333333725671745,True
0.1,0.4,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.49268158175679067,-0.27131140498078954,-0.3182911643933496,0.25,0.8333333725671745,True
0.1,0.45,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.4633014141803156,-0.3006915725572646,-0.34767133196982464,0.22222222222222224,0.8333333725671745,True
0.1,0.5,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.4372281130728903,-0.3267648736646899,-0.37374463307725,0.2,0.8333333725671745,True
0.1,0.55,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.41393312073133043,-0.3500598660062498,-0.3970396254188098,0.18181818181818182,0.8333333725671745,True
0.1,0.6000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.39299482520612233,-0.37099816153145787,-0.4179779209440179,0.16666666666666666,0.8333333725671745,True
0.1,0.6500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.3740728140496359,-0.3899201726879443,-0.4368999321005044,0.15384615384615383,0.8333333725671745,True
0.1,0.7000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.35688922421803565,-0.40710376251954455,-0.4540835219321046,0.14285714285714285,0.8333333725671745,True
0.1,0.7500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.3412150065350906,-0.4227779802024896,-0.46975773961504963,0.13333333333333333,0.8333333725671745,True
0.1,0.8,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.326859657384811,-0.4371333293527692,-0.48411308876532927,0.125,0.8333333725671745,True
0.1,0.8500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.3136634377622402,-0.45032954897534,-0.49730930838790005,0.11764705882352941,0.8333333725671745,True
0.1,0.9000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.30149140401088337,-0.46250158272669684,-0.5094813421392569,0.1111111111111111,0.8333333725671745,True
0.1,0.9500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.2902287765003876,-0.4737642102371926,-0.5207439696497527,0.10526315789473684,0.8333333725671745,True
0.1,1.0,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.2797773089792492,-0.484215677758331,-0.5311954371708911,0.1,0.8333333725671745,True
0.15000000000000002,0.05,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.920972252703681,0.1569792659661008,0.10999950655354074,3.0000000000000004,0.8333333725671745,False
0.15000000000000002,0.1,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.8535204539561917,0.08952746721861149,0.04254770780605144,1.5000000000000002,0.8333333725671745,False
0.15000000000000002,0.15000000000000002,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7952747143846035,0.031281727647023305,-0.015698031765536746,1.0,0.8333333725671745,False
0.15000000000000002,0.2,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7444707207393803,-0.01952226599819995,-0.06650202541076,0.7500000000000001,0.8333333725671745,True
0.15000000000000002,0.25,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.699767922516777,-0.06422506422080321,-0.11120482363336326,0.6000000000000001,0.8333333725671745,True
0.15000000000000002,0.3,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.660129511582686,-0.10386347515489425,-0.1508432345674543,0.5000000000000001,0.8333333725671745,True
0.15000000000000002,0.35000000000000003,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6247410064183953,-0.13925198031918495,-0.186231739731745,0.4285714285714286,0.8333333725671745,True
0.15000000000000002,0.4,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5929536913530192,-0.17103929538456097,-0.21801905479712103,0.37500000000000006,0.8333333725671745,True
0.15000000000000002,0.45,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5642444869067919,-0.19974849983078835,-0.2467282592433484,0.33333333333333337,0.8333333725671745,True
0.15000000000000002,0.5,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5381869395741055,-0.22580604716347474,-0.2727858065760348,0.30000000000000004,0.8333333725671745,True
0.15000000000000002,0.55,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5144298951487823,-0.24956309158879786,-0.2965428510013579,0.27272727272727276,0.8333333725671745,True
0.15000000000000002,0.6000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.49268158175679067,-0.27131140498078954,-0.3182911643933496,0.25,0.8333333725671745,True
0.15000000000000002,0.6500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.4726975666069209,-0.2912954201306593,-0.33827517954321934,0.23076923076923075,0.8333333725671745,True
0.15000000000000002,0.7000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.45427152946033394,-0.30972145727724626,-0.3567012166898063,0.2142857142857143,0.8333333725671745,True
0.15000000000000002,0.7500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.43722811307289017,-0.32676487366469004,-0.3737446330772501,0.2,0.8333333725671745,True
0.15000000000000002,0.8,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.42141732486630457,-0.34257566187127564,-0.3895554212838357,0.18750000000000003,0.8333333725671745,True
0.15000000000000002,0.8500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.40671011086938397,-0.35728287586819624,-0.4042626352807563,0.17647058823529413,0.8333333725671745,True
0.15000000000000002,0.9000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.3929948252061224,-0.3709981615314578,-0.41797792094401787,0.16666666666666666,0.8333333725671745,True
0.15000000000000002,0.9500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.38017439062643593,-0.3838185961111443,-0.4307983555237043,0.15789473684210528,0.8333333725671745,True
0.15000000000000002,1.0,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.3681639972605707,-0.3958289894770095,-0.44280874888956956,0.15000000000000002,0.8333333725671745,True
0.2,0.05,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.9395345780053715,0.17554159126779134,0.1285618318552313,4.0,0.8333333725671745,False
0.2,0.1,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.8859643685865793,0.12197138184899914,0.07499162243643909,2.0,0.8333333725671745,False
0.2,0.15000000000000002,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.8381735439286173,0.07418055719103711,0.02720079777847706,1.3333333333333333,0.8333333725671745,False
0.2,0.2,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7952747143846035,0.031281727647023305,-0.015698031765536746,1.0,0.8333333725671745,False
0.2,0.25,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7565533159612433,-0.007439670776336893,-0.054419430188896945,0.8,0.8333333725671745,True
0.2,0.3,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7214274899220576,-0.042565496815522574,-0.08954525622808263,0.6666666666666667,0.8333333725671745,True
0.2,0.35000000000000003,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6894186429454185,-0.07457434379216166,-0.12155410320472171,0.5714285714285714,0.8333333725671745,True
0.2,0.4,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.660129511582686,-0.10386347515489425,-0.1508432345674543,0.5,0.8333333725671745,True
0.2,0.45,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6332275902840414,-0.1307653964535388,-0.17774515586609885,0.4444444444444445,0.8333333725671745,True
0.2,0.5,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6084324528526891,-0.1555605338848911,-0.20254029329745116,0.4,0.8333333725671745,True
0.2,0.55,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5855059403619194,-0.17848704637566082,-0.22546680578822087,0.36363636363636365,0.8333333725671745,True
0.2,0.6000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5642444869067919,-0.19974849983078835,-0.2467282592433484,0.3333333333333333,0.8333333725671745,True
0.2,0.6500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5444730588143681,-0.21951992792321207,-0.2664996873357721,0.30769230769230765,0.8333333725671745,True
0.2,0.7000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5260403249553524,-0.23795266178222785,-0.2849324211947879,0.2857142857142857,0.8333333725671745,True
0.2,0.7500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5088147759643536,-0.25517821077322655,-0.3021579701857866,0.26666666666666666,0.8333333725671745,True
0.2,0.8,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.49268158175679067,-0.27131140498078954,-0.3182911643933496,0.25,0.8333333725671745,True
0.2,0.8500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.4775400285122499,-0.2864529582253303,-0.33343271763789034,0.23529411764705882,0.8333333725671745,True
0.2,0.9000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.4633014141803156,-0.3006915725572646,-0.34767133196982464,0.2222222222222222,0.8333333725671745,True
0.2,0.9500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.4498873095786985,-0.3141056771588817,-0.36108543657144176,0.21052631578947367,0.8333333725671745,True
0.2,1.0,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.4372281130728903,-0.3267648736646899,-0.37374463307725,0.2,0.8333333725671745,True
0.25,0.05,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.9510355309474967,0.1870425442099165,0.14006278479735645,5.0,0.8333333725671745,False
0.25,0.1,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.9066422734094486,0.14264928667186838,0.09566952725930833,2.5,0.8333333725671745,False
0.25,0.15000000000000002,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.8662086387748886,0.10221565203730842,0.05523589262474837,1.6666666666666665,0.8333333725671745,False
0.25,0.2,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.8292274809605608,0.06523449422298055,0.018254734810420503,1.25,0.8333333725671745,False
0.25,0.25,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7952747143846035,0.031281727647023305,-0.015698031765536746,1.0,0.8333333725671745,False
0.25,0.3,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7639929782485837,-8.488996505739976e-09,-0.04697976790155656,0.8333333333333334,0.8333333725671745,True
0.25,0.35000000000000003,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7350790102548783,-0.028913976482701886,-0.07589373589526194,0.7142857142857142,0.8333333725671745,True
0.25,0.4,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7082737828873032,-0.055719203850276955,-0.102698963262837,0.625,0.8333333725671745,True
0.25,0.45,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6833547218918522,-0.080638264845728,-0.12761802425828805,0.5555555555555556,0.8333333725671745,True
0.25,0.5,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.660129511582686,-0.10386347515489425,-0.1508432345674543,0.5,0.8333333725671745,True
0.25,0.55,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6384311218618847,-0.12556186487569554,-0.1725416242882556,0.45454545454545453,0.8333333725671745,True
0.25,0.6000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6181137847955015,-0.1458792019420787,-0.19285896135463876,0.41666666666666663,0.8333333725671745,True
0.25,0.6500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5990497157402211,-0.16494327099735906,-0.2119230304099191,0.3846153846153845,0.8333333725671745,True
0.25,0.7000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5811264230843343,-0.18286656365324594,-0.229846323065806,0.3571428571428571,0.8333333725671745,True
0.25,0.7500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5642444869067919,-0.19974849983078835,-0.2467282592433484,0.33333333333333326,0.8333333725671745,True
0.25,0.8,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5483157138905618,-0.21567727284701843,-0.2626570322595785,0.3125,0.8333333725671745,True
0.25,0.8500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.533261596179322,-0.2307313905582582,-0.27771114997081825,0.2941176470588235,0.8333333725671745,True
0.25,0.9000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5190120173246252,-0.244980969412955,-0.29196072882551505,0.27777777777777773,0.8333333725671745,True
0.25,0.9500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5055041603079297,-0.25848882642965054,-0.3054685858422106,0.2631578947368421,0.8333333725671745,True
0.25,1.0,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.49268158175679067,-0.27131140498078954,-0.3182911643933496,0.25,0.8333333725671745,True
0.3,0.05,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.9588605472124384,0.1948675604748582,0.14788780106229815,5.999999999999999,0.8333333725671745,False
0.3,0.1,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.9209722527036809,0.15697926596610068,0.10999950655354063,2.9999999999999996,0.8333333725671745,False
0.3,0.15000000000000002,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.8859643685865795,0.12197138184899925,0.0749916224364392,1.9999999999999996,0.8333333725671745,False
0.3,0.2,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.8535204539561916,0.08952746721861138,0.04254770780605133,1.4999999999999998,0.8333333725671745,False
0.3,0.25,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.8233687825813998,0.05937579584381958,0.012396036431259527,1.2,0.8333333725671745,False
0.3,0.3,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7952747143846035,0.031281727647023305,-0.015698031765536746,1.0,0.8333333725671745,False
0.3,0.35000000000000003,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7690345771423399,0.00504159040475971,-0.04193816900780034,0.857142857142857,0.8333333725671745,False
0.3,0.4,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7444707207393803,-0.01952226599819995,-0.06650202541076,0.7499999999999999,0.8333333725671745,True
0.3,0.45,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7214274899220576,-0.042565496815522574,-0.08954525622808263,0.6666666666666666,0.8333333725671745,True
0.3,0.5,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6997679225167769,-0.06422506422080332,-0.11120482363336337,0.6,0.8333333725671745,True
0.3,0.55,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6793710250922419,-0.0846219616453383,-0.13160172105789836,0.5454545454545454,0.8333333725671745,True
0.3,0.6000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.660129511582686,-0.10386347515489425,-0.1508432345674543,0.4999999999999999,0.8333333725671745,True
0.3,0.6500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6419479156144882,-0.12204507112309204,-0.1690248305356521,0.46153846153846145,0.8333333725671745,True
0.3,0.7000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6247410064183953,-0.13925198031918495,-0.186231739731745,0.4285714285714285,0.8333333725671745,True
0.3,0.7500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.608432452852689,-0.15556053388489122,-0.20254029329745127,0.3999999999999999,0.8333333725671745,True
0.3,0.8,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5929536913530192,-0.17103929538456097,-0.21801905479712103,0.37499999999999994,0.8333333725671745,True
0.3,0.8500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5782429623940448,-0.18575002434353538,-0.23272978375609543,0.3529411764705882,0.8333333725671745,True
0.3,0.9000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5642444869067919,-0.19974849983078835,-0.2467282592433484,0.33333333333333326,0.8333333725671745,True
0.3,0.9500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5509077594953515,-0.21308522724222867,-0.2600649866547887,0.3157894736842105,0.8333333725671745,True
0.3,1.0,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.5381869395741055,-0.22580604716347474,-0.2727858065760348,0.3,0.8333333725671745,True
0.35000000000000003,0.05,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.9645291474012585,0.2005361606636783,0.15355640125111825,7.0,0.8333333725671745,False
0.35000000000000003,0.1,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.9314884576234675,0.16749547088588734,0.12051571147332729,3.5,0.8333333725671745,False
0.35000000000000003,0.15000000000000002,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.9006364610886063,0.13664347435102608,0.08966371493846603,2.333333333333333,0.8333333725671745,False
0.35000000000000003,0.2,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.8717626536365674,0.10776966689898715,0.0607899074864271,1.75,0.8333333725671745,False
0.35000000000000003,0.25,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.8446826870596514,0.08068970032207123,0.03370994090951118,1.4000000000000001,0.8333333725671745,False
0.35000000000000003,0.3,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.8192344290228417,0.05524144228526151,0.008261682872701459,1.1666666666666667,0.8333333725671745,False
0.35000000000000003,0.35000000000000003,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7952747143846035,0.031281727647023305,-0.015698031765536746,1.0,0.8333333725671745,False
0.35000000000000003,0.4,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7726766503931624,0.008683663655582152,-0.0382960957569779,0.875,0.8333333725671745,False
0.35000000000000003,0.45,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7513273686320707,-0.01266561810550948,-0.05964537751806953,0.7777777777777778,0.8333333725671745,True
0.35000000000000003,0.5,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7311261396316184,-0.03286684710596177,-0.07984660651852182,0.7000000000000001,0.8333333725671745,True
0.35000000000000003,0.55,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.7119827836753564,-0.052010203062223814,-0.09898996247478387,0.6363636363636364,0.8333333725671745,True
0.35000000000000003,0.6000000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6938163248991697,-0.07017666183841054,-0.11715642125097059,0.5833333333333333,0.8333333725671745,True
0.35000000000000003,0.6500000000000001,0.98,0.9,0.7482949549720435,0.7952747143846035,0.04697975941256005,0.7639929867375802,0.6765538463102632,-0.08743914042731704,-0.1344188998398771,0.5384615384615384,0.8333333725671745,True
